"Warehouse","FinishedTasks","PickupDistanceMean","CompletionP95","EmptyWait","LoadedWait","EmptyDistance","LoadedDetourMean","PlannerSecondsMean","EntryTimeouts","PlannerErrors","ScheduleErrors"
"500","6109","10.394990996889835","234.0","50880","40259","146126","1.4673151157388846","0.9169291703999997","0","0","0"
"600","6043","10.085553533013403","281.0","65372","71489","154066","1.7773717652982068","0.9164061286000004","0","0","0"
