task_id,revealed_at,first_assigned_at,picked_up_at,completed_at,first_agent,reassignments,pickup_distance_at_assignment,pickup_local_degree,first_hop_local_degree,first_hop_opposing_flow,first_hop_vertex_flow,service_shortest_distance,empty_distance,loaded_distance,empty_wait_steps,loaded_wait_steps,active_wait_steps,assignment_wait,pickup_wait,completion_time,loaded_detour_ratio
0,0,1,2,13,28,0,1,4,4,0,0,11,1,11,0,0,0,1,2,13,1.000000
1,0,1,1,29,61,0,0,4,-1,-1.000000,-1.000000,25,0,27,0,1,1,1,1,29,1.080000
2,0,1,5,14,36,2,4,3,4,0.000000,0.000000,9,3,9,1,0,1,1,5,14,1.000000
3,0,1,1,33,8,0,0,3,-1,-1.000000,-1.000000,28,0,32,0,0,0,1,1,33,1.142857
4,0,14,14,26,40,0,0,3,-1,-1.000000,-1.000000,12,0,12,0,0,0,14,14,26,1.000000
5,0,1,8,36,19,1,3,4,4,0.000000,0.000000,21,7,25,0,3,3,1,8,36,1.190476
6,0,1,8,38,10,1,11,3,3,0.000000,0.000000,19,7,29,0,1,1,1,8,38,1.526316
7,0,29,42,67,59,3,10,3,3,0.000000,1.000000,25,11,25,2,0,2,29,42,67,1.000000
8,0,1,7,38,12,0,6,3,3,0.000000,0.000000,19,6,31,0,0,0,1,7,38,1.631579
9,0,31,32,49,68,1,3,3,4,0.000000,3.000000,16,1,16,0,1,1,31,32,49,1.000000
10,0,30,35,56,49,0,4,3,3,1.000000,2.000000,13,4,19,1,2,3,30,35,56,1.461538
11,0,1,6,13,63,0,5,3,4,0.000000,0.000000,4,5,6,0,1,1,1,6,13,1.500000
12,0,14,16,53,63,0,2,3,4,0.000000,1.000000,27,2,35,0,2,2,14,16,53,1.296296
13,0,1,2,29,58,1,4,4,4,0.000000,0.000000,27,1,27,0,0,0,1,2,29,1.000000
14,0,23,27,47,62,0,2,3,4,0.000000,4.000000,12,4,18,0,2,2,23,27,47,1.500000
15,0,1,1,22,26,0,0,4,-1,-1.000000,-1.000000,21,0,21,0,0,0,1,1,22,1.000000
