timestep,finished_tasks,backlog,assigned_agents,idle_agents,empty_agents,loaded_agents,active_wait_steps_cumulative,planner_seconds
98,587,750,495,5,179,316,8841,0.916414
99,591,750,496,4,177,319,8921,0.9166996
100,600,750,491,9,175,316,9027,0.9165836
101,605,750,495,5,177,318,9131,0.9166646
102,608,750,497,3,181,316,9237,0.9168278
103,614,750,494,6,182,312,9331,0.917281
104,617,750,497,3,183,314,9435,0.9167411
105,625,750,492,8,179,313,9553,0.9172524
106,631,750,494,6,180,314,9650,0.9166465
107,637,750,494,6,179,315,9735,0.9169142
108,639,750,498,2,179,319,9836,0.9167815
109,647,750,492,8,176,316,9935,0.9169588
110,654,750,493,7,180,313,10021,0.9163234
111,657,750,497,3,184,313,10129,0.9166066
112,660,750,497,3,185,312,10234,0.9166968
113,666,750,494,6,186,308,10341,0.9172663
114,669,750,497,3,186,311,10426,0.9163976
115,673,750,496,4,181,315,10518,0.916924
116,676,750,497,3,176,321,10607,0.9169187
117,680,750,496,4,172,324,10696,0.9168334
118,689,750,491,9,174,317,10799,0.9170146
119,696,750,493,7,178,315,10893,0.9165443
120,706,750,490,10,179,311,10990,0.9172727
121,712,750,494,6,183,311,11085,0.9169149
122,721,750,491,9,179,312,11171,0.9163702
123,724,750,497,3,183,314,11248,0.9162822
124,729,750,495,5,180,315,11341,0.9173383
125,735,750,494,6,181,313,11450,0.9163288
126,744,750,491,9,182,309,11551,0.9168813
127,749,750,495,5,188,307,11634,0.9166718
128,752,750,497,3,186,311,11736,0.9169853
129,756,750,496,4,185,311,11836,0.9172365
130,767,750,489,11,182,307,11935,0.9163702
131,774,750,493,7,187,306,12036,0.9171434
132,783,750,491,9,186,305,12109,0.9170921
133,787,750,496,4,190,306,12198,0.9163687
134,792,750,495,5,188,307,12305,0.9164782
135,798,750,494,6,189,305,12412,0.9168767
136,803,750,495,5,193,302,12510,0.9166441
137,808,750,495,5,192,303,12601,0.9173096
138,814,750,494,6,191,303,12699,0.9167267
139,818,750,496,4,191,305,12803,0.9169287
140,825,750,493,7,188,305,12910,0.9164875
141,828,750,497,3,187,310,12999,0.9165851
142,838,750,490,10,184,306,13083,0.9168521
143,850,750,488,12,187,301,13177,0.9179095
144,854,750,496,4,190,306,13281,0.9165381
145,860,750,494,6,190,304,13377,0.917189
146,868,750,492,8,193,299,13487,0.9165893
147,872,750,496,4,197,299,13581,0.9169626
148,878,750,494,6,192,302,13670,0.9171406
149,882,750,496,4,196,300,13768,0.9167827
150,887,750,495,5,196,299,13868,0.916495
151,893,750,494,6,196,298,13953,0.9167196
152,900,750,493,7,199,294,14042,0.9166114
153,907,750,493,7,201,292,14142,0.9169904
154,914,750,493,7,201,292,14255,0.9167844
155,917,750,497,3,203,294,14370,0.91655
156,922,750,495,5,203,292,14479,0.9165957
157,927,750,495,5,199,296,14586,0.9165829
158,934,750,493,7,198,295,14676,0.9166675
159,940,750,494,6,198,296,14762,0.9171632
160,943,750,497,3,198,299,14862,0.9166764
161,953,750,490,10,195,295,14954,0.9169132
162,955,750,498,2,202,296,15045,0.91645
163,960,750,495,5,198,297,15162,0.9166107
164,968,750,492,8,196,296,15249,0.9169607
165,977,750,491,9,201,290,15333,0.9167623
166,986,750,491,9,202,289,15408,0.917017
167,991,750,495,5,204,291,15487,0.9167753
168,996,750,495,5,203,292,15575,0.9168511
169,1001,750,495,5,204,291,15677,0.9163433
170,1013,750,488,12,205,283,15775,0.9163818
171,1015,750,498,2,212,286,15884,0.9165691
172,1024,750,491,9,208,283,15980,0.9163069
173,1031,750,493,7,211,282,16092,0.9172085
174,1038,750,493,7,216,277,16198,0.9168036
175,1046,750,492,8,217,275,16304,0.9169641
176,1047,750,499,1,220,279,16400,0.9171026
177,1051,750,496,4,217,279,16492,0.916759
178,1055,750,496,4,214,282,16597,0.9173472
179,1061,750,494,6,210,284,16698,0.9169993
180,1064,750,497,3,209,288,16801,0.9164511
181,1074,750,490,10,206,284,16896,0.916762
182,1080,750,494,6,211,283,16995,0.9167577
183,1087,750,493,7,211,282,17067,0.9171828
184,1095,750,492,8,210,282,17159,0.9165641
185,1104,750,491,9,212,279,17243,0.9162849
186,1110,750,494,6,214,280,17340,0.9164587
187,1116,750,494,6,210,284,17434,0.9171566
188,1118,750,498,2,208,290,17534,0.9167837
189,1126,750,492,8,206,286,17624,0.9171321
190,1133,750,493,7,207,286,17721,0.9167925
191,1139,750,494,6,208,286,17820,0.9162427
192,1144,750,495,5,203,292,17918,0.9172549
193,1152,750,492,8,204,288,18011,0.9164384
194,1160,750,492,8,205,287,18110,0.9161635
195,1166,750,494,6,207,287,18204,0.9170149
196,1171,750,495,5,204,291,18299,0.9169962
197,1179,750,492,8,204,288,18396,0.9171328
198,1185,750,494,6,209,285,18491,0.9171155
199,1194,750,491,9,211,280,18608,0.9162408
200,1202,750,492,8,211,281,18707,0.9172685
201,1208,750,494,6,217,277,18806,0.9167075
202,1217,750,491,9,214,277,18897,0.9167298
203,1222,750,495,5,218,277,19008,0.9169856
204,1229,750,493,7,219,274,19105,0.9164563
205,1238,750,491,9,219,272,19220,0.9169769
206,1244,750,494,6,225,269,19342,0.9164243
207,1251,750,493,7,226,267,19455,0.9167275
208,1260,750,491,9,227,264,19562,0.9165329
209,1266,750,494,6,227,267,19638,0.9171095
210,1275,750,491,9,225,266,19748,0.9167757
211,1280,750,495,5,231,264,19824,0.9167806
212,1287,750,493,7,229,264,19904,0.916524
213,1291,750,496,4,228,268,19998,0.9163895
214,1296,750,495,5,223,272,20087,0.9164021
215,1305,750,491,9,221,270,20173,0.9164225
216,1313,750,492,8,221,271,20256,0.9168905
217,1315,750,498,2,225,273,20346,0.9169285
218,1317,750,498,2,218,280,20442,0.9164754
219,1324,750,493,7,215,278,20544,0.9170129
220,1330,750,494,6,210,284,20627,0.9169967
221,1334,750,496,4,206,290,20704,0.9168899
222,1340,750,494,6,205,289,20779,0.9164064
223,1347,750,493,7,206,287,20857,0.9171647
224,1355,750,492,8,207,285,20934,0.9171422
225,1356,750,499,1,209,290,21017,0.9162856
226,1363,750,493,7,199,294,21107,0.91673
227,1367,750,496,4,202,294,21193,0.9164451
228,1375,750,492,8,202,290,21282,0.9170323
229,1382,750,493,7,204,289,21370,0.9164517
230,1388,750,494,6,203,291,21449,0.9164793
231,1393,750,495,5,201,294,21529,0.9169617
232,1395,750,498,2,202,296,21602,0.9164316
233,1401,750,494,6,202,292,21692,0.9171885
234,1407,750,494,6,204,290,21775,0.9168011
235,1416,750,491,9,203,288,21861,0.9166052
236,1425,750,491,9,205,286,21953,0.9162581
237,1430,750,495,5,207,288,22044,0.9163016
238,1435,750,495,5,203,292,22133,0.9170445
239,1438,750,497,3,201,296,22222,0.9165238
240,1448,750,490,10,197,293,22305,0.9166731
241,1457,750,491,9,202,289,22387,0.9188756
242,1463,750,494,6,206,288,22475,0.9163188
243,1468,750,495,5,208,287,22585,0.9171464
244,1477,750,491,9,208,283,22668,0.9176
245,1480,750,497,3,213,284,22753,0.9165082
246,1488,750,492,8,208,284,22833,0.9169452
247,1491,750,497,3,208,289,22919,0.9168535
248,1497,750,494,6,206,288,22993,0.9169606
249,1503,750,494,6,206,288,23075,0.9168612
250,1510,750,493,7,205,288,23164,0.9167728
251,1517,750,493,7,206,287,23237,0.9169265
252,1524,750,493,7,204,289,23306,0.917063
253,1529,750,495,5,204,291,23397,0.91682
254,1533,750,496,4,198,298,23498,0.9170976
255,1542,750,491,9,194,297,23589,0.9167656
256,1549,750,493,7,194,299,23675,0.9173726
257,1554,750,495,5,195,300,23761,0.916879
258,1559,750,495,5,193,302,23854,0.9168132
259,1563,750,496,4,195,301,23947,0.9167013
260,1568,750,495,5,189,306,24038,0.917242
261,1573,750,495,5,184,311,24113,0.9166871
262,1574,750,499,1,180,319,24182,0.9170417
263,1581,750,493,7,171,322,24241,0.9162994
264,1587,750,494,6,169,325,24313,0.9170994
265,1597,750,490,10,168,322,24391,0.9163207
266,1603,750,494,6,170,324,24478,0.9164395
267,1612,750,491,9,169,322,24586,0.9172289
268,1619,750,493,7,172,321,24679,0.9163493
269,1628,750,491,9,171,320,24751,0.9165742
270,1636,750,492,8,174,318,24847,0.9169969
271,1642,750,494,6,175,319,24937,0.9167038
272,1649,750,493,7,174,319,25014,0.916545
273,1656,750,493,7,179,314,25091,0.917029
274,1662,750,494,6,178,316,25162,0.9170596
275,1671,750,491,9,177,314,25228,0.9166534
276,1677,750,494,6,184,310,25321,0.9164444
277,1683,750,494,6,185,309,25406,0.9164399
278,1690,750,493,7,189,304,25495,0.9172489
279,1695,750,495,5,188,307,25576,0.9169915
280,1699,750,496,4,181,315,25671,0.9170687
281,1705,750,494,6,174,320,25759,0.9170857
282,1711,750,494,6,174,320,25853,0.9166962
283,1715,750,496,4,172,324,25946,0.9163829
284,1722,750,493,7,169,324,26057,0.9167274
285,1728,750,494,6,170,324,26160,0.9163422
286,1737,750,491,9,171,320,26263,0.9168398
287,1744,750,493,7,174,319,26369,0.9169241
288,1754,750,490,10,174,316,26473,0.9167786
289,1759,750,495,5,179,316,26574,0.9165046
290,1770,750,489,11,178,311,26688,0.9168258
291,1776,750,494,6,185,309,26797,0.9165871
292,1786,750,490,10,187,303,26898,0.9171413
293,1790,750,496,4,194,302,27006,0.9167873
294,1797,750,493,7,195,298,27122,0.9171813
295,1804,750,493,7,200,293,27239,0.9164051
296,1810,750,494,6,204,290,27354,0.9163887
297,1812,750,498,2,205,293,27463,0.9171506
298,1814,750,498,2,201,297,27588,0.9170904
299,1822,750,492,8,201,291,27717,0.9166093
300,1827,750,495,5,204,291,27828,0.9170752
301,1832,750,495,5,207,288,27943,0.9167377
302,1837,750,495,5,205,290,28039,0.9170321
303,1843,750,494,6,209,285,28156,0.9170604
304,1849,750,494,6,210,284,28277,0.9166685
305,1858,750,491,9,212,279,28398,0.9166928
306,1863,750,495,5,214,281,28525,0.9171247
307,1867,750,496,4,214,282,28650,0.9164731
308,1872,750,495,5,211,284,28762,0.9171172
309,1879,750,493,7,210,283,28877,0.9162655
310,1886,750,493,7,211,282,29012,0.9165397
311,1895,750,491,9,213,278,29118,0.9167288
312,1900,750,495,5,217,278,29223,0.9162299
313,1909,750,491,9,214,277,29324,0.9169991
314,1915,750,494,6,217,277,29422,0.91695
315,1920,750,495,5,214,281,29514,0.9165259
316,1925,750,495,5,211,284,29608,0.9169744
317,1935,750,490,10,213,277,29702,0.9170578
318,1937,750,498,2,215,283,29792,0.9167679
319,1945,750,492,8,209,283,29886,0.9167511
320,1950,750,495,5,210,285,29982,0.9162709
321,1957,750,493,7,208,285,30076,0.9165622
322,1965,750,492,8,208,284,30173,0.9170933
323,1971,750,494,6,210,284,30276,0.9166167
324,1977,750,494,6,210,284,30391,0.9165667
325,1981,750,496,4,208,288,30488,0.916461
326,1988,750,493,7,208,285,30564,0.9169105
327,1994,750,494,6,207,287,30648,0.9168134
328,1998,750,496,4,205,291,30729,0.9162164
329,2003,750,495,5,205,290,30807,0.9166688
330,2008,750,495,5,201,294,30899,0.9164498
331,2019,750,489,11,200,289,30991,0.9168473
332,2025,750,494,6,201,293,31082,0.9167696
333,2034,750,491,9,198,293,31166,0.9171848
334,2039,750,495,5,203,292,31248,0.9165917
335,2043,750,496,4,204,292,31336,0.9170498
336,2052,750,491,9,201,290,31442,0.9172467
337,2059,750,493,7,207,286,31538,0.9163241
338,2071,750,488,12,208,280,31622,0.9165999
339,2073,750,498,2,214,284,31725,0.9163663
340,2078,750,495,5,206,289,31814,0.9162706
341,2086,750,492,8,205,287,31927,0.9166371
342,2091,750,495,5,208,287,32032,0.9165376
343,2096,750,495,5,204,291,32128,0.9170645
344,2101,750,495,5,206,289,32219,0.9168169
345,2106,750,495,5,206,289,32309,0.9165089
346,2110,750,496,4,206,290,32386,0.9162718
347,2115,750,495,5,202,293,32484,0.9163312
348,2118,750,497,3,198,299,32572,0.9168497
349,2124,750,494,6,196,298,32677,0.9169332
350,2126,750,498,2,193,305,32767,0.9169122
351,2129,750,497,3,187,310,32858,0.9167952
352,2139,750,490,10,187,303,32955,0.9165898
353,2147,750,492,8,187,305,33040,0.9169043
354,2152,750,495,5,190,305,33120,0.9165895
355,2161,750,491,9,184,307,33197,0.9167609
356,2169,750,492,8,189,303,33289,0.91711
357,2178,750,491,9,192,299,33377,0.9168693
358,2181,750,497,3,195,302,33471,0.9169161
359,2187,750,494,6,192,302,33555,0.9172648
360,2196,750,491,9,192,299,33664,0.9165616
361,2204,750,492,8,193,299,33755,0.9168712
362,2206,750,498,2,195,303,33836,0.9163547
363,2210,750,496,4,191,305,33928,0.916735
364,2214,750,496,4,192,304,34031,0.9166617
365,2220,750,494,6,190,304,34130,0.9163799
366,2222,750,498,2,189,309,34222,0.9164394
367,2226,750,496,4,185,311,34330,0.9170103
368,2231,750,495,5,180,315,34440,0.9165884
369,2239,750,492,8,182,310,34542,0.9170229
370,2243,750,496,4,182,314,34640,0.917121
371,2249,750,494,6,184,310,34743,0.9162943
372,2255,750,494,6,188,306,34851,0.9172486
373,2261,750,494,6,186,308,34952,0.9163484
374,2270,750,491,9,184,307,35044,0.9165237
375,2276,750,494,6,190,304,35135,0.9167945
376,2280,750,496,4,193,303,35227,0.9166925
377,2288,750,492,8,193,299,35321,0.9165596
378,2295,750,493,7,195,298,35415,0.9163648
379,2303,750,492,8,193,299,35499,0.9165994
380,2306,750,497,3,190,307,35595,0.9165078
381,2311,750,495,5,186,309,35684,0.9168984
382,2319,750,492,8,187,305,35769,0.9169581
383,2328,750,491,9,191,300,35887,0.9167487
384,2332,750,496,4,198,298,35992,0.9165537
385,2342,750,490,10,196,294,36090,0.9167233
386,2351,750,491,9,201,290,36182,0.916449
387,2358,750,493,7,204,289,36280,0.9165526
388,2360,750,498,2,205,293,36376,0.917011
389,2364,750,496,4,200,296,36487,0.9164732
390,2371,750,493,7,201,292,36593,0.9168805
391,2377,750,494,6,198,296,36680,0.9170436
392,2381,750,496,4,202,294,36786,0.9169314
393,2389,750,492,8,196,296,36882,0.9170534
394,2394,750,495,5,199,296,36962,0.9169258
395,2396,750,498,2,196,302,37061,0.9170166
396,2400,750,496,4,193,303,37144,0.9168984
397,2405,750,495,5,191,304,37229,0.9163826
398,2411,750,494,6,190,304,37321,0.916662
399,2418,750,493,7,188,305,37403,0.9165142
400,2425,750,493,7,191,302,37505,0.9162637
401,2429,750,496,4,195,301,37599,0.9165212
402,2433,750,496,4,197,299,37691,0.9163263
403,2440,750,493,7,194,299,37774,0.9169152
404,2446,750,494,6,197,297,37862,0.9166383
405,2454,750,492,8,199,293,37952,0.9168179
406,2462,750,492,8,199,293,38032,0.9164622
407,2472,750,490,10,202,288,38109,0.9167117
408,2481,750,491,9,208,283,38200,0.9166264
409,2485,750,496,4,208,288,38297,0.9167714
410,2493,750,492,8,206,286,38390,0.9164553
411,2503,750,490,10,208,282,38488,0.916454
412,2510,750,493,7,211,282,38590,0.9165638
413,2517,750,493,7,215,278,38707,0.9170509
414,2522,750,495,5,219,276,38838,0.9166704
415,2529,750,493,7,213,280,38942,0.9168268
416,2533,750,496,4,213,283,39048,0.9170328
417,2539,750,494,6,210,284,39149,0.916295
418,2545,750,494,6,208,286,39234,0.9168355
419,2549,750,496,4,209,287,39338,0.9164096
420,2550,750,499,1,208,291,39438,0.9162485
421,2560,750,490,10,203,287,39546,0.9168279
422,2564,750,496,4,209,287,39646,0.9164502
423,2568,750,496,4,205,291,39748,0.917125
424,2575,750,493,7,200,293,39862,0.917001
425,2579,750,496,4,206,290,39985,0.9169536
426,2583,750,496,4,207,289,40090,0.9167668
427,2590,750,493,7,204,289,40189,0.9166498
428,2595,750,495,5,202,293,40294,0.9171258
429,2602,750,493,7,203,290,40399,0.9171852
430,2605,750,497,3,209,288,40505,0.916431
431,2612,750,493,7,204,289,40618,0.9166403
432,2619,750,493,7,207,286,40704,0.9168694
433,2624,750,495,5,206,289,40814,0.916995
434,2629,750,495,5,207,288,40919,0.9167697
435,2632,750,497,3,206,291,41022,0.916653
436,2636,750,496,4,201,295,41140,0.9169851
437,2641,750,495,5,203,292,41246,0.9171078
438,2646,750,495,5,199,296,41343,0.9166108
439,2649,750,497,3,198,299,41438,0.9162341
440,2653,750,496,4,195,301,41529,0.9169685
441,2659,750,494,6,192,302,41621,0.9164822
442,2663,750,496,4,189,307,41709,0.9164405
443,2673,750,490,10,188,302,41803,0.9171747
444,2680,750,493,7,194,299,41887,0.9162314
445,2686,750,494,6,197,297,41990,0.9163169
446,2689,750,497,3,195,302,42093,0.9167262
447,2697,750,492,8,189,303,42184,0.9166978
448,2701,750,496,4,191,305,42279,0.9166654
449,2708,750,493,7,192,301,42385,0.9167287
450,2716,750,492,8,193,299,42500,0.9170134
451,2724,750,492,8,196,296,42603,0.9168218
452,2732,750,492,8,199,293,42699,0.9164231
453,2736,750,496,4,202,294,42786,0.9169716
454,2743,750,493,7,203,290,42901,0.9168683
455,2746,750,497,3,202,295,42996,0.9169701
456,2753,750,493,7,203,290,43082,0.9168707
457,2759,750,494,6,202,292,43173,0.9163208
458,2764,750,495,5,204,291,43275,0.9166453
459,2766,750,498,2,203,295,43371,0.9167983
460,2774,750,492,8,198,294,43458,0.91712
461,2779,750,495,5,201,294,43545,0.9172306
462,2784,750,495,5,202,293,43644,0.91696
463,2789,750,495,5,200,295,43756,0.9170505
464,2801,750,488,12,195,293,43856,0.9164203
465,2810,750,491,9,197,294,43933,0.9164067
466,2815,750,495,5,201,294,44015,0.9172939
467,2820,750,495,5,197,298,44089,0.9168986
468,2822,750,498,2,198,300,44171,0.9167628
469,2829,750,493,7,197,296,44257,0.917075
470,2837,750,492,8,201,291,44374,0.9168642
471,2849,750,488,12,205,283,44455,0.9178828
472,2851,750,498,2,211,287,44551,0.9170317
473,2857,750,494,6,208,286,44638,0.9164203
474,2865,750,492,8,208,284,44713,0.9163874
475,2874,750,491,9,209,282,44799,0.9171097
476,2880,750,494,6,213,281,44891,0.9167931
477,2889,750,491,9,214,277,44992,0.9163997
478,2897,750,492,8,218,274,45083,0.9163347
479,2906,750,491,9,222,269,45177,0.9171239
480,2913,750,493,7,220,273,45261,0.9170624
481,2922,750,491,9,222,269,45348,0.9171865
482,2931,750,491,9,221,270,45423,0.9164275
483,2935,750,496,4,224,272,45511,0.9172742
484,2940,750,495,5,222,273,45594,0.9171659
485,2948,750,492,8,223,269,45670,0.9170155
486,2955,750,493,7,223,270,45755,0.9168372
487,2959,750,496,4,224,272,45847,0.9166082
488,2966,750,493,7,216,277,45926,0.9166834
489,2970,750,496,4,219,277,46012,0.9165863
490,2978,750,492,8,216,276,46097,0.9169057
491,2984,750,494,6,215,279,46176,0.9168283
492,2994,750,490,10,218,272,46277,0.9165159
493,2996,750,498,2,222,276,46369,0.917145
494,3001,750,495,5,214,281,46463,0.916925
495,3009,750,492,8,213,279,46552,0.9162728
496,3013,750,496,4,210,286,46647,0.9169722
497,3023,750,490,10,208,282,46745,0.9171059
498,3027,750,496,4,210,286,46840,0.9166786
499,3030,750,497,3,207,290,46940,0.9169467
500,3036,750,494,6,199,295,47033,0.9164195
501,3039,750,497,3,199,298,47124,0.9170419
502,3046,750,493,7,200,293,47222,0.9164689
503,3051,750,495,5,202,293,47312,0.9171752
504,3055,750,496,4,203,293,47395,0.9163032
505,3063,750,492,8,202,290,47499,0.9166428
506,3070,750,493,7,203,290,47606,0.9169675
507,3077,750,493,7,205,288,47695,0.9172305
508,3082,750,495,5,205,290,47788,0.9170917
509,3085,750,497,3,206,291,47879,0.9164542
510,3091,750,494,6,204,290,47988,0.917042
511,3094,750,497,3,206,291,48083,0.9171229
512,3099,750,495,5,203,292,48182,0.9167685
513,3105,750,494,6,205,289,48287,0.9167648
514,3110,750,495,5,208,287,48370,0.9169749
515,3113,750,497,3,208,289,48472,0.9163448
516,3119,750,494,6,203,291,48577,0.9175862
517,3126,750,493,7,203,290,48669,0.9170889
518,3133,750,493,7,203,290,48758,0.9168511
519,3139,750,494,6,204,290,48843,0.9163246
520,3145,750,494,6,205,289,48942,0.9167254
521,3151,750,494,6,205,289,49031,0.9168173
522,3159,750,492,8,207,285,49114,0.9165975
523,3166,750,493,7,207,286,49201,0.9165216
524,3170,750,496,4,206,290,49277,0.9173045
525,3175,750,495,5,203,292,49366,0.9164825
526,3180,750,495,5,202,293,49466,0.9167717
527,3185,750,495,5,200,295,49558,0.9168206
528,3190,750,495,5,199,296,49644,0.9171331
529,3194,750,496,4,199,297,49753,0.9164201
530,3197,750,497,3,197,300,49851,0.9175224
531,3207,750,490,10,192,298,49946,0.9163134
532,3210,750,497,3,192,305,50038,0.9171089
533,3219,750,491,9,185,306,50138,0.916609
534,3222,750,497,3,185,312,50242,0.9171848
535,3231,750,491,9,181,310,50324,0.9172459
536,3234,750,497,3,188,309,50423,0.9166276
537,3248,750,486,14,187,299,50525,0.9171702
538,3249,750,499,1,196,303,50601,0.9163885
539,3253,750,496,4,193,303,50694,0.9169505
540,3258,750,495,5,188,307,50787,0.9168845
541,3264,750,494,6,184,310,50880,0.9167081
542,3273,750,491,9,182,309,50976,0.9167149
543,3281,750,492,8,185,307,51052,0.916738
544,3289,750,492,8,188,304,51153,0.9168555
545,3292,750,497,3,192,305,51241,0.9163816
546,3294,750,498,2,191,307,51323,0.9167133
547,3298,750,496,4,187,309,51413,0.9171578
548,3303,750,495,5,187,308,51495,0.9162769
549,3307,750,496,4,184,312,51582,0.9167833
550,3316,750,491,9,188,303,51666,0.9164011
551,3319,750,497,3,193,304,51751,0.9168339
552,3322,750,497,3,192,305,51838,0.9162762
553,3327,750,495,5,190,305,51907,0.9172511
554,3332,750,495,5,191,304,51985,0.9168018
555,3335,750,497,3,192,305,52072,0.9167903
556,3337,750,498,2,191,307,52163,0.917
557,3349,750,488,12,188,300,52261,0.9163126
558,3357,750,492,8,195,297,52347,0.9164705
559,3363,750,494,6,194,300,52442,0.9167627
560,3371,750,492,8,192,300,52528,0.9172029
561,3381,750,490,10,194,296,52632,0.9163291
562,3385,750,496,4,196,300,52732,0.9162654
563,3391,750,494,6,196,298,52830,0.9165383
564,3398,750,493,7,197,296,52911,0.9168088
565,3405,750,493,7,202,291,52991,0.9167711
566,3409,750,496,4,203,293,53091,0.9168242
567,3416,750,493,7,203,290,53178,0.9172427
568,3424,750,492,8,206,286,53266,0.9167405
569,3432,750,492,8,206,286,53352,0.9164368
570,3438,750,494,6,206,288,53440,0.9165286
571,3450,750,488,12,204,284,53510,0.9169131
572,3454,750,496,4,210,286,53602,0.9163972
573,3457,750,497,3,212,285,53691,0.9169835
574,3464,750,493,7,209,284,53785,0.9167754
575,3469,750,495,5,210,285,53877,0.9168967
576,3477,750,492,8,207,285,53962,0.9170274
577,3485,750,492,8,206,286,54048,0.9164556
578,3494,750,491,9,208,283,54131,0.9170386
579,3497,750,497,3,212,285,54215,0.9163241
580,3502,750,495,5,207,288,54315,0.9168008
581,3509,750,493,7,205,288,54393,0.9162672
582,3516,750,493,7,202,291,54484,0.9163405
583,3519,750,497,3,204,293,54582,0.9167491
584,3524,750,495,5,201,294,54677,0.9171322
585,3537,750,487,13,198,289,54785,0.9163713
586,3541,750,496,4,197,299,54869,0.9162271
587,3546,750,495,5,196,299,54965,0.9164053
588,3552,750,494,6,195,299,55057,0.9169367
