timestep,finished_tasks,backlog,assigned_agents,idle_agents,empty_agents,loaded_agents,active_wait_steps_cumulative,planner_seconds
47,203,750,491,9,135,356,3468,0.9170793
48,209,750,494,6,142,352,3554,0.9170109
49,216,750,493,7,144,349,3659,0.916735
50,221,750,495,5,145,350,3764,0.9170855
51,223,750,498,2,146,352,3864,0.9169508
52,232,750,491,9,143,348,3964,0.9162344
53,241,750,491,9,146,345,4050,0.916949
54,252,750,489,11,149,340,4135,0.9172984
55,259,750,493,7,157,336,4228,0.9172145
56,265,750,494,6,160,334,4317,0.9172389
57,271,750,494,6,162,332,4408,0.9170036
58,285,750,486,14,165,321,4491,0.917669
59,292,750,493,7,174,319,4573,0.9173003
60,298,750,494,6,177,317,4671,0.9172004
61,306,750,492,8,178,314,4769,0.9170482
62,309,750,497,3,179,318,4899,0.9172466
63,315,750,494,6,178,316,5006,0.9171563
64,317,750,498,2,176,322,5119,0.9177892
65,324,750,493,7,174,319,5224,0.9163108
66,328,750,496,4,174,322,5320,0.9171603
67,334,750,494,6,172,322,5406,0.9169592
68,344,750,490,10,172,318,5496,0.9164227
69,350,750,494,6,175,319,5588,0.9171277
70,354,750,496,4,177,319,5685,0.9163544
71,362,750,492,8,177,315,5780,0.9171392
72,367,750,495,5,180,315,5872,0.9164971
73,374,750,493,7,181,312,5957,0.917241
74,381,750,493,7,181,312,6046,0.9170709
75,388,750,493,7,181,312,6143,0.9172016
76,394,750,494,6,182,312,6245,0.9172087
77,399,750,495,5,181,314,6354,0.9172003
78,404,750,495,5,181,314,6463,0.9172894
79,410,750,494,6,182,312,6556,0.9164016
80,416,750,494,6,183,311,6664,0.9171786
81,422,750,494,6,186,308,6769,0.9175532
82,426,750,496,4,185,311,6869,0.9162551
83,432,750,494,6,183,311,6964,0.9162785
84,438,750,494,6,184,310,7065,0.9172528
85,444,750,494,6,186,308,7173,0.917177
86,447,750,497,3,185,312,7279,0.9172125
87,451,750,496,4,185,311,7385,0.9172958
88,457,750,494,6,182,312,7477,0.917149
89,467,750,490,10,179,311,7564,0.9169595
90,474,750,493,7,184,309,7652,0.9170692
91,478,750,496,4,181,315,7745,0.9171063
92,484,750,494,6,180,314,7833,0.91714
93,492,750,492,8,180,312,7922,0.9172445
94,500,750,492,8,181,311,8009,0.9172201
95,507,750,493,7,185,308,8113,0.9164904
96,517,750,490,10,185,305,8217,0.9171291
97,520,750,497,3,189,308,8294,0.9162518
98,521,750,499,1,184,315,8388,0.9172427
99,528,750,493,7,177,316,8468,0.9172077
100,534,750,494,6,178,316,8551,0.9172559
101,542,750,492,8,179,313,8649,0.91659
102,550,750,492,8,181,311,8751,0.917074
103,559,750,491,9,183,308,8839,0.9165508
104,566,750,493,7,184,309,8920,0.9164844
105,572,750,494,6,185,309,9030,0.9164891
106,579,750,493,7,181,312,9135,0.916517
107,592,750,487,13,182,305,9238,0.9165083
108,598,750,494,6,185,309,9339,0.9166178
109,605,750,493,7,184,309,9446,0.9165721
110,607,750,498,2,189,309,9570,0.9165675
111,610,750,497,3,185,312,9665,0.9165919
112,617,750,493,7,185,308,9771,0.9165399
113,624,750,493,7,187,306,9874,0.9164457
114,630,750,494,6,188,306,9957,0.9165905
115,633,750,497,3,190,307,10061,0.9166587
116,638,750,495,5,189,306,10157,0.9165608
117,645,750,493,7,192,301,10260,0.9166021
118,653,750,492,8,186,306,10361,0.9165617
119,658,750,495,5,187,308,10469,0.9169393
120,666,750,492,8,191,301,10571,0.9170051
121,674,750,492,8,198,294,10666,0.9167758
122,677,750,497,3,201,296,10774,0.9172568
123,685,750,492,8,197,295,10873,0.9170653
124,687,750,498,2,200,298,10973,0.9168003
125,695,750,492,8,192,300,11077,0.9166874
126,704,750,491,9,197,294,11182,0.9168613
127,711,750,493,7,203,290,11272,0.9167476
128,715,750,496,4,202,294,11360,0.9168145
129,723,750,492,8,199,293,11453,0.9168354
130,731,750,492,8,200,292,11531,0.9167214
131,735,750,496,4,197,299,11608,0.9167045
132,741,750,494,6,196,298,11700,0.9169679
133,744,750,497,3,196,301,11785,0.9167544
134,750,750,494,6,193,301,11889,0.9166298
135,755,750,495,5,190,305,11984,0.9173245
136,758,750,497,3,184,313,12058,0.9172403
137,767,750,491,9,181,310,12136,0.916715
138,773,750,494,6,186,308,12217,0.9169498
139,776,750,497,3,183,314,12314,0.9169381
140,783,750,493,7,180,313,12406,0.9169425
141,791,750,492,8,180,312,12492,0.917551
142,797,750,494,6,180,314,12585,0.9168388
143,802,750,495,5,178,317,12687,0.9169919
144,810,750,492,8,176,316,12777,0.9171766
145,812,750,498,2,180,318,12881,0.9168565
146,816,750,496,4,177,319,12985,0.9168895
147,825,750,491,9,178,313,13078,0.9168596
148,830,750,495,5,184,311,13169,0.9166073
149,841,750,489,11,186,303,13276,0.9168256
150,845,750,496,4,191,305,13392,0.9169951
151,853,750,492,8,191,301,13498,0.9171133
152,861,750,492,8,192,300,13580,0.9169399
153,870,750,491,9,196,295,13693,0.9172139
154,874,750,496,4,198,298,13800,0.9170591
155,881,750,493,7,199,294,13897,0.9170297
156,888,750,493,7,205,288,13999,0.9168258
157,893,750,495,5,206,289,14106,0.9169793
158,902,750,491,9,205,286,14196,0.917134
159,907,750,495,5,207,288,14284,0.9170243
160,914,750,493,7,203,290,14388,0.91702
161,920,750,494,6,208,286,14474,0.9169407
162,927,750,493,7,210,283,14559,0.9168005
163,938,750,489,11,209,280,14652,0.9169468
164,945,750,493,7,207,286,14750,0.9167606
165,950,750,495,5,205,290,14856,0.9169756
166,956,750,494,6,203,291,14947,0.9168808
167,966,750,490,10,204,286,15020,0.9167777
168,969,750,497,3,211,286,15104,0.9173828
169,976,750,493,7,208,285,15183,0.9168884
170,980,750,496,4,207,289,15268,0.916806
171,984,750,496,4,202,294,15356,0.9170202
172,993,750,491,9,202,289,15444,0.9170095
173,1005,750,488,12,204,284,15529,0.9168793
174,1011,750,494,6,211,283,15626,0.9169744
175,1019,750,492,8,212,280,15712,0.9168609
176,1025,750,494,6,216,278,15791,0.9172796
177,1030,750,495,5,213,282,15887,0.9170025
178,1035,750,495,5,217,278,15973,0.9169002
179,1042,750,493,7,215,278,16073,0.916907
180,1046,750,496,4,215,281,16165,0.9170099
181,1057,750,489,11,213,276,16262,0.9170037
182,1065,750,492,8,218,274,16356,0.9168771
183,1072,750,493,7,219,274,16447,0.916875
184,1080,750,492,8,217,275,16538,0.9169711
185,1087,750,493,7,216,277,16605,0.9169362
186,1089,750,498,2,217,281,16677,0.9171935
187,1094,750,495,5,211,284,16750,0.9173003
188,1096,750,498,2,212,286,16837,0.9169842
189,1102,750,494,6,206,288,16924,0.9169581
190,1109,750,493,7,209,284,17001,0.9176649
191,1115,750,494,6,211,283,17086,0.9172102
192,1124,750,491,9,209,282,17170,0.916767
193,1138,750,486,14,212,274,17242,0.9172582
194,1140,750,498,2,218,280,17329,0.9172784
195,1143,750,497,3,213,284,17413,0.9168504
196,1151,750,492,8,214,278,17497,0.9168132
197,1158,750,493,7,216,277,17586,0.9176904
198,1160,750,498,2,218,280,17669,0.916815
199,1167,750,493,7,211,282,17752,0.9170287
200,1175,750,492,8,212,280,17847,0.9170064
201,1185,750,490,10,214,276,17924,0.9167698
202,1192,750,493,7,214,279,18000,0.9168759
203,1199,750,493,7,212,281,18099,0.9167926
204,1207,750,492,8,212,280,18193,0.9168953
205,1214,750,493,7,215,278,18281,0.9168808
206,1218,750,496,4,217,279,18355,0.9172011
207,1227,750,491,9,214,277,18446,0.9167918
208,1232,750,495,5,214,281,18517,0.9172603
209,1238,750,494,6,211,283,18598,0.9169668
210,1241,750,497,3,210,287,18673,0.9170058
211,1244,750,497,3,205,292,18752,0.9168061
212,1250,750,494,6,204,290,18840,0.9167813
213,1255,750,495,5,203,292,18918,0.9167801
214,1262,750,493,7,202,291,18982,0.9170164
215,1270,750,492,8,201,291,19053,0.9168144
216,1277,750,493,7,198,295,19122,0.9168745
217,1285,750,492,8,197,295,19204,0.9168945
218,1286,750,499,1,199,300,19281,0.9167408
219,1293,750,493,7,194,299,19353,0.91688
220,1298,750,495,5,193,302,19437,0.9167416
221,1303,750,495,5,191,304,19532,0.9167484
222,1311,750,492,8,192,300,19601,0.9167313
223,1315,750,496,4,194,302,19674,0.9168144
224,1321,750,494,6,192,302,19751,0.9166603
225,1328,750,493,7,189,304,19824,0.9166954
226,1340,750,488,12,190,298,19914,0.9171131
227,1345,750,495,5,196,299,19999,0.9167717
228,1347,750,498,2,196,302,20078,0.9171425
229,1356,750,491,9,192,299,20164,0.9168567
230,1360,750,496,4,192,304,20240,0.9168721
231,1365,750,495,5,186,309,20321,0.9170175
232,1372,750,493,7,186,307,20420,0.9171818
233,1381,750,491,9,185,306,20518,0.9169042
234,1383,750,498,2,186,312,20610,0.9168583
235,1388,750,495,5,182,313,20703,0.9168275
236,1394,750,494,6,182,312,20787,0.9167923
237,1398,750,496,4,183,313,20867,0.9168781
238,1407,750,491,9,183,308,20957,0.9167028
239,1415,750,492,8,189,303,21046,0.9168425
240,1419,750,496,4,192,304,21156,0.9166593
241,1423,750,496,4,192,304,21259,0.9168566
242,1427,750,496,4,191,305,21343,0.9173176
243,1435,750,492,8,185,307,21458,0.917486
244,1448,750,487,13,188,299,21577,0.9170662
245,1453,750,495,5,196,299,21672,0.9168116
246,1456,750,497,3,196,301,21765,0.9170107
247,1464,750,492,8,195,297,21877,0.9169448
248,1469,750,495,5,198,297,21982,0.9169256
249,1475,750,494,6,199,295,22083,0.9168312
250,1478,750,497,3,204,293,22188,0.9169367
251,1482,750,496,4,199,297,22284,0.916528
252,1486,750,496,4,200,296,22388,0.9168596
253,1492,750,494,6,199,295,22511,0.9167182
254,1502,750,490,10,199,291,22618,0.9168824
255,1513,750,489,11,204,285,22730,0.9169638
256,1517,750,496,4,208,288,22834,0.9168416
257,1525,750,492,8,205,287,22943,0.9168401
258,1529,750,496,4,210,286,23045,0.9169183
259,1535,750,494,6,208,286,23163,0.9169112
260,1541,750,494,6,204,290,23278,0.9168085
261,1545,750,496,4,202,294,23389,0.9167117
262,1555,750,490,10,201,289,23469,0.9168532
263,1558,750,497,3,204,293,23566,0.9169103
264,1566,750,492,8,200,292,23667,0.9168292
265,1571,750,495,5,199,296,23749,0.9168417
266,1577,750,494,6,192,302,23855,0.9167448
267,1583,750,494,6,191,303,23951,0.916655
268,1587,750,496,4,192,304,24045,0.917369
269,1592,750,495,5,190,305,24133,0.9166703
270,1599,750,493,7,188,305,24221,0.9173985
271,1603,750,496,4,189,307,24319,0.9170873
272,1609,750,494,6,189,305,24404,0.9167514
273,1616,750,493,7,190,303,24495,0.9167352
274,1621,750,495,5,195,300,24578,0.9169292
275,1630,750,491,9,192,299,24678,0.9169652
276,1632,750,498,2,198,300,24774,0.9166391
277,1635,750,497,3,191,306,24865,0.9169343
278,1643,750,492,8,188,304,24962,0.9167902
279,1647,750,496,4,188,308,25053,0.9167681
280,1653,750,494,6,184,310,25147,0.9167478
281,1657,750,496,4,179,317,25241,0.9166915
282,1659,750,498,2,179,319,25342,0.9168714
283,1670,750,489,11,176,313,25433,0.916778
284,1676,750,494,6,180,314,25531,0.9169002
285,1681,750,495,5,178,317,25620,0.9167515
286,1688,750,493,7,177,316,25713,0.9166733
287,1701,750,487,13,179,308,25799,0.9167537
288,1706,750,495,5,187,308,25888,0.9169986
289,1718,750,488,12,187,301,25979,0.9173075
290,1722,750,496,4,195,301,26069,0.9169408
291,1727,750,495,5,196,299,26153,0.9168255
292,1740,750,487,13,192,295,26249,0.9167666
293,1749,750,491,9,200,291,26335,0.916983
294,1752,750,497,3,206,291,26444,0.9178381
295,1767,750,485,15,203,282,26538,0.9169927
296,1772,750,495,5,212,283,26622,0.9170354
297,1776,750,496,4,212,284,26700,0.916975
298,1780,750,496,4,210,286,26783,0.9169266
299,1788,750,492,8,208,284,26871,0.917132
300,1798,750,490,10,208,282,26953,0.9168919
301,1801,750,497,3,211,286,27049,0.9171736
302,1808,750,493,7,209,284,27140,0.9170383
303,1815,750,493,7,210,283,27229,0.9169729
304,1822,750,493,7,207,286,27325,0.9169374
305,1827,750,495,5,209,286,27421,0.9168907
306,1833,750,494,6,210,284,27505,0.917062
307,1839,750,494,6,206,288,27582,0.9169566
308,1843,750,496,4,206,290,27658,0.917
309,1849,750,494,6,207,287,27751,0.9169797
310,1855,750,494,6,205,289,27840,0.9169095
311,1859,750,496,4,201,295,27926,0.916875
312,1865,750,494,6,201,293,28010,0.916932
313,1870,750,495,5,199,296,28095,0.9169058
314,1875,750,495,5,199,296,28182,0.9169228
315,1887,750,488,12,199,289,28274,0.9171434
316,1890,750,497,3,203,294,28371,0.9170015
317,1892,750,498,2,200,298,28466,0.9168765
318,1900,750,492,8,196,296,28543,0.9169136
319,1907,750,493,7,198,295,28628,0.9169479
320,1915,750,492,8,197,295,28711,0.9169346
321,1927,750,488,12,199,289,28784,0.9169483
322,1934,750,493,7,208,285,28865,0.9189879
323,1942,750,492,8,207,285,28933,0.916828
324,1947,750,495,5,207,288,29003,0.9168474
325,1952,750,495,5,206,289,29081,0.9168106
326,1961,750,491,9,202,289,29156,0.9169082
327,1970,750,491,9,202,289,29235,0.9169102
328,1975,750,495,5,205,290,29322,0.9176314
329,1982,750,493,7,206,287,29402,0.9174425
330,1985,750,497,3,208,289,29480,0.9170118
331,1992,750,493,7,203,290,29555,0.9174546
332,1998,750,494,6,208,286,29625,0.9168616
333,1999,750,499,1,205,294,29706,0.9174951
334,2002,750,497,3,198,299,29791,0.9170722
335,2009,750,493,7,195,298,29880,0.9168708
336,2018,750,491,9,194,297,29971,0.9168531
337,2025,750,493,7,193,300,30049,0.917112
338,2031,750,494,6,189,305,30122,0.916948
339,2041,750,490,10,192,298,30203,0.9169742
340,2048,750,493,7,195,298,30285,0.9173623
341,2058,750,490,10,197,293,30367,0.9174562
342,2067,750,491,9,200,291,30451,0.917078
343,2071,750,496,4,203,293,30524,0.9171568
344,2083,750,488,12,204,284,30611,0.9170874
345,2090,750,493,7,209,284,30695,0.9172214
346,2099,750,491,9,208,283,30777,0.9170236
347,2105,750,494,6,211,283,30862,0.9170164
348,2111,750,494,6,208,286,30931,0.9169131
349,2112,750,499,1,209,290,31006,0.9169208
350,2116,750,496,4,204,292,31073,0.9169697
351,2122,750,494,6,200,294,31149,0.9169486
352,2128,750,494,6,199,295,31224,0.9170976
353,2132,750,496,4,200,296,31308,0.9174977
354,2138,750,494,6,199,295,31397,0.9171107
355,2144,750,494,6,200,294,31485,0.9169191
356,2151,750,493,7,202,291,31562,0.9171295
357,2162,750,489,11,201,288,31666,0.9172417
358,2165,750,497,3,206,291,31766,0.9169265
359,2171,750,494,6,203,291,31867,0.9170371
360,2178,750,493,7,203,290,31967,0.9173246
361,2184,750,494,6,204,290,32051,0.9171965
362,2190,750,494,6,204,290,32139,0.9169948
363,2195,750,495,5,206,289,32209,0.9170038
364,2202,750,493,7,207,286,32296,0.9172348
365,2205,750,497,3,210,287,32381,0.917136
366,2212,750,493,7,210,283,32461,0.9172713
367,2217,750,495,5,216,279,32536,0.9170774
368,2220,750,497,3,216,281,32618,0.9169848
369,2229,750,491,9,210,281,32693,0.9177696
370,2233,750,496,4,213,283,32776,0.9171651
371,2240,750,493,7,213,280,32861,0.9169221
372,2246,750,494,6,216,278,32940,0.9177023
373,2250,750,496,4,218,278,33031,0.9166665
374,2258,750,492,8,216,276,33120,0.9168477
375,2265,750,493,7,219,274,33201,0.9170212
376,2268,750,497,3,216,281,33292,0.9169806
377,2276,750,492,8,212,280,33377,0.9169625
378,2281,750,495,5,214,281,33471,0.9168584
379,2284,750,497,3,206,291,33552,0.9168866
380,2288,750,496,4,204,292,33641,0.9167934
381,2298,750,490,10,197,293,33728,0.9170102
382,2302,750,496,4,201,295,33825,0.9167933
383,2308,750,494,6,194,300,33922,0.9168108
384,2320,750,488,12,193,295,34011,0.9168465
385,2324,750,496,4,198,298,34096,0.9170115
386,2326,750,498,2,194,304,34194,0.9168026
387,2330,750,496,4,191,305,34294,0.9170212
388,2335,750,495,5,192,303,34390,0.9171513
389,2341,750,494,6,191,303,34472,0.9169494
390,2345,750,496,4,195,301,34582,0.9169884
391,2353,750,492,8,190,302,34669,0.9170716
392,2361,750,492,8,193,299,34764,0.9169364
393,2368,750,493,7,195,298,34855,0.9171326
394,2377,750,491,9,197,294,34932,0.916988
395,2383,750,494,6,202,292,35014,0.9173733
396,2388,750,495,5,206,289,35084,0.9172879
397,2394,750,494,6,205,289,35170,0.9169215
398,2397,750,497,3,205,292,35265,0.9170036
399,2403,750,494,6,201,293,35345,0.917169
400,2406,750,497,3,200,297,35432,0.9171954
401,2410,750,496,4,194,302,35527,0.9170292
402,2415,750,495,5,190,305,35615,0.9168584
403,2417,750,498,2,191,307,35723,0.9167782
404,2426,750,491,9,189,302,35815,0.9169758
405,2430,750,496,4,194,302,35905,0.9168073
406,2432,750,498,2,190,308,35991,0.9167173
407,2438,750,494,6,186,308,36088,0.9169842
408,2443,750,495,5,185,310,36176,0.9169999
409,2450,750,493,7,182,311,36266,0.9170592
410,2459,750,491,9,182,309,36360,0.9168101
411,2462,750,497,3,186,311,36441,0.9169471
412,2465,750,497,3,180,317,36534,0.9168092
413,2473,750,492,8,178,314,36640,0.9171303
414,2478,750,495,5,182,313,36724,0.9168192
415,2486,750,492,8,176,316,36805,0.9168991
416,2489,750,497,3,180,317,36900,0.9168752
417,2493,750,496,4,176,320,37002,0.9170114
418,2501,750,492,8,175,317,37110,0.9171455
419,2508,750,493,7,177,316,37212,0.9171927
420,2514,750,494,6,178,316,37301,0.9170383
421,2522,750,492,8,180,312,37388,0.9169902
422,2530,750,492,8,184,308,37492,0.9170368
423,2532,750,498,2,184,314,37577,0.9168964
424,2538,750,494,6,180,314,37663,0.9172206
425,2542,750,496,4,181,315,37750,0.9169311
426,2552,750,490,10,180,310,37840,0.9170363
427,2557,750,495,5,184,311,37924,0.9173428
428,2568,750,489,11,184,305,38016,0.9169527
429,2574,750,494,6,191,303,38096,0.917059
430,2579,750,495,5,192,303,38187,0.9168336
431,2587,750,492,8,191,301,38269,0.9170777
432,2595,750,492,8,196,296,38350,0.9168778
433,2601,750,494,6,196,298,38436,0.9169043
434,2604,750,497,3,197,300,38540,0.9172605
435,2607,750,497,3,195,302,38651,0.9169671
436,2608,750,499,1,196,303,38751,0.916911
437,2616,750,492,8,191,301,38852,0.9169577
438,2623,750,493,7,195,298,38946,0.9169244
439,2631,750,492,8,196,296,39032,0.9170003
440,2637,750,494,6,196,298,39117,0.916944
441,2639,750,498,2,196,302,39227,0.91702
442,2645,750,494,6,191,303,39339,0.916742
443,2649,750,496,4,189,307,39444,0.9165146
444,2651,750,498,2,189,309,39557,0.9167737
445,2657,750,494,6,189,305,39667,0.917118
446,2663,750,494,6,192,302,39772,0.9169207
447,2669,750,494,6,191,303,39875,0.9171902
448,2671,750,498,2,190,308,39985,0.9168628
449,2679,750,492,8,186,306,40090,0.9175715
450,2689,750,490,10,191,299,40193,0.9169933
451,2697,750,492,8,190,302,40290,0.9168677
452,2703,750,494,6,197,297,40385,0.9170314
453,2711,750,492,8,201,291,40476,0.9170493
454,2716,750,495,5,201,294,40582,0.9169614
455,2720,750,496,4,202,294,40690,0.9179572
456,2727,750,493,7,200,293,40801,0.9172241
457,2737,750,490,10,204,286,40906,0.9169901
458,2744,750,493,7,208,285,41006,0.9168733
459,2754,750,490,10,209,281,41120,0.9170291
460,2759,750,495,5,214,281,41238,0.9169813
461,2762,750,497,3,213,284,41344,0.9171049
462,2767,750,495,5,212,283,41459,0.91709
463,2773,750,494,6,211,283,41573,0.9169289
464,2776,750,497,3,213,284,41687,0.9168186
465,2782,750,494,6,210,284,41793,0.9168128
466,2789,750,493,7,211,282,41920,0.9168107
467,2792,750,497,3,210,287,42013,0.9168999
468,2798,750,494,6,207,287,42107,0.9169456
469,2800,750,498,2,209,289,42204,0.9169696
470,2805,750,495,5,204,291,42296,0.9170676
471,2812,750,493,7,200,293,42397,0.9167937
472,2819,750,493,7,203,290,42485,0.917121
473,2830,750,489,11,205,284,42567,0.917278
474,2840,750,490,10,209,281,42654,0.9169216
475,2846,750,494,6,212,282,42733,0.9170439
476,2850,750,496,4,209,287,42821,0.9169513
477,2855,750,495,5,207,288,42908,0.91711
478,2859,750,496,4,208,288,43011,0.9170952
479,2867,750,492,8,207,285,43111,0.9175933
480,2875,750,492,8,206,286,43212,0.9171098
481,2879,750,496,4,207,289,43298,0.9172452
482,2882,750,497,3,204,293,43401,0.9170197
483,2889,750,493,7,202,291,43508,0.9171442
484,2895,750,494,6,205,289,43601,0.9171006
485,2899,750,496,4,208,288,43697,0.9174578
486,2905,750,494,6,204,290,43795,0.9172973
487,2910,750,495,5,205,290,43891,0.9168195
488,2916,750,494,6,202,292,43981,0.9169978
489,2919,750,497,3,203,294,44077,0.9174453
490,2930,750,489,11,198,291,44170,0.916877
491,2934,750,496,4,204,292,44244,0.917495
492,2939,750,495,5,205,290,44337,0.9174655
493,2945,750,494,6,201,293,44422,0.9173778
494,2955,750,490,10,204,286,44501,0.9169767
495,2957,750,498,2,205,293,44600,0.9170656
496,2961,750,496,4,200,296,44701,0.917901
497,2964,750,497,3,195,302,44814,0.9172485
498,2966,750,498,2,196,302,44923,0.9170092
499,2971,750,495,5,193,302,45028,0.9170554
500,2973,750,498,2,196,302,45128,0.9169985
501,2979,750,494,6,191,303,45211,0.9169974
502,2983,750,496,4,193,303,45306,0.9174227
503,2990,750,493,7,190,303,45395,0.9170196
504,2996,750,494,6,193,301,45489,0.9170426
505,3003,750,493,7,193,300,45593,0.9173156
506,3011,750,492,8,194,298,45679,0.9171587
507,3019,750,492,8,197,295,45776,0.9172327
508,3021,750,498,2,201,297,45874,0.9169047
509,3024,750,497,3,195,302,45960,0.9168825
510,3034,750,490,10,192,298,46058,0.9168778
511,3045,750,489,11,197,292,46151,0.916925
512,3054,750,491,9,205,286,46241,0.9171379
513,3060,750,494,6,209,285,46336,0.9172434
514,3066,750,494,6,209,285,46424,0.9169912
515,3076,750,490,10,210,280,46511,0.9168881
516,3089,750,487,13,213,274,46596,0.9169672
517,3095,750,494,6,220,274,46701,0.9171771
518,3101,750,494,6,220,274,46799,0.9171712
519,3106,750,495,5,220,275,46900,0.9171878
520,3110,750,496,4,222,274,47011,0.916922
521,3116,750,494,6,221,273,47116,0.9169548
522,3125,750,491,9,224,267,47205,0.916991
523,3135,750,490,10,223,267,47291,0.9168037
524,3140,750,495,5,225,270,47373,0.9169981
525,3148,750,492,8,220,272,47460,0.9167633
526,3153,750,495,5,218,277,47555,0.9165979
527,3159,750,494,6,212,282,47624,0.9169909
528,3168,750,491,9,212,279,47693,0.9168532
529,3175,750,493,7,212,281,47789,0.9169202
530,3179,750,496,4,215,281,47877,0.9171182
531,3183,750,496,4,211,285,47953,0.9169324
532,3194,750,489,11,204,285,48042,0.9170509
533,3198,750,496,4,209,287,48116,0.9170781
534,3203,750,495,5,207,288,48203,0.9171147
535,3210,750,493,7,206,287,48286,0.9165605
536,3217,750,493,7,205,288,48361,0.9168561
537,3221,750,496,4,202,294,48444,0.9167778
538,3225,750,496,4,198,298,48529,0.916878
539,3237,750,488,12,196,292,48604,0.9170516
540,3240,750,497,3,203,294,48683,0.9171543
541,3242,750,498,2,199,299,48770,0.9168652
542,3247,750,495,5,197,298,48853,0.9169014
543,3253,750,494,6,194,300,48933,0.9168986
544,3259,750,494,6,196,298,49022,0.9168006
545,3267,750,492,8,196,296,49118,0.9170469
546,3275,750,492,8,199,293,49181,0.9171596
547,3281,750,494,6,201,293,49265,0.9168824
548,3285,750,496,4,201,295,49336,0.9173961
549,3289,750,496,4,196,300,49425,0.916732
550,3300,750,489,11,193,296,49505,0.9169081
551,3307,750,493,7,196,297,49584,0.9167706
552,3308,750,499,1,197,302,49662,0.9168067
553,3317,750,491,9,193,298,49731,0.9168554
554,3326,750,491,9,198,293,49798,0.9167341
555,3334,750,492,8,202,290,49881,0.9167881
556,3337,750,497,3,206,291,49950,0.9169481
557,3339,750,498,2,200,298,50026,0.9170216
558,3344,750,495,5,190,305,50094,0.9168927
559,3349,750,495,5,189,306,50178,0.9169297
560,3355,750,494,6,188,306,50248,0.916902
561,3360,750,495,5,192,303,50333,0.9168348
562,3368,750,492,8,190,302,50414,0.916836
563,3376,750,492,8,190,302,50483,0.916931
564,3380,750,496,4,192,304,50560,0.916906
565,3387,750,493,7,190,303,50640,0.9168379
566,3397,750,490,10,190,300,50716,0.9170406
567,3404,750,493,7,196,297,50808,0.9170115
568,3409,750,495,5,193,302,50882,0.9170013
569,3422,750,487,13,187,300,50974,0.9169969
570,3426,750,496,4,198,298,51060,0.9166612
571,3433,750,493,7,199,294,51147,0.9176197
572,3437,750,496,4,198,298,51237,0.9170207
573,3442,750,495,5,198,297,51337,0.9170396
574,3449,750,493,7,198,295,51414,0.9172672
575,3457,750,492,8,197,295,51503,0.9170389
576,3467,750,490,10,197,293,51565,0.917048
577,3472,750,495,5,202,293,51654,0.9171432
578,3477,750,495,5,202,293,51753,0.9170831
579,3481,750,496,4,202,294,51843,0.9170146
580,3488,750,493,7,200,293,51928,0.9171262
581,3495,750,493,7,202,291,52035,0.9174251
582,3504,750,491,9,204,287,52117,0.9169832
583,3508,750,496,4,208,288,52211,0.9172756
584,3514,750,494,6,201,293,52299,0.9169837
585,3523,750,491,9,195,296,52388,0.9170553
586,3530,750,493,7,198,295,52472,0.917094
587,3543,750,487,13,201,286,52547,0.9169294
588,3549,750,494,6,208,286,52621,0.917178
