timestep,finished_tasks,backlog,assigned_agents,idle_agents,empty_agents,loaded_agents,active_wait_steps_cumulative,planner_seconds
93,553,750,493,7,176,317,8413,0.9170135
94,561,750,492,8,181,311,8500,0.9168555
95,568,750,493,7,185,308,8604,0.9165847
96,572,750,496,4,188,308,8711,0.9167927
97,575,750,497,3,185,312,8819,0.916893
98,576,750,499,1,185,314,8923,0.917091
99,585,750,491,9,182,309,9044,0.9165095
100,593,750,492,8,186,306,9164,0.9170768
101,594,750,499,1,186,313,9296,0.9164017
102,600,750,494,6,181,313,9421,0.916631
103,606,750,494,6,183,311,9534,0.9172276
104,610,750,496,4,186,310,9659,0.9168064
105,614,750,496,4,184,312,9770,0.9166245
106,616,750,498,2,184,314,9858,0.9168541
107,621,750,495,5,175,320,9960,0.9167266
108,625,750,496,4,173,323,10058,0.9170637
109,630,750,495,5,172,323,10160,0.9175741
110,636,750,494,6,170,324,10280,0.9169645
111,643,750,493,7,174,319,10384,0.9170823
112,649,750,494,6,175,319,10486,0.9163496
113,655,750,494,6,177,317,10600,0.9171911
114,662,750,493,7,179,314,10704,0.9172966
115,666,750,496,4,185,311,10802,0.916786
116,672,750,494,6,186,308,10905,0.9171575
117,677,750,495,5,186,309,10998,0.9168537
118,684,750,493,7,189,304,11111,0.9166737
119,690,750,494,6,190,304,11226,0.9179049
120,692,750,498,2,194,304,11324,0.9167658
121,696,750,496,4,192,304,11442,0.9164232
122,698,750,498,2,192,306,11541,0.9170205
123,710,750,488,12,185,303,11645,0.916556
124,714,750,496,4,197,299,11762,0.9170449
125,718,750,496,4,198,298,11873,0.9166043
126,720,750,498,2,198,300,11993,0.9169714
127,725,750,495,5,197,298,12111,0.916896
128,733,750,492,8,193,299,12237,0.9164405
129,738,750,495,5,197,298,12366,0.9165994
130,745,750,493,7,195,298,12488,0.9163245
131,749,750,496,4,198,298,12602,0.9170143
132,751,750,498,2,200,298,12718,0.9164743
133,754,750,497,3,196,301,12832,0.9163128
134,760,750,494,6,194,300,12949,0.9165355
135,764,750,496,4,196,300,13073,0.9167218
136,769,750,495,5,195,300,13181,0.9172475
137,777,750,492,8,197,295,13302,0.9170725
138,780,750,497,3,197,300,13420,0.9166181
139,785,750,495,5,191,304,13529,0.9171985
140,790,750,495,5,190,305,13645,0.9169437
141,793,750,497,3,194,303,13751,0.9176938
142,798,750,495,5,191,304,13865,0.9171292
143,805,750,493,7,193,300,13965,0.9164296
144,810,750,495,5,194,301,14051,0.9173073
145,817,750,493,7,196,297,14147,0.9166993
146,822,750,495,5,198,297,14239,0.9163757
147,826,750,496,4,194,302,14340,0.9161677
148,834,750,492,8,197,295,14471,0.9171597
149,841,750,493,7,200,293,14581,0.9162523
150,848,750,493,7,201,292,14695,0.9163498
151,862,750,486,14,200,286,14791,0.9169049
152,869,750,493,7,210,283,14900,0.9171254
153,873,750,496,4,213,283,15009,0.9163038
154,878,750,495,5,210,285,15109,0.9168928
155,886,750,492,8,208,284,15194,0.9163858
156,892,750,494,6,214,280,15310,0.9171415
157,896,750,496,4,214,282,15412,0.9170249
158,902,750,494,6,212,282,15525,0.9169787
159,911,750,491,9,213,278,15631,0.9174535
160,917,750,494,6,215,279,15733,0.9168148
161,920,750,497,3,217,280,15846,0.917293
162,930,750,490,10,211,279,15963,0.9170438
163,941,750,489,11,214,275,16075,0.9167996
164,946,750,495,5,218,277,16182,0.9167256
165,954,750,492,8,217,275,16295,0.9171054
166,960,750,494,6,217,277,16393,0.9170892
167,964,750,496,4,213,283,16510,0.9169403
168,969,750,495,5,212,283,16616,0.9163082
169,970,750,499,1,211,288,16723,0.9165959
170,972,750,498,2,206,292,16817,0.916457
171,975,750,497,3,201,296,16927,0.9166379
172,984,750,491,9,196,295,17041,0.917082
173,987,750,497,3,197,300,17147,0.9171175
174,994,750,493,7,195,298,17255,0.9171759
175,1002,750,492,8,197,295,17353,0.9168303
176,1009,750,493,7,197,296,17458,0.9164269
177,1016,750,493,7,198,295,17564,0.9166747
178,1025,750,491,9,201,290,17663,0.9169101
179,1032,750,493,7,208,285,17761,0.9169773
180,1039,750,493,7,211,282,17855,0.9167081
181,1045,750,494,6,213,281,17955,0.9173391
182,1050,750,495,5,214,281,18064,0.9165375
183,1056,750,494,6,215,279,18148,0.9165109
184,1063,750,493,7,216,277,18237,0.9170097
185,1069,750,494,6,219,275,18322,0.9169847
186,1076,750,493,7,220,273,18411,0.9163317
187,1084,750,492,8,220,272,18509,0.9166209
188,1092,750,492,8,218,274,18609,0.916628
189,1097,750,495,5,217,278,18710,0.9170929
190,1104,750,493,7,211,282,18809,0.9172676
191,1115,750,489,11,209,280,18896,0.9162534
192,1120,750,495,5,210,285,18974,0.9171
193,1126,750,494,6,211,283,19058,0.9168968
194,1133,750,493,7,212,281,19174,0.9167585
195,1142,750,491,9,209,282,19277,0.9171747
196,1147,750,495,5,211,284,19383,0.9164011
197,1155,750,492,8,209,283,19465,0.9170314
198,1163,750,492,8,213,279,19547,0.9165633
199,1169,750,494,6,217,277,19621,0.9164498
200,1170,750,499,1,218,281,19711,0.916745
201,1174,750,496,4,212,284,19814,0.9168573
202,1179,750,495,5,210,285,19908,0.916255
203,1183,750,496,4,210,286,20001,0.9170981
204,1189,750,494,6,206,288,20092,0.9164815
205,1194,750,495,5,207,288,20163,0.9163105
206,1197,750,497,3,201,296,20237,0.9162709
207,1201,750,496,4,199,297,20318,0.9165885
208,1207,750,494,6,197,297,20397,0.9168655
209,1213,750,494,6,196,298,20480,0.9165337
210,1225,750,488,12,199,289,20569,0.916456
211,1229,750,496,4,202,294,20654,0.9167054
212,1235,750,494,6,202,292,20743,0.9166108
213,1248,750,487,13,200,287,20837,0.9168712
214,1254,750,494,6,209,285,20920,0.9169679
215,1262,750,492,8,207,285,21012,0.9168899
216,1268,750,494,6,209,285,21101,0.9165911
217,1271,750,497,3,207,290,21187,0.9171813
218,1278,750,493,7,203,290,21292,0.9170405
219,1285,750,493,7,200,293,21377,0.9175288
220,1294,750,491,9,201,290,21461,0.9171631
221,1302,750,492,8,203,289,21549,0.9170922
222,1309,750,493,7,204,289,21639,0.9167166
223,1313,750,496,4,204,292,21747,0.9170721
224,1317,750,496,4,203,293,21839,0.9165848
225,1320,750,497,3,196,301,21924,0.9167804
226,1326,750,494,6,187,307,22020,0.9173493
227,1334,750,492,8,186,306,22113,0.9163476
228,1339,750,495,5,190,305,22200,0.9166549
229,1344,750,495,5,185,310,22281,0.9170961
230,1351,750,493,7,186,307,22365,0.9163321
231,1362,750,489,11,190,299,22477,0.917238
232,1371,750,491,9,198,293,22563,0.9171034
233,1380,750,491,9,199,292,22650,0.9162442
234,1383,750,497,3,200,297,22737,0.9163903
235,1391,750,492,8,200,292,22820,0.9164228
236,1397,750,494,6,202,292,22902,0.9166262
237,1402,750,495,5,204,291,22987,0.9169012
238,1408,750,494,6,204,290,23064,0.9164499
239,1413,750,495,5,204,291,23147,0.9167904
240,1424,750,489,11,201,288,23206,0.9168761
241,1429,750,495,5,208,287,23294,0.9168721
242,1432,750,497,3,209,288,23372,0.9169564
243,1437,750,495,5,206,289,23464,0.9165777
244,1440,750,497,3,205,292,23555,0.9171331
245,1445,750,495,5,204,291,23630,0.9165825
246,1451,750,494,6,203,291,23703,0.9166157
247,1454,750,497,3,205,292,23782,0.9169343
248,1466,750,488,12,200,288,23868,0.9166899
249,1474,750,492,8,209,283,23931,0.9170153
250,1478,750,496,4,209,287,24026,0.9164576
251,1481,750,497,3,207,290,24112,0.9169213
252,1484,750,497,3,201,296,24208,0.9171698
253,1491,750,493,7,196,297,24301,0.9168515
254,1500,750,491,9,197,294,24401,0.916952
255,1511,750,489,11,198,291,24494,0.9172364
256,1515,750,496,4,202,294,24596,0.9163387
257,1523,750,492,8,200,292,24683,0.9168171
258,1531,750,492,8,201,291,24778,0.9172378
259,1535,750,496,4,202,294,24873,0.9173623
260,1542,750,493,7,198,295,24966,0.9162701
261,1545,750,497,3,197,300,25054,0.9165432
262,1550,750,495,5,193,302,25159,0.9165822
263,1559,750,491,9,193,298,25259,0.9177073
264,1565,750,494,6,198,296,25357,0.9167207
265,1573,750,492,8,197,295,25470,0.916756
266,1583,750,490,10,201,289,25554,0.9169671
267,1588,750,495,5,202,293,25623,0.9169071
268,1597,750,491,9,202,289,25714,0.9166874
269,1607,750,490,10,200,290,25800,0.9167221
270,1609,750,498,2,200,298,25892,0.9172189
271,1613,750,496,4,199,297,25995,0.9162361
272,1621,750,492,8,199,293,26094,0.9169957
273,1629,750,492,8,203,289,26196,0.916866
274,1634,750,495,5,205,290,26285,0.9167175
275,1638,750,496,4,205,291,26390,0.9169751
276,1643,750,495,5,203,292,26479,0.916452
277,1655,750,488,12,200,288,26579,0.9164933
278,1664,750,491,9,202,289,26666,0.9166877
279,1670,750,494,6,204,290,26770,0.9166271
280,1677,750,493,7,204,289,26849,0.9170566
281,1683,750,494,6,203,291,26945,0.9165774
282,1691,750,492,8,202,290,27041,0.9164761
283,1699,750,492,8,207,285,27129,0.9166579
284,1702,750,497,3,207,290,27227,0.9172016
285,1706,750,496,4,201,295,27324,0.9166956
286,1710,750,496,4,197,299,27412,0.916355
287,1713,750,497,3,196,301,27500,0.9164879
288,1718,750,495,5,191,304,27594,0.9165603
289,1724,750,494,6,192,302,27671,0.9165513
290,1732,750,492,8,191,301,27750,0.9162455
291,1741,750,491,9,194,297,27838,0.9170247
292,1748,750,493,7,194,299,27917,0.9165385
293,1751,750,497,3,195,302,28022,0.9171252
294,1755,750,496,4,194,302,28135,0.9172534
295,1762,750,493,7,191,302,28228,0.9168203
296,1769,750,493,7,190,303,28332,0.9171918
297,1773,750,496,4,189,307,28420,0.9169921
298,1778,750,495,5,189,306,28506,0.9174963
299,1787,750,491,9,188,303,28593,0.917214
300,1795,750,492,8,192,300,28678,0.9163371
301,1799,750,496,4,192,304,28773,0.9170196
302,1801,750,498,2,190,308,28866,0.9167627
303,1808,750,493,7,185,308,28955,0.9172732
304,1812,750,496,4,187,309,29059,0.9168785
305,1820,750,492,8,181,311,29157,0.9164516
306,1828,750,492,8,183,309,29247,0.9165662
307,1833,750,495,5,186,309,29347,0.9167531
308,1838,750,495,5,187,308,29429,0.9162473
309,1846,750,492,8,189,303,29528,0.9166806
310,1852,750,494,6,191,303,29621,0.9170068
311,1859,750,493,7,192,301,29729,0.9164111
312,1865,750,494,6,191,303,29826,0.9163061
313,1870,750,495,5,193,302,29921,0.9170901
314,1880,750,490,10,194,296,30000,0.9173021
315,1884,750,496,4,197,299,30084,0.9172177
316,1888,750,496,4,198,298,30173,0.9176152
317,1899,750,489,11,198,291,30272,0.9169849
318,1910,750,489,11,204,285,30369,0.9166571
319,1915,750,495,5,208,287,30487,0.9167269
320,1921,750,494,6,204,290,30574,0.9166774
321,1927,750,494,6,208,286,30681,0.9165198
322,1933,750,494,6,210,284,30765,0.9168517
323,1939,750,494,6,214,280,30861,0.9162792
324,1945,750,494,6,213,281,30959,0.9162183
325,1950,750,495,5,209,286,31062,0.9166329
326,1957,750,493,7,206,287,31160,0.9171946
327,1965,750,492,8,207,285,31255,0.9172348
328,1970,750,495,5,207,288,31339,0.916939
329,1974,750,496,4,207,289,31436,0.9169765
330,1981,750,493,7,208,285,31537,0.9174711
331,1985,750,496,4,210,286,31637,0.9167001
332,1988,750,497,3,210,287,31756,0.9176005
333,1993,750,495,5,205,290,31852,0.9166884
334,1997,750,496,4,204,292,31948,0.9167415
335,2004,750,493,7,201,292,32056,0.9169952
336,2008,750,496,4,204,292,32155,0.9168174
337,2018,750,490,10,201,289,32256,0.9165876
338,2023,750,495,5,205,290,32373,0.9162021
339,2033,750,490,10,203,287,32471,0.9169225
340,2040,750,493,7,208,285,32569,0.9170421
341,2042,750,498,2,209,289,32652,0.9170917
342,2047,750,495,5,202,293,32758,0.917144
343,2055,750,492,8,202,290,32858,0.9169819
344,2065,750,490,10,207,283,32945,0.9171257
345,2070,750,495,5,210,285,33048,0.9170832
346,2073,750,497,3,205,292,33161,0.9164639
347,2077,750,496,4,197,299,33257,0.9166053
348,2085,750,492,8,197,295,33344,0.9168028
349,2091,750,494,6,201,293,33426,0.9169609
350,2096,750,495,5,197,298,33537,0.9166984
351,2102,750,494,6,197,297,33642,0.9168343
352,2109,750,493,7,200,293,33741,0.9171293
353,2109,750,500,0,203,297,33849,0.9169147
354,2112,750,497,3,196,301,33956,0.9167018
355,2114,750,498,2,193,305,34073,0.9167051
356,2119,750,495,5,191,304,34187,0.9171857
357,2128,750,491,9,190,301,34278,0.9171935
358,2140,750,488,12,193,295,34367,0.9170978
359,2147,750,493,7,200,293,34462,0.9171801
360,2153,750,494,6,203,291,34559,0.9168332
361,2161,750,492,8,204,288,34636,0.9171533
362,2165,750,496,4,206,290,34744,0.9167107
363,2173,750,492,8,199,293,34854,0.9164109
364,2183,750,490,10,200,290,34943,0.9172182
365,2188,750,495,5,203,292,35024,0.9167869
366,2196,750,492,8,206,286,35129,0.9164843
367,2205,750,491,9,203,288,35213,0.9164885
368,2210,750,495,5,205,290,35281,0.9169889
369,2218,750,492,8,206,286,35382,0.9173229
370,2225,750,493,7,206,287,35469,0.9162601
371,2234,750,491,9,207,284,35567,0.916921
372,2241,750,493,7,204,289,35655,0.91658
373,2247,750,494,6,203,291,35734,0.916814
374,2253,750,494,6,199,295,35819,0.9170636
375,2259,750,494,6,200,294,35909,0.9173519
376,2263,750,496,4,197,299,36010,0.9168353
377,2270,750,493,7,195,298,36093,0.9165905
378,2276,750,494,6,196,298,36191,0.9170594
379,2282,750,494,6,196,298,36285,0.9165882
380,2289,750,493,7,193,300,36360,0.9172405
381,2298,750,491,9,194,297,36440,0.9168932
382,2302,750,496,4,199,297,36516,0.9166252
383,2305,750,497,3,198,299,36599,0.9170922
384,2309,750,496,4,198,298,36692,0.9165778
385,2315,750,494,6,196,298,36771,0.9163651
386,2321,750,494,6,194,300,36843,0.9165112
387,2321,750,500,0,194,306,36925,0.9168434
388,2324,750,497,3,188,309,37025,0.9171879
389,2332,750,492,8,179,313,37096,0.9166749
390,2343,750,489,11,180,309,37167,0.9168075
391,2349,750,494,6,185,309,37249,0.9169057
392,2351,750,498,2,184,314,37346,0.9168849
393,2353,750,498,2,180,318,37430,0.9164986
394,2360,750,493,7,175,318,37528,0.9167271
395,2365,750,495,5,176,319,37621,0.9163729
396,2371,750,494,6,178,316,37715,0.9166527
397,2377,750,494,6,179,315,37808,0.9170506
398,2381,750,496,4,182,314,37901,0.9173154
399,2388,750,493,7,181,312,37981,0.9167894
400,2394,750,494,6,184,310,38075,0.9168439
401,2401,750,493,7,186,307,38179,0.917075
402,2408,750,493,7,187,306,38257,0.9163953
403,2413,750,495,5,190,305,38346,0.9164096
404,2421,750,492,8,190,302,38432,0.9166883
405,2425,750,496,4,198,298,38541,0.9169845
406,2430,750,495,5,196,299,38639,0.9163907
407,2435,750,495,5,196,299,38724,0.916855
408,2443,750,492,8,193,299,38822,0.9168778
409,2452,750,491,9,194,297,38909,0.9162656
410,2458,750,494,6,198,296,38985,0.9164961
411,2463,750,495,5,197,298,39069,0.9168173
412,2469,750,494,6,194,300,39167,0.9166747
413,2475,750,494,6,194,300,39264,0.9164135
414,2486,750,489,11,192,297,39355,0.916514
415,2489,750,497,3,195,302,39446,0.9166765
416,2495,750,494,6,192,302,39543,0.9165514
417,2499,750,496,4,193,303,39638,0.916502
418,2506,750,493,7,190,303,39746,0.9162828
419,2511,750,495,5,192,303,39848,0.9168675
420,2516,750,495,5,191,304,39946,0.9169957
421,2522,750,494,6,190,304,40047,0.9171426
422,2530,750,492,8,193,299,40136,0.9169418
423,2535,750,495,5,198,297,40230,0.9163339
424,2545,750,490,10,196,294,40327,0.9171975
425,2548,750,497,3,203,294,40431,0.9171161
426,2555,750,493,7,198,295,40542,0.9162705
427,2560,750,495,5,199,296,40651,0.9170282
428,2565,750,495,5,200,295,40772,0.9166169
429,2570,750,495,5,203,292,40890,0.9170337
430,2579,750,491,9,203,288,40979,0.9169759
431,2582,750,497,3,205,292,41087,0.9163163
432,2588,750,494,6,207,287,41188,0.916276
433,2596,750,492,8,205,287,41301,0.9168685
434,2604,750,492,8,209,283,41390,0.9170797
435,2610,750,494,6,213,281,41504,0.9174494
436,2614,750,496,4,212,284,41625,0.9171295
437,2619,750,495,5,212,283,41730,0.9170047
438,2625,750,494,6,212,282,41828,0.9172306
439,2631,750,494,6,214,280,41921,0.916617
440,2638,750,493,7,214,279,42032,0.916985
441,2644,750,494,6,214,280,42140,0.9162112
442,2649,750,495,5,214,281,42237,0.9164326
443,2659,750,490,10,211,279,42336,0.9168214
444,2662,750,497,3,214,283,42425,0.9166933
445,2667,750,495,5,213,282,42526,0.916717
446,2671,750,496,4,214,282,42614,0.9163499
447,2679,750,492,8,211,281,42714,0.9163361
448,2683,750,496,4,213,283,42807,0.9167746
449,2693,750,490,10,214,276,42902,0.9166903
450,2702,750,491,9,217,274,42998,0.9166485
451,2714,750,488,12,219,269,43102,0.9165007
452,2718,750,496,4,227,269,43199,0.916983
453,2725,750,493,7,226,267,43298,0.91675
454,2731,750,494,6,228,266,43390,0.9164124
455,2736,750,495,5,225,270,43478,0.9164404
456,2745,750,491,9,221,270,43565,0.9174457
457,2754,750,491,9,223,268,43645,0.9171238
458,2758,750,496,4,225,271,43724,0.9164903
459,2764,750,494,6,220,274,43803,0.9171978
460,2767,750,497,3,219,278,43891,0.9171415
461,2777,750,490,10,217,273,43979,0.9165579
462,2786,750,491,9,218,273,44051,0.9167276
463,2791,750,495,5,222,273,44128,0.9173119
464,2801,750,490,10,219,271,44189,0.9171455
465,2806,750,495,5,225,270,44249,0.9170711
466,2812,750,494,6,221,273,44318,0.9170803
467,2817,750,495,5,218,277,44380,0.9169945
468,2826,750,491,9,217,274,44460,0.9167526
469,2831,750,495,5,213,282,44539,0.9169473
470,2836,750,495,5,212,283,44596,0.9166828
471,2841,750,495,5,212,283,44660,0.9173522
472,2846,750,495,5,210,285,44717,0.916462
473,2851,750,495,5,204,291,44789,0.9166154
474,2856,750,495,5,201,294,44852,0.9173328
475,2864,750,492,8,198,294,44909,0.9169479
476,2871,750,493,7,198,295,44976,0.9168907
477,2874,750,497,3,198,299,45037,0.9171292
478,2883,750,491,9,193,298,45105,0.9166397
479,2889,750,494,6,193,301,45174,0.9165813
480,2895,750,494,6,191,303,45254,0.9166973
481,2903,750,492,8,191,301,45343,0.9171062
482,2911,750,492,8,195,297,45416,0.9170986
483,2922,750,489,11,201,288,45490,0.9169848
484,2927,750,495,5,203,292,45569,0.9169085
485,2936,750,491,9,200,291,45637,0.916794
486,2940,750,496,4,202,294,45713,0.9165065
487,2946,750,494,6,200,294,45786,0.9167032
488,2953,750,493,7,197,296,45854,0.9175897
489,2956,750,497,3,193,304,45919,0.9165037
490,2961,750,495,5,189,306,45999,0.9172794
491,2963,750,498,2,188,310,46084,0.9172632
492,2966,750,497,3,185,312,46168,0.9167419
493,2973,750,493,7,183,310,46261,0.9167732
494,2979,750,494,6,180,314,46353,0.9167001
495,2985,750,494,6,183,311,46439,0.9165685
496,2991,750,494,6,184,310,46519,0.9167337
497,3000,750,491,9,180,311,46597,0.9167923
498,3004,750,496,4,183,313,46684,0.9169929
499,3011,750,493,7,182,311,46759,0.9176036
500,3018,750,493,7,186,307,46849,0.916449
501,3027,750,491,9,190,301,46929,0.9170984
502,3031,750,496,4,191,305,47008,0.9172271
503,3038,750,493,7,191,302,47076,0.9170241
504,3045,750,493,7,192,301,47147,0.9166716
505,3051,750,494,6,190,304,47233,0.9170831
506,3054,750,497,3,191,306,47304,0.9168794
507,3060,750,494,6,189,305,47392,0.9171244
508,3065,750,495,5,189,306,47476,0.9163514
509,3069,750,496,4,184,312,47571,0.9162994
510,3077,750,492,8,184,308,47639,0.9163103
511,3083,750,494,6,187,307,47707,0.9167165
512,3088,750,495,5,187,308,47801,0.9171079
513,3093,750,495,5,186,309,47882,0.9171881
514,3107,750,486,14,185,301,47966,0.9167136
515,3118,750,489,11,193,296,48033,0.9170922
516,3124,750,494,6,196,298,48116,0.9172166
517,3132,750,492,8,195,297,48218,0.9166759
518,3138,750,494,6,198,296,48311,0.9168573
519,3143,750,495,5,198,297,48370,0.9166877
520,3150,750,493,7,197,296,48461,0.9168141
521,3152,750,498,2,198,300,48552,0.9162527
522,3158,750,494,6,192,302,48619,0.917056
523,3165,750,493,7,194,299,48702,0.916455
524,3175,750,490,10,196,294,48778,0.9171611
525,3182,750,493,7,195,298,48843,0.9166573
526,3187,750,495,5,193,302,48900,0.916958
527,3194,750,493,7,189,304,48974,0.9170524
528,3202,750,492,8,188,304,49047,0.9168386
529,3209,750,493,7,192,301,49137,0.9162688
530,3213,750,496,4,190,306,49219,0.9166665
531,3220,750,493,7,188,305,49292,0.9169454
532,3223,750,497,3,191,306,49362,0.9167143
533,3227,750,496,4,187,309,49456,0.9166897
534,3233,750,494,6,184,310,49546,0.9171915
535,3236,750,497,3,186,311,49627,0.9164862
536,3245,750,491,9,182,309,49721,0.9170969
537,3254,750,491,9,183,308,49793,0.9170357
538,3264,750,490,10,182,308,49879,0.9166372
539,3267,750,497,3,181,316,49949,0.9169693
540,3276,750,491,9,177,314,50016,0.9172039
541,3281,750,495,5,179,316,50115,0.916802
542,3287,750,494,6,179,315,50220,0.9172185
543,3295,750,492,8,183,309,50319,0.9172226
544,3301,750,494,6,186,308,50418,0.9171482
545,3309,750,492,8,189,303,50504,0.9166292
546,3312,750,497,3,192,305,50595,0.9167007
547,3318,750,494,6,186,308,50686,0.9162473
548,3322,750,496,4,185,311,50778,0.9163894
549,3327,750,495,5,188,307,50863,0.9170858
550,3335,750,492,8,189,303,50951,0.9169155
551,3341,750,494,6,188,306,51032,0.91651
552,3347,750,494,6,190,304,51123,0.9164059
553,3352,750,495,5,190,305,51217,0.9162924
554,3359,750,493,7,188,305,51314,0.9165859
555,3368,750,491,9,189,302,51389,0.9169014
556,3374,750,494,6,190,304,51465,0.9168525
557,3383,750,491,9,192,299,51555,0.916991
558,3390,750,493,7,197,296,51637,0.9168806
559,3400,750,490,10,200,290,51707,0.9170913
560,3407,750,493,7,205,288,51802,0.9169065
561,3411,750,496,4,204,292,51908,0.9164296
562,3423,750,488,12,202,286,51980,0.9165262
563,3432,750,491,9,206,285,52046,0.9165653
564,3438,750,494,6,207,287,52146,0.9165032
565,3444,750,494,6,202,292,52252,0.9168665
566,3449,750,495,5,198,297,52345,0.9169815
567,3454,750,495,5,197,298,52426,0.9162778
568,3459,750,495,5,197,298,52516,0.9165982
569,3468,750,491,9,197,294,52605,0.9162728
570,3477,750,491,9,203,288,52705,0.9167116
571,3486,750,491,9,207,284,52796,0.9166052
572,3493,750,493,7,209,284,52869,0.9170735
573,3497,750,496,4,212,284,52950,0.9162775
574,3501,750,496,4,205,291,53030,0.9167427
575,3507,750,494,6,202,292,53110,0.9165611
576,3516,750,491,9,202,289,53206,0.916521
577,3524,750,492,8,204,288,53286,0.9166506
578,3532,750,492,8,205,287,53381,0.9168348
579,3534,750,498,2,209,289,53488,0.9170158
580,3544,750,490,10,205,285,53566,0.9170872
581,3548,750,496,4,209,287,53652,0.9170331
582,3557,750,491,9,206,285,53757,0.9168525
583,3564,750,493,7,208,285,53842,0.9165107
584,3571,750,493,7,208,285,53933,0.9164142
585,3576,750,495,5,208,287,54014,0.916372
586,3580,750,496,4,208,288,54091,0.9163573
587,3583,750,497,3,202,295,54193,0.9183017
588,3587,750,496,4,199,297,54283,0.9162986
