timestep,finished_tasks,backlog,assigned_agents,idle_agents,empty_agents,loaded_agents,active_wait_steps_cumulative,planner_seconds
1,0,300,200,0,180,20,0,0.9184179
2,0,300,200,0,161,39,8,0.9188847
3,0,300,200,0,146,54,19,0.9188033
4,0,300,200,0,128,72,30,0.9190733
5,0,300,200,0,105,95,44,0.9187882
6,0,300,200,0,82,118,60,0.9187032
7,0,300,200,0,67,133,68,0.919391
8,0,300,200,0,53,147,80,0.9185593
9,0,300,200,0,42,158,88,0.9186759
10,0,300,200,0,37,163,96,0.9195403
