"ResultFile","ResultRoot","LegacyMakespan","FinishedTasks","TaskMetricFile","TaskRows","UnfinishedTasks","ActualMakespan","AllTasksCompleted","DeltaActualMinusLegacy","PlannerErrors","ScheduleErrors","EntryTimeouts","AuditStatus"
"C:\gitcloud\LifelongTA\results\table2_fixed_paired\f10_n100\taskmatcher_fixed_2.json","f10_n100","170","500","C:\gitcloud\LifelongTA\results\table2_fixed_paired\f10_n100\taskmatcher_fixed_2.task_metrics.csv","500","0","173","True","3","0","0","0","valid"
"C:\gitcloud\LifelongTA\results\table2_fixed_paired\f10_n100\taskmatcher_fixed_3.json","f10_n100","169","500","C:\gitcloud\LifelongTA\results\table2_fixed_paired\f10_n100\taskmatcher_fixed_3.task_metrics.csv","500","0","176","True","7","0","0","0","valid"
"C:\gitcloud\LifelongTA\results\table2_fixed_paired\f10_n100\taskmatcher_fixed_4.json","f10_n100","177","500","C:\gitcloud\LifelongTA\results\table2_fixed_paired\f10_n100\taskmatcher_fixed_4.task_metrics.csv","500","0","177","True","0","0","0","0","valid"
"C:\gitcloud\LifelongTA\results\table2_fixed_paired\f10_n50\flow_unit_0.json","f10_n50","270","500","C:\gitcloud\LifelongTA\results\table2_fixed_paired\f10_n50\flow_unit_0.task_metrics.csv","500","0","272","True","2","0","0","0","valid"
"C:\gitcloud\LifelongTA\results\table2_fixed_paired\f10_n50\flow_unit_1.json","f10_n50","268","500","C:\gitcloud\LifelongTA\results\table2_fixed_paired\f10_n50\flow_unit_1.task_metrics.csv","500","0","268","True","0","0","0","0","valid"
"C:\gitcloud\LifelongTA\results\table2_fixed_paired\f10_n50\flow_unit_2.json","f10_n50","264","500","C:\gitcloud\LifelongTA\results\table2_fixed_paired\f10_n50\flow_unit_2.task_metrics.csv","500","0","266","True","2","0","0","0","valid"
"C:\gitcloud\LifelongTA\results\table2_fixed_paired\f10_n50\flow_unit_3.json","f10_n50","285","500","C:\gitcloud\LifelongTA\results\table2_fixed_paired\f10_n50\flow_unit_3.task_metrics.csv","500","0","289","True","4","0","0","0","valid"
"C:\gitcloud\LifelongTA\results\table2_fixed_paired\f10_n50\flow_unit_4.json","f10_n50","282","500","C:\gitcloud\LifelongTA\results\table2_fixed_paired\f10_n50\flow_unit_4.task_metrics.csv","500","0","300","True","18","0","0","0","valid"
"C:\gitcloud\LifelongTA\results\table2_fixed_paired\f10_n50\taskmatcher_fixed_0.json","f10_n50","270","500","C:\gitcloud\LifelongTA\results\table2_fixed_paired\f10_n50\taskmatcher_fixed_0.task_metrics.csv","500","0","285","True","15","0","0","0","valid"
"C:\gitcloud\LifelongTA\results\table2_fixed_paired\f10_n50\taskmatcher_fixed_1.json","f10_n50","273","500","C:\gitcloud\LifelongTA\results\table2_fixed_paired\f10_n50\taskmatcher_fixed_1.task_metrics.csv","500","0","288","True","15","0","0","0","valid"
"C:\gitcloud\LifelongTA\results\table2_fixed_paired\f10_n50\taskmatcher_fixed_2.json","f10_n50","268","500","C:\gitcloud\LifelongTA\results\table2_fixed_paired\f10_n50\taskmatcher_fixed_2.task_metrics.csv","500","0","283","True","15","0","0","0","valid"
"C:\gitcloud\LifelongTA\results\table2_fixed_paired\f10_n50\taskmatcher_fixed_3.json","f10_n50","286","500","C:\gitcloud\LifelongTA\results\table2_fixed_paired\f10_n50\taskmatcher_fixed_3.task_metrics.csv","500","0","293","True","7","0","0","0","valid"
"C:\gitcloud\LifelongTA\results\table2_fixed_paired\f10_n50\taskmatcher_fixed_4.json","f10_n50","293","500","C:\gitcloud\LifelongTA\results\table2_fixed_paired\f10_n50\taskmatcher_fixed_4.task_metrics.csv","500","0","307","True","14","0","0","0","valid"
"C:\gitcloud\LifelongTA\results\table2_fixed_paired\f10_n80\flow_unit_0.json","f10_n80","193","500","C:\gitcloud\LifelongTA\results\table2_fixed_paired\f10_n80\flow_unit_0.task_metrics.csv","500","0","194","True","1","0","0","0","valid"
"C:\gitcloud\LifelongTA\results\table2_fixed_paired\f10_n80\flow_unit_1.json","f10_n80","199","500","C:\gitcloud\LifelongTA\results\table2_fixed_paired\f10_n80\flow_unit_1.task_metrics.csv","500","0","201","True","2","0","0","0","valid"
"C:\gitcloud\LifelongTA\results\table2_fixed_paired\f10_n80\flow_unit_2.json","f10_n80","187","500","C:\gitcloud\LifelongTA\results\table2_fixed_paired\f10_n80\flow_unit_2.task_metrics.csv","500","0","193","True","6","0","0","0","valid"
"C:\gitcloud\LifelongTA\results\table2_fixed_paired\f10_n80\flow_unit_3.json","f10_n80","189","500","C:\gitcloud\LifelongTA\results\table2_fixed_paired\f10_n80\flow_unit_3.task_metrics.csv","500","0","192","True","3","0","0","0","valid"
"C:\gitcloud\LifelongTA\results\table2_fixed_paired\f10_n80\flow_unit_4.json","f10_n80","196","500","C:\gitcloud\LifelongTA\results\table2_fixed_paired\f10_n80\flow_unit_4.task_metrics.csv","500","0","200","True","4","0","0","0","valid"
"C:\gitcloud\LifelongTA\results\table2_fixed_paired\f10_n80\taskmatcher_fixed_0.json","f10_n80","194","500","C:\gitcloud\LifelongTA\results\table2_fixed_paired\f10_n80\taskmatcher_fixed_0.task_metrics.csv","500","0","201","True","7","0","0","0","valid"
"C:\gitcloud\LifelongTA\results\table2_fixed_paired\f10_n80\taskmatcher_fixed_1.json","f10_n80","195","500","C:\gitcloud\LifelongTA\results\table2_fixed_paired\f10_n80\taskmatcher_fixed_1.task_metrics.csv","500","0","205","True","10","0","0","0","valid"
"C:\gitcloud\LifelongTA\results\table2_fixed_paired\f10_n80\taskmatcher_fixed_2.json","f10_n80","197","500","C:\gitcloud\LifelongTA\results\table2_fixed_paired\f10_n80\taskmatcher_fixed_2.task_metrics.csv","500","0","199","True","2","0","0","0","valid"
"C:\gitcloud\LifelongTA\results\table2_fixed_paired\f10_n80\taskmatcher_fixed_3.json","f10_n80","196","500","C:\gitcloud\LifelongTA\results\table2_fixed_paired\f10_n80\taskmatcher_fixed_3.task_metrics.csv","500","0","202","True","6","0","0","0","valid"
"C:\gitcloud\LifelongTA\results\table2_fixed_paired\f10_n80\taskmatcher_fixed_4.json","f10_n80","195","500","C:\gitcloud\LifelongTA\results\table2_fixed_paired\f10_n80\taskmatcher_fixed_4.task_metrics.csv","500","0","205","True","10","0","0","0","valid"
"C:\gitcloud\LifelongTA\results\table2_fixed_paired\f2_n100\flow_unit_0.json","f2_n100","229","500","C:\gitcloud\LifelongTA\results\table2_fixed_paired\f2_n100\flow_unit_0.task_metrics.csv","500","0","293","True","64","0","0","0","valid"
"C:\gitcloud\LifelongTA\results\table2_fixed_paired\f2_n100\flow_unit_1.json","f2_n100","222","500","C:\gitcloud\LifelongTA\results\table2_fixed_paired\f2_n100\flow_unit_1.task_metrics.csv","500","0","287","True","65","0","0","0","valid"
"C:\gitcloud\LifelongTA\results\table2_fixed_paired\f2_n100\flow_unit_2.json","f2_n100","214","500","C:\gitcloud\LifelongTA\results\table2_fixed_paired\f2_n100\flow_unit_2.task_metrics.csv","500","0","284","True","70","0","0","0","valid"
"C:\gitcloud\LifelongTA\results\table2_fixed_paired\f2_n100\flow_unit_3.json","f2_n100","213","500","C:\gitcloud\LifelongTA\results\table2_fixed_paired\f2_n100\flow_unit_3.task_metrics.csv","500","0","280","True","67","0","0","0","valid"
"C:\gitcloud\LifelongTA\results\table2_fixed_paired\f2_n100\flow_unit_4.json","f2_n100","214","500","C:\gitcloud\LifelongTA\results\table2_fixed_paired\f2_n100\flow_unit_4.task_metrics.csv","500","0","284","True","70","0","0","0","valid"
"C:\gitcloud\LifelongTA\results\table2_fixed_paired\f2_n100\taskmatcher_fixed_0.json","f2_n100","221","500","C:\gitcloud\LifelongTA\results\table2_fixed_paired\f2_n100\taskmatcher_fixed_0.task_metrics.csv","500","0","299","True","78","0","0","0","valid"
"C:\gitcloud\LifelongTA\results\table2_fixed_paired\f2_n100\taskmatcher_fixed_1.json","f2_n100","217","500","C:\gitcloud\LifelongTA\results\table2_fixed_paired\f2_n100\taskmatcher_fixed_1.task_metrics.csv","500","0","287","True","70","0","0","0","valid"
"C:\gitcloud\LifelongTA\results\table2_fixed_paired\f2_n100\taskmatcher_fixed_2.json","f2_n100","235","500","C:\gitcloud\LifelongTA\results\table2_fixed_paired\f2_n100\taskmatcher_fixed_2.task_metrics.csv","500","0","289","True","54","0","0","0","valid"
"C:\gitcloud\LifelongTA\results\table2_fixed_paired\f2_n100\taskmatcher_fixed_3.json","f2_n100","228","500","C:\gitcloud\LifelongTA\results\table2_fixed_paired\f2_n100\taskmatcher_fixed_3.task_metrics.csv","500","0","283","True","55","0","0","0","valid"
"C:\gitcloud\LifelongTA\results\table2_fixed_paired\f2_n100\taskmatcher_fixed_4.json","f2_n100","219","500","C:\gitcloud\LifelongTA\results\table2_fixed_paired\f2_n100\taskmatcher_fixed_4.task_metrics.csv","500","0","285","True","66","0","0","0","valid"
"C:\gitcloud\LifelongTA\results\table2_fixed_paired\f2_n80\flow_unit_0.json","f2_n80","231","500","C:\gitcloud\LifelongTA\results\table2_fixed_paired\f2_n80\flow_unit_0.task_metrics.csv","500","0","289","True","58","0","0","0","valid"
"C:\gitcloud\LifelongTA\results\table2_fixed_paired\f2_n80\flow_unit_1.json","f2_n80","234","500","C:\gitcloud\LifelongTA\results\table2_fixed_paired\f2_n80\flow_unit_1.task_metrics.csv","500","0","286","True","52","0","0","0","valid"
"C:\gitcloud\LifelongTA\results\table2_fixed_paired\f2_n80\flow_unit_2.json","f2_n80","237","500","C:\gitcloud\LifelongTA\results\table2_fixed_paired\f2_n80\flow_unit_2.task_metrics.csv","500","0","290","True","53","0","0","0","valid"
"C:\gitcloud\LifelongTA\results\table2_fixed_paired\f2_n80\flow_unit_3.json","f2_n80","246","500","C:\gitcloud\LifelongTA\results\table2_fixed_paired\f2_n80\flow_unit_3.task_metrics.csv","500","0","285","True","39","0","0","0","valid"
"C:\gitcloud\LifelongTA\results\table2_fixed_paired\f2_n80\flow_unit_4.json","f2_n80","238","500","C:\gitcloud\LifelongTA\results\table2_fixed_paired\f2_n80\flow_unit_4.task_metrics.csv","500","0","287","True","49","0","0","0","valid"
"C:\gitcloud\LifelongTA\results\table2_fixed_paired\f2_n80\taskmatcher_fixed_0.json","f2_n80","231","500","C:\gitcloud\LifelongTA\results\table2_fixed_paired\f2_n80\taskmatcher_fixed_0.task_metrics.csv","500","0","290","True","59","0","0","0","valid"
"C:\gitcloud\LifelongTA\results\table2_fixed_paired\f2_n80\taskmatcher_fixed_1.json","f2_n80","244","500","C:\gitcloud\LifelongTA\results\table2_fixed_paired\f2_n80\taskmatcher_fixed_1.task_metrics.csv","500","0","290","True","46","0","0","0","valid"
"C:\gitcloud\LifelongTA\results\table2_fixed_paired\f2_n80\taskmatcher_fixed_2.json","f2_n80","253","500","C:\gitcloud\LifelongTA\results\table2_fixed_paired\f2_n80\taskmatcher_fixed_2.task_metrics.csv","500","0","284","True","31","0","0","0","valid"
"C:\gitcloud\LifelongTA\results\table2_fixed_paired\f2_n80\taskmatcher_fixed_3.json","f2_n80","238","500","C:\gitcloud\LifelongTA\results\table2_fixed_paired\f2_n80\taskmatcher_fixed_3.task_metrics.csv","500","0","284","True","46","0","0","0","valid"
"C:\gitcloud\LifelongTA\results\table2_fixed_paired\f2_n80\taskmatcher_fixed_4.json","f2_n80","246","500","C:\gitcloud\LifelongTA\results\table2_fixed_paired\f2_n80\taskmatcher_fixed_4.task_metrics.csv","500","0","292","True","46","0","0","0","valid"
"C:\gitcloud\LifelongTA\results\table2_fixed_paired\f5_n100\flow_unit_0.json","f5_n100","171","500","C:\gitcloud\LifelongTA\results\table2_fixed_paired\f5_n100\flow_unit_0.task_metrics.csv","500","0","175","True","4","0","0","0","valid"
"C:\gitcloud\LifelongTA\results\table2_fixed_paired\f5_n100\flow_unit_1.json","f5_n100","173","500","C:\gitcloud\LifelongTA\results\table2_fixed_paired\f5_n100\flow_unit_1.task_metrics.csv","500","0","176","True","3","0","0","0","valid"
"C:\gitcloud\LifelongTA\results\table2_fixed_paired\f5_n100\flow_unit_2.json","f5_n100","167","500","C:\gitcloud\LifelongTA\results\table2_fixed_paired\f5_n100\flow_unit_2.task_metrics.csv","500","0","180","True","13","0","0","0","valid"
"C:\gitcloud\LifelongTA\results\table2_fixed_paired\f5_n100\flow_unit_3.json","f5_n100","174","500","C:\gitcloud\LifelongTA\results\table2_fixed_paired\f5_n100\flow_unit_3.task_metrics.csv","500","0","182","True","8","0","0","0","valid"
"C:\gitcloud\LifelongTA\results\table2_fixed_paired\f5_n100\flow_unit_4.json","f5_n100","178","500","C:\gitcloud\LifelongTA\results\table2_fixed_paired\f5_n100\flow_unit_4.task_metrics.csv","500","0","181","True","3","0","0","0","valid"
"C:\gitcloud\LifelongTA\results\table2_fixed_paired\f5_n100\taskmatcher_fixed_0.json","f5_n100","172","500","C:\gitcloud\LifelongTA\results\table2_fixed_paired\f5_n100\taskmatcher_fixed_0.task_metrics.csv","500","0","183","True","11","0","0","0","valid"
"C:\gitcloud\LifelongTA\results\table2_fixed_paired\f5_n100\taskmatcher_fixed_1.json","f5_n100","174","500","C:\gitcloud\LifelongTA\results\table2_fixed_paired\f5_n100\taskmatcher_fixed_1.task_metrics.csv","500","0","181","True","7","0","0","0","valid"
"C:\gitcloud\LifelongTA\results\table2_fixed_paired\f5_n100\taskmatcher_fixed_2.json","f5_n100","163","500","C:\gitcloud\LifelongTA\results\table2_fixed_paired\f5_n100\taskmatcher_fixed_2.task_metrics.csv","500","0","182","True","19","0","0","0","valid"
"C:\gitcloud\LifelongTA\results\table2_fixed_paired\f5_n100\taskmatcher_fixed_3.json","f5_n100","168","500","C:\gitcloud\LifelongTA\results\table2_fixed_paired\f5_n100\taskmatcher_fixed_3.task_metrics.csv","500","0","189","True","21","0","0","0","valid"
"C:\gitcloud\LifelongTA\results\table2_fixed_paired\f5_n100\taskmatcher_fixed_4.json","f5_n100","171","500","C:\gitcloud\LifelongTA\results\table2_fixed_paired\f5_n100\taskmatcher_fixed_4.task_metrics.csv","500","0","190","True","19","0","0","0","valid"
"C:\gitcloud\LifelongTA\results\table2_fixed_paired\f5_n50\flow_unit_0.json","f5_n50","273","500","C:\gitcloud\LifelongTA\results\table2_fixed_paired\f5_n50\flow_unit_0.task_metrics.csv","500","0","281","True","8","0","0","0","valid"
"C:\gitcloud\LifelongTA\results\table2_fixed_paired\f5_n50\flow_unit_1.json","f5_n50","277","500","C:\gitcloud\LifelongTA\results\table2_fixed_paired\f5_n50\flow_unit_1.task_metrics.csv","500","0","278","True","1","0","0","0","valid"
"C:\gitcloud\LifelongTA\results\table2_fixed_paired\f5_n50\flow_unit_2.json","f5_n50","259","500","C:\gitcloud\LifelongTA\results\table2_fixed_paired\f5_n50\flow_unit_2.task_metrics.csv","500","0","267","True","8","0","0","0","valid"
"C:\gitcloud\LifelongTA\results\table2_fixed_paired\f5_n50\flow_unit_3.json","f5_n50","278","500","C:\gitcloud\LifelongTA\results\table2_fixed_paired\f5_n50\flow_unit_3.task_metrics.csv","500","0","278","True","0","0","0","0","valid"
"C:\gitcloud\LifelongTA\results\table2_fixed_paired\f5_n50\flow_unit_4.json","f5_n50","283","500","C:\gitcloud\LifelongTA\results\table2_fixed_paired\f5_n50\flow_unit_4.task_metrics.csv","500","0","285","True","2","0","0","0","valid"
"C:\gitcloud\LifelongTA\results\table2_fixed_paired\f5_n50\taskmatcher_fixed_0.json","f5_n50","279","500","C:\gitcloud\LifelongTA\results\table2_fixed_paired\f5_n50\taskmatcher_fixed_0.task_metrics.csv","500","0","284","True","5","0","0","0","valid"
"C:\gitcloud\LifelongTA\results\table2_fixed_paired\f5_n50\taskmatcher_fixed_1.json","f5_n50","272","500","C:\gitcloud\LifelongTA\results\table2_fixed_paired\f5_n50\taskmatcher_fixed_1.task_metrics.csv","500","0","287","True","15","0","0","0","valid"
"C:\gitcloud\LifelongTA\results\table2_fixed_paired\f5_n50\taskmatcher_fixed_2.json","f5_n50","275","500","C:\gitcloud\LifelongTA\results\table2_fixed_paired\f5_n50\taskmatcher_fixed_2.task_metrics.csv","500","0","287","True","12","0","0","0","valid"
"C:\gitcloud\LifelongTA\results\table2_fixed_paired\f5_n50\taskmatcher_fixed_3.json","f5_n50","274","500","C:\gitcloud\LifelongTA\results\table2_fixed_paired\f5_n50\taskmatcher_fixed_3.task_metrics.csv","500","0","288","True","14","0","0","0","valid"
"C:\gitcloud\LifelongTA\results\table2_fixed_paired\f5_n50\taskmatcher_fixed_4.json","f5_n50","292","500","C:\gitcloud\LifelongTA\results\table2_fixed_paired\f5_n50\taskmatcher_fixed_4.task_metrics.csv","500","0","299","True","7","0","0","0","valid"
"C:\gitcloud\LifelongTA\results\table2_fixed_paired\f5_n80\flow_unit_0.json","f5_n80","203","500","C:\gitcloud\LifelongTA\results\table2_fixed_paired\f5_n80\flow_unit_0.task_metrics.csv","500","0","206","True","3","0","0","0","valid"
"C:\gitcloud\LifelongTA\results\table2_fixed_paired\f5_n80\flow_unit_1.json","f5_n80","204","500","C:\gitcloud\LifelongTA\results\table2_fixed_paired\f5_n80\flow_unit_1.task_metrics.csv","500","0","209","True","5","0","0","0","valid"
"C:\gitcloud\LifelongTA\results\table2_fixed_paired\f5_n80\flow_unit_2.json","f5_n80","193","500","C:\gitcloud\LifelongTA\results\table2_fixed_paired\f5_n80\flow_unit_2.task_metrics.csv","500","0","194","True","1","0","0","0","valid"
"C:\gitcloud\LifelongTA\results\table2_fixed_paired\f5_n80\flow_unit_3.json","f5_n80","203","500","C:\gitcloud\LifelongTA\results\table2_fixed_paired\f5_n80\flow_unit_3.task_metrics.csv","500","0","211","True","8","0","0","0","valid"
"C:\gitcloud\LifelongTA\results\table2_fixed_paired\f5_n80\flow_unit_4.json","f5_n80","210","500","C:\gitcloud\LifelongTA\results\table2_fixed_paired\f5_n80\flow_unit_4.task_metrics.csv","500","0","216","True","6","0","0","0","valid"
"C:\gitcloud\LifelongTA\results\table2_fixed_paired\f5_n80\taskmatcher_fixed_0.json","f5_n80","206","500","C:\gitcloud\LifelongTA\results\table2_fixed_paired\f5_n80\taskmatcher_fixed_0.task_metrics.csv","500","0","208","True","2","0","0","0","valid"
"C:\gitcloud\LifelongTA\results\table2_fixed_paired\f5_n80\taskmatcher_fixed_1.json","f5_n80","204","500","C:\gitcloud\LifelongTA\results\table2_fixed_paired\f5_n80\taskmatcher_fixed_1.task_metrics.csv","500","0","210","True","6","0","0","0","valid"
"C:\gitcloud\LifelongTA\results\table2_fixed_paired\f5_n80\taskmatcher_fixed_2.json","f5_n80","186","500","C:\gitcloud\LifelongTA\results\table2_fixed_paired\f5_n80\taskmatcher_fixed_2.task_metrics.csv","500","0","204","True","18","0","0","0","valid"
"C:\gitcloud\LifelongTA\results\table2_fixed_paired\f5_n80\taskmatcher_fixed_3.json","f5_n80","205","500","C:\gitcloud\LifelongTA\results\table2_fixed_paired\f5_n80\taskmatcher_fixed_3.task_metrics.csv","500","0","218","True","13","0","0","0","valid"
"C:\gitcloud\LifelongTA\results\table2_fixed_paired\f5_n80\taskmatcher_fixed_4.json","f5_n80","194","500","C:\gitcloud\LifelongTA\results\table2_fixed_paired\f5_n80\taskmatcher_fixed_4.task_metrics.csv","500","0","205","True","11","0","0","0","valid"
"C:\gitcloud\LifelongTA\results\table2_guide_regret_screen\f10_n50\seed_0.json","f10_n50","273","500","C:\gitcloud\LifelongTA\results\table2_guide_regret_screen\f10_n50\seed_0.task_metrics.csv","500","0","275","True","2","0","0","0","valid"
"C:\gitcloud\LifelongTA\results\table2_guide_regret_screen\f10_n50\seed_1.json","f10_n50","265","500","C:\gitcloud\LifelongTA\results\table2_guide_regret_screen\f10_n50\seed_1.task_metrics.csv","500","0","271","True","6","0","0","0","valid"
"C:\gitcloud\LifelongTA\results\table2_guide_regret_screen\f10_n50\seed_2.json","f10_n50","261","500","C:\gitcloud\LifelongTA\results\table2_guide_regret_screen\f10_n50\seed_2.task_metrics.csv","500","0","272","True","11","0","0","0","valid"
"C:\gitcloud\LifelongTA\results\table2_guide_regret_screen\f2_n100\seed_0.json","f2_n100","221","500","C:\gitcloud\LifelongTA\results\table2_guide_regret_screen\f2_n100\seed_0.task_metrics.csv","500","0","289","True","68","0","0","0","valid"
"C:\gitcloud\LifelongTA\results\table2_guide_regret_screen\f2_n100\seed_1.json","f2_n100","239","500","C:\gitcloud\LifelongTA\results\table2_guide_regret_screen\f2_n100\seed_1.task_metrics.csv","500","0","286","True","47","0","0","0","valid"
"C:\gitcloud\LifelongTA\results\table2_guide_regret_screen\f2_n100\seed_2.json","f2_n100","212","500","C:\gitcloud\LifelongTA\results\table2_guide_regret_screen\f2_n100\seed_2.task_metrics.csv","500","0","283","True","71","0","0","0","valid"
"C:\gitcloud\LifelongTA\results\table2_guide_regret_screen\f5_n100\seed_0.json","f5_n100","175","500","C:\gitcloud\LifelongTA\results\table2_guide_regret_screen\f5_n100\seed_0.task_metrics.csv","500","0","183","True","8","0","0","0","valid"
"C:\gitcloud\LifelongTA\results\table2_guide_regret_screen\f5_n100\seed_1.json","f5_n100","167","500","C:\gitcloud\LifelongTA\results\table2_guide_regret_screen\f5_n100\seed_1.task_metrics.csv","500","0","175","True","8","0","0","0","valid"
"C:\gitcloud\LifelongTA\results\table2_guide_regret_screen\f5_n100\seed_2.json","f5_n100","164","500","C:\gitcloud\LifelongTA\results\table2_guide_regret_screen\f5_n100\seed_2.task_metrics.csv","500","0","175","True","11","0","0","0","valid"
"C:\gitcloud\LifelongTA\results\table2_guide_regret_screen\f5_n50\seed_0.json","f5_n50","276","500","C:\gitcloud\LifelongTA\results\table2_guide_regret_screen\f5_n50\seed_0.task_metrics.csv","500","0","276","True","0","0","0","0","valid"
"C:\gitcloud\LifelongTA\results\table2_guide_regret_screen\f5_n50\seed_1.json","f5_n50","268","500","C:\gitcloud\LifelongTA\results\table2_guide_regret_screen\f5_n50\seed_1.task_metrics.csv","500","0","276","True","8","0","0","0","valid"
"C:\gitcloud\LifelongTA\results\table2_guide_regret_screen\f5_n50\seed_2.json","f5_n50","265","500","C:\gitcloud\LifelongTA\results\table2_guide_regret_screen\f5_n50\seed_2.task_metrics.csv","500","0","283","True","18","0","0","0","valid"
"C:\gitcloud\LifelongTA\results\table2_guide_regret_smoke\f2_n50_seed0_guide_only.json","table2_guide_regret_smoke","295","500","C:\gitcloud\LifelongTA\results\table2_guide_regret_smoke\f2_n50_seed0_guide_only.task_metrics.csv","500","0","311","True","16","0","0","0","valid"
"C:\gitcloud\LifelongTA\results\table2_guide_regret_smoke\f2_n50_seed0.json","table2_guide_regret_smoke","304","500","C:\gitcloud\LifelongTA\results\table2_guide_regret_smoke\f2_n50_seed0.task_metrics.csv","500","0","315","True","11","0","0","0","valid"
"C:\gitcloud\LifelongTA\results\table2_planner_aware_gated_screen\f10_n100\seed_0.json","f10_n100","175","500","C:\gitcloud\LifelongTA\results\table2_planner_aware_gated_screen\f10_n100\seed_0.task_metrics.csv","500","0","176","True","1","0","0","0","valid"
"C:\gitcloud\LifelongTA\results\table2_planner_aware_gated_screen\f10_n100\seed_1.json","f10_n100","174","500","C:\gitcloud\LifelongTA\results\table2_planner_aware_gated_screen\f10_n100\seed_1.task_metrics.csv","500","0","176","True","2","0","0","0","valid"
"C:\gitcloud\LifelongTA\results\table2_planner_aware_gated_screen\f10_n100\seed_2.json","f10_n100","162","500","C:\gitcloud\LifelongTA\results\table2_planner_aware_gated_screen\f10_n100\seed_2.task_metrics.csv","500","0","162","True","0","0","0","0","valid"
"C:\gitcloud\LifelongTA\results\table2_planner_aware_gated_screen\f10_n50\seed_0.json","f10_n50","267","500","C:\gitcloud\LifelongTA\results\table2_planner_aware_gated_screen\f10_n50\seed_0.task_metrics.csv","500","0","273","True","6","0","0","0","valid"
"C:\gitcloud\LifelongTA\results\table2_planner_aware_gated_screen\f10_n50\seed_1.json","f10_n50","269","500","C:\gitcloud\LifelongTA\results\table2_planner_aware_gated_screen\f10_n50\seed_1.task_metrics.csv","500","0","278","True","9","0","0","0","valid"
"C:\gitcloud\LifelongTA\results\table2_planner_aware_gated_screen\f10_n50\seed_2.json","f10_n50","261","500","C:\gitcloud\LifelongTA\results\table2_planner_aware_gated_screen\f10_n50\seed_2.task_metrics.csv","500","0","266","True","5","0","0","0","valid"
"C:\gitcloud\LifelongTA\results\table2_planner_aware_gated_screen\f10_n80\seed_0.json","f10_n80","191","500","C:\gitcloud\LifelongTA\results\table2_planner_aware_gated_screen\f10_n80\seed_0.task_metrics.csv","500","0","195","True","4","0","0","0","valid"
"C:\gitcloud\LifelongTA\results\table2_planner_aware_gated_screen\f10_n80\seed_1.json","f10_n80","187","500","C:\gitcloud\LifelongTA\results\table2_planner_aware_gated_screen\f10_n80\seed_1.task_metrics.csv","500","0","189","True","2","0","0","0","valid"
"C:\gitcloud\LifelongTA\results\table2_planner_aware_gated_screen\f10_n80\seed_2.json","f10_n80","181","500","C:\gitcloud\LifelongTA\results\table2_planner_aware_gated_screen\f10_n80\seed_2.task_metrics.csv","500","0","195","True","14","0","0","0","valid"
"C:\gitcloud\LifelongTA\results\table2_planner_aware_gated_screen\f2_n100\seed_0.json","f2_n100","225","500","C:\gitcloud\LifelongTA\results\table2_planner_aware_gated_screen\f2_n100\seed_0.task_metrics.csv","500","0","290","True","65","0","0","0","valid"
"C:\gitcloud\LifelongTA\results\table2_planner_aware_gated_screen\f2_n100\seed_1.json","f2_n100","222","500","C:\gitcloud\LifelongTA\results\table2_planner_aware_gated_screen\f2_n100\seed_1.task_metrics.csv","500","0","285","True","63","0","0","0","valid"
"C:\gitcloud\LifelongTA\results\table2_planner_aware_gated_screen\f2_n100\seed_2.json","f2_n100","231","500","C:\gitcloud\LifelongTA\results\table2_planner_aware_gated_screen\f2_n100\seed_2.task_metrics.csv","500","0","286","True","55","0","0","0","valid"
"C:\gitcloud\LifelongTA\results\table2_planner_aware_gated_screen\f2_n50\seed_0.json","f2_n50","296","500","C:\gitcloud\LifelongTA\results\table2_planner_aware_gated_screen\f2_n50\seed_0.task_metrics.csv","500","0","302","True","6","0","0","0","valid"
"C:\gitcloud\LifelongTA\results\table2_planner_aware_gated_screen\f2_n50\seed_1.json","f2_n50","313","500","C:\gitcloud\LifelongTA\results\table2_planner_aware_gated_screen\f2_n50\seed_1.task_metrics.csv","500","0","314","True","1","0","0","0","valid"
"C:\gitcloud\LifelongTA\results\table2_planner_aware_gated_screen\f2_n50\seed_2.json","f2_n50","290","500","C:\gitcloud\LifelongTA\results\table2_planner_aware_gated_screen\f2_n50\seed_2.task_metrics.csv","500","0","312","True","22","0","0","0","valid"
"C:\gitcloud\LifelongTA\results\table2_planner_aware_gated_screen\f2_n80\seed_0.json","f2_n80","268","500","C:\gitcloud\LifelongTA\results\table2_planner_aware_gated_screen\f2_n80\seed_0.task_metrics.csv","500","0","298","True","30","0","0","0","valid"
"C:\gitcloud\LifelongTA\results\table2_planner_aware_gated_screen\f2_n80\seed_1.json","f2_n80","257","500","C:\gitcloud\LifelongTA\results\table2_planner_aware_gated_screen\f2_n80\seed_1.task_metrics.csv","500","0","289","True","32","0","0","0","valid"
"C:\gitcloud\LifelongTA\results\table2_planner_aware_gated_screen\f2_n80\seed_2.json","f2_n80","237","500","C:\gitcloud\LifelongTA\results\table2_planner_aware_gated_screen\f2_n80\seed_2.task_metrics.csv","500","0","287","True","50","0","0","0","valid"
"C:\gitcloud\LifelongTA\results\table2_planner_aware_gated_screen\f5_n100\seed_0.json","f5_n100","173","500","C:\gitcloud\LifelongTA\results\table2_planner_aware_gated_screen\f5_n100\seed_0.task_metrics.csv","500","0","184","True","11","0","0","0","valid"
