task_id,revealed_at,first_assigned_at,picked_up_at,completed_at,first_agent,reassignments,pickup_distance_at_assignment,pickup_local_degree,first_hop_local_degree,first_hop_opposing_flow,first_hop_vertex_flow,service_shortest_distance,empty_distance,loaded_distance,empty_wait_steps,loaded_wait_steps,active_wait_steps,assignment_wait,pickup_wait,completion_time,loaded_detour_ratio
0,0,1,72,126,1385,29,28,3,2,0,0,53,45,53,0,1,1,1,72,126,1.000000
1,0,1,497,650,3435,159,34,3,2,0.000000,0.000000,147,196,151,18,2,20,1,497,650,1.027211
2,0,1,79,188,1616,50,57,3,4,0.000000,0.000000,107,71,107,6,2,8,1,79,188,1.000000
3,0,830,842,-1,2910,0,12,3,2,0.000000,2.000000,217,12,158,0,0,0,830,842,-1,0.728111
4,0,243,266,364,1404,4,4,3,4,0.000000,4.000000,87,19,97,0,1,1,243,266,364,1.114943
5,0,1,93,318,2051,2,64,3,2,0.000000,0.000000,219,8,225,1,0,1,1,93,318,1.027397
6,0,1,1,178,2206,0,0,3,-1,-1.000000,-1.000000,165,0,177,0,0,0,1,1,178,1.072727
7,0,256,306,784,1772,2,10,3,2,0.000000,0.000000,425,22,475,1,3,4,256,306,784,1.117647
8,0,4,62,557,1232,36,30,3,4,0.000000,0.000000,474,49,492,0,3,3,4,62,557,1.037975
9,0,1,48,64,2663,21,20,3,2,0.000000,0.000000,13,38,15,1,1,2,1,48,64,1.153846
10,0,10,571,794,2650,5,10,3,4,0.000000,0.000000,202,36,222,0,1,1,10,571,794,1.099010
11,0,1,199,291,2655,17,18,3,2,0.000000,0.000000,87,88,87,3,5,8,1,199,291,1.000000
12,0,1,27,97,2651,17,58,3,2,0.000000,0.000000,61,26,65,0,5,5,1,27,97,1.065574
13,0,1,26,396,1405,9,22,3,4,0.000000,0.000000,340,24,366,0,4,4,1,26,396,1.076471
14,0,517,526,607,93,0,9,3,4,1.000000,3.000000,65,9,81,0,0,0,517,526,607,1.246154
15,0,7,62,221,3864,15,49,3,2,2.000000,2.000000,132,37,158,0,1,1,7,62,221,1.196970
16,0,1,99,241,2300,32,25,3,4,0.000000,0.000000,133,93,137,4,5,9,1,99,241,1.030075
17,0,1,63,247,3428,39,55,3,4,0.000000,0.000000,165,61,181,1,3,4,1,63,247,1.096970
18,0,1,61,173,2386,14,19,3,4,0.000000,0.000000,107,44,111,2,1,3,1,61,173,1.037383
19,0,1,58,277,3482,20,45,3,4,0.000000,0.000000,211,52,215,2,4,6,1,58,277,1.018957
20,0,5,125,336,980,26,30,3,2,0.000000,0.000000,199,29,207,0,4,4,5,125,336,1.040201
21,0,3,58,174,3441,13,60,3,2,0.000000,0.000000,107,22,111,2,5,7,3,58,174,1.037383
22,0,3,103,131,2063,7,63,3,4,0.000000,1.000000,19,43,25,1,3,4,3,103,131,1.315789
23,0,1,35,128,3185,15,34,3,2,0.000000,0.000000,91,30,91,0,2,2,1,35,128,1.000000
24,0,1,67,236,2980,34,30,3,2,0.000000,0.000000,169,55,169,3,0,3,1,67,236,1.000000
25,0,1,2,139,3847,0,1,3,3,0.000000,0.000000,134,1,134,0,3,3,1,2,139,1.000000
26,0,3,43,195,3992,11,54,3,2,0.000000,0.000000,149,29,151,1,1,2,3,43,195,1.013423
27,0,1,45,311,2738,14,44,3,2,0.000000,0.000000,257,42,265,0,1,1,1,45,311,1.031128
28,0,1,37,124,1413,15,53,3,4,0.000000,0.000000,79,34,85,1,2,3,1,37,124,1.075949
29,0,1,32,279,3257,16,37,3,4,0.000000,0.000000,241,29,247,0,0,0,1,32,279,1.024896
30,0,483,493,790,3869,0,19,3,4,4.000000,6.000000,287,9,295,0,2,2,483,493,790,1.027875
31,0,1,26,116,2695,19,48,3,2,0.000000,0.000000,85,25,85,0,5,5,1,26,116,1.000000
