task_id,revealed_at,first_assigned_at,picked_up_at,completed_at,first_agent,reassignments,pickup_distance_at_assignment,pickup_local_degree,first_hop_local_degree,first_hop_opposing_flow,first_hop_vertex_flow,service_shortest_distance,empty_distance,loaded_distance,empty_wait_steps,loaded_wait_steps,active_wait_steps,assignment_wait,pickup_wait,completion_time,loaded_detour_ratio
0,0,1,1,76,367,0,0,3,-1,-1,-1,62,0,66,0,9,9,1,1,76,1.064516
1,0,1,1,29,81,0,0,2,-1,-1.000000,-1.000000,28,0,28,0,0,0,1,1,29,1.000000
2,0,1,2,45,1018,0,1,3,3,0.000000,0.000000,29,1,39,0,4,4,1,2,45,1.344828
3,0,21,21,96,316,0,0,4,-1,-1.000000,-1.000000,62,0,68,0,7,7,21,21,96,1.096774
4,0,1,1,45,656,0,0,2,-1,-1.000000,-1.000000,38,0,44,0,0,0,1,1,45,1.157895
5,0,1,1,60,1095,0,0,3,-1,-1.000000,-1.000000,50,0,58,0,1,1,1,1,60,1.160000
6,0,1,1,30,1122,0,0,3,-1,-1.000000,-1.000000,21,0,27,0,2,2,1,1,30,1.285714
7,0,155,159,231,1006,0,2,3,3,1.000000,4.000000,53,3,63,0,9,9,155,159,231,1.188679
8,0,1,1,25,669,0,0,3,-1,-1.000000,-1.000000,22,0,24,0,0,0,1,1,25,1.090909
9,0,1,5,105,39,4,1,3,3,0.000000,0.000000,49,4,77,0,23,23,1,5,105,1.571429
10,0,1,1,61,473,0,0,3,-1,-1.000000,-1.000000,46,0,58,0,2,2,1,1,61,1.260870
11,0,1,1,47,782,0,0,4,-1,-1.000000,-1.000000,13,0,35,0,11,11,1,1,47,2.692308
12,0,1,1,90,11,0,0,3,-1,-1.000000,-1.000000,69,0,87,0,2,2,1,1,90,1.260870
13,0,1,1,45,944,0,0,3,-1,-1.000000,-1.000000,36,0,40,0,4,4,1,1,45,1.111111
14,0,5,75,176,1013,4,6,4,4,6.000000,27.000000,52,19,86,4,15,19,5,75,176,1.653846
15,0,1,1,67,374,0,0,2,-1,-1.000000,-1.000000,43,0,55,0,11,11,1,1,67,1.279070
16,0,1,3,96,405,0,2,3,4,0.000000,0.000000,48,2,80,0,13,13,1,3,96,1.666667
17,0,27,114,197,383,0,1,4,4,0.000000,16.000000,48,4,70,2,13,15,27,114,197,1.458333
18,0,1,1,80,125,0,0,2,-1,-1.000000,-1.000000,65,0,79,0,0,0,1,1,80,1.215385
19,0,1,1,60,1062,0,0,4,-1,-1.000000,-1.000000,35,0,51,0,8,8,1,1,60,1.457143
20,0,1,2,50,1198,0,1,3,3,0.000000,0.000000,29,1,39,0,9,9,1,2,50,1.344828
21,0,31,32,50,351,0,1,4,4,28.000000,32.000000,15,1,17,0,1,1,31,32,50,1.133333
22,0,1,1,13,369,0,0,4,-1,-1.000000,-1.000000,11,0,11,0,1,1,1,1,13,1.000000
23,0,1,1,61,988,0,0,2,-1,-1.000000,-1.000000,49,0,57,0,3,3,1,1,61,1.163265
24,0,1,1,50,588,0,0,3,-1,-1.000000,-1.000000,38,0,44,0,5,5,1,1,50,1.157895
25,0,1,1,87,621,0,0,4,-1,-1.000000,-1.000000,82,0,84,0,2,2,1,1,87,1.024390
26,0,1,1,13,1028,0,0,4,-1,-1.000000,-1.000000,12,0,12,0,0,0,1,1,13,1.000000
27,0,1,1,51,204,0,0,4,-1,-1.000000,-1.000000,33,0,45,0,5,5,1,1,51,1.363636
28,0,1,1,53,995,0,0,4,-1,-1.000000,-1.000000,46,0,52,0,0,0,1,1,53,1.130435
29,0,1,1,42,767,0,0,2,-1,-1.000000,-1.000000,27,0,37,0,4,4,1,1,42,1.370370
30,0,91,93,184,740,0,2,2,4,0.000000,7.000000,76,2,88,0,3,3,91,93,184,1.157895
31,0,1,1,106,601,0,0,1,-1,-1.000000,-1.000000,83,0,105,0,0,0,1,1,106,1.265060
32,0,17,18,110,810,0,1,4,4,21.000000,23.000000,74,1,82,0,10,10,17,18,110,1.108108
33,0,1,1,79,1067,0,0,2,-1,-1.000000,-1.000000,57,0,69,0,9,9,1,1,79,1.210526
34,0,1,1,60,371,0,0,3,-1,-1.000000,-1.000000,50,0,58,0,1,1,1,1,60,1.160000
35,0,1,1,89,275,0,0,1,-1,-1.000000,-1.000000,60,0,88,0,0,0,1,1,89,1.466667
36,0,1,2,39,149,0,1,4,4,0.000000,0.000000,27,1,29,0,8,8,1,2,39,1.074074
37,0,44,46,121,38,0,1,4,4,0.000000,18.000000,55,1,65,0,10,10,44,46,121,1.181818
38,0,1,2,114,282,0,1,3,3,0.000000,0.000000,80,1,90,0,22,22,1,2,114,1.125000
39,0,1,1,52,68,0,0,2,-1,-1.000000,-1.000000,49,0,51,0,0,0,1,1,52,1.040816
40,0,20,21,84,115,0,1,3,3,5.000000,11.000000,40,1,50,0,13,13,20,21,84,1.250000
41,0,1,1,89,1103,0,0,4,-1,-1.000000,-1.000000,64,0,78,0,10,10,1,1,89,1.218750
42,0,1,1,50,602,0,0,3,-1,-1.000000,-1.000000,34,0,42,0,7,7,1,1,50,1.235294
43,0,1,1,46,319,0,0,4,-1,-1.000000,-1.000000,45,0,45,0,0,0,1,1,46,1.000000
44,0,1,1,15,1023,0,0,4,-1,-1.000000,-1.000000,8,0,12,0,2,2,1,1,15,1.500000
45,0,32,32,103,1078,0,0,2,-1,-1.000000,-1.000000,54,0,66,0,5,5,32,32,103,1.222222
46,0,1,1,93,1052,0,0,2,-1,-1.000000,-1.000000,52,0,72,0,20,20,1,1,93,1.384615
47,0,1,1,22,304,0,0,4,-1,-1.000000,-1.000000,14,0,16,0,5,5,1,1,22,1.142857
48,0,77,104,176,635,0,7,1,3,0.000000,2.000000,59,4,65,0,7,7,77,104,176,1.101695
49,0,104,104,138,985,0,0,3,-1,-1.000000,-1.000000,9,0,31,0,3,3,104,104,138,3.444444
50,0,1,1,70,670,0,0,3,-1,-1.000000,-1.000000,58,0,60,0,9,9,1,1,70,1.034483
51,0,1,1,97,696,0,0,3,-1,-1.000000,-1.000000,56,0,82,0,14,14,1,1,97,1.464286
52,0,1,2,23,383,0,1,2,2,0.000000,0.000000,17,1,21,0,0,0,1,2,23,1.235294
53,0,1,1,23,136,0,0,3,-1,-1.000000,-1.000000,22,0,22,0,0,0,1,1,23,1.000000
54,0,1,1,55,1184,0,0,2,-1,-1.000000,-1.000000,32,0,42,0,12,12,1,1,55,1.312500
55,0,1,1,23,508,0,0,3,-1,-1.000000,-1.000000,15,0,19,0,3,3,1,1,23,1.266667
56,0,1,1,62,420,0,0,3,-1,-1.000000,-1.000000,53,0,57,0,4,4,1,1,62,1.075472
57,0,1,2,37,229,1,1,4,4,0.000000,0.000000,29,0,31,1,4,5,1,2,37,1.068966
