result_json,task_metrics,status,tasks,completed_tasks,actual_makespan
results/table2_capped_hungarian_screen/f10_n50/hungarian_3.json,results/table2_capped_hungarian_screen/f10_n50/hungarian_3.task_metrics.csv,missing_metrics,,,
results/table2_capped_hungarian_screen/f10_n50/hungarian_4.json,results/table2_capped_hungarian_screen/f10_n50/hungarian_4.task_metrics.csv,missing_metrics,,,
results/table2_capped_hungarian_screen/f10_n80/hungarian_0.json,results/table2_capped_hungarian_screen/f10_n80/hungarian_0.task_metrics.csv,missing_metrics,,,
results/table2_capped_hungarian_screen/f10_n80/hungarian_1.json,results/table2_capped_hungarian_screen/f10_n80/hungarian_1.task_metrics.csv,missing_metrics,,,
results/table2_capped_hungarian_screen/f10_n80/hungarian_2.json,results/table2_capped_hungarian_screen/f10_n80/hungarian_2.task_metrics.csv,missing_metrics,,,
results/table2_capped_hungarian_screen/f10_n80/hungarian_3.json,results/table2_capped_hungarian_screen/f10_n80/hungarian_3.task_metrics.csv,missing_metrics,,,
results/table2_capped_hungarian_screen/f10_n80/hungarian_4.json,results/table2_capped_hungarian_screen/f10_n80/hungarian_4.task_metrics.csv,missing_metrics,,,
results/table2_capped_hungarian_screen/f2_n100/hungarian_0.json,results/table2_capped_hungarian_screen/f2_n100/hungarian_0.task_metrics.csv,missing_metrics,,,
results/table2_capped_hungarian_screen/f2_n100/hungarian_1.json,results/table2_capped_hungarian_screen/f2_n100/hungarian_1.task_metrics.csv,missing_metrics,,,
results/table2_capped_hungarian_screen/f2_n100/hungarian_2.json,results/table2_capped_hungarian_screen/f2_n100/hungarian_2.task_metrics.csv,missing_metrics,,,
results/table2_capped_hungarian_screen/f2_n100/hungarian_3.json,results/table2_capped_hungarian_screen/f2_n100/hungarian_3.task_metrics.csv,missing_metrics,,,
results/table2_capped_hungarian_screen/f2_n100/hungarian_4.json,results/table2_capped_hungarian_screen/f2_n100/hungarian_4.task_metrics.csv,missing_metrics,,,
results/table2_capped_hungarian_screen/f2_n50/hungarian_0.json,results/table2_capped_hungarian_screen/f2_n50/hungarian_0.task_metrics.csv,missing_metrics,,,
results/table2_capped_hungarian_screen/f2_n50/hungarian_1.json,results/table2_capped_hungarian_screen/f2_n50/hungarian_1.task_metrics.csv,missing_metrics,,,
results/table2_capped_hungarian_screen/f2_n50/hungarian_2.json,results/table2_capped_hungarian_screen/f2_n50/hungarian_2.task_metrics.csv,missing_metrics,,,
results/table2_capped_hungarian_screen/f2_n50/hungarian_3.json,results/table2_capped_hungarian_screen/f2_n50/hungarian_3.task_metrics.csv,missing_metrics,,,
results/table2_capped_hungarian_screen/f2_n50/hungarian_4.json,results/table2_capped_hungarian_screen/f2_n50/hungarian_4.task_metrics.csv,missing_metrics,,,
results/table2_capped_hungarian_screen/f2_n80/hungarian_0.json,results/table2_capped_hungarian_screen/f2_n80/hungarian_0.task_metrics.csv,missing_metrics,,,
results/table2_capped_hungarian_screen/f2_n80/hungarian_1.json,results/table2_capped_hungarian_screen/f2_n80/hungarian_1.task_metrics.csv,missing_metrics,,,
results/table2_capped_hungarian_screen/f2_n80/hungarian_2.json,results/table2_capped_hungarian_screen/f2_n80/hungarian_2.task_metrics.csv,missing_metrics,,,
results/table2_capped_hungarian_screen/f2_n80/hungarian_3.json,results/table2_capped_hungarian_screen/f2_n80/hungarian_3.task_metrics.csv,missing_metrics,,,
results/table2_capped_hungarian_screen/f2_n80/hungarian_4.json,results/table2_capped_hungarian_screen/f2_n80/hungarian_4.task_metrics.csv,missing_metrics,,,
results/table2_capped_hungarian_screen/f5_n100/hungarian_0.json,results/table2_capped_hungarian_screen/f5_n100/hungarian_0.task_metrics.csv,missing_metrics,,,
results/table2_capped_hungarian_screen/f5_n100/hungarian_1.json,results/table2_capped_hungarian_screen/f5_n100/hungarian_1.task_metrics.csv,missing_metrics,,,
results/table2_capped_hungarian_screen/f5_n100/hungarian_2.json,results/table2_capped_hungarian_screen/f5_n100/hungarian_2.task_metrics.csv,missing_metrics,,,
results/table2_capped_hungarian_screen/f5_n100/hungarian_3.json,results/table2_capped_hungarian_screen/f5_n100/hungarian_3.task_metrics.csv,missing_metrics,,,
results/table2_capped_hungarian_screen/f5_n100/hungarian_4.json,results/table2_capped_hungarian_screen/f5_n100/hungarian_4.task_metrics.csv,missing_metrics,,,
results/table2_capped_hungarian_screen/f5_n50/hungarian_0.json,results/table2_capped_hungarian_screen/f5_n50/hungarian_0.task_metrics.csv,missing_metrics,,,
results/table2_capped_hungarian_screen/f5_n50/hungarian_1.json,results/table2_capped_hungarian_screen/f5_n50/hungarian_1.task_metrics.csv,missing_metrics,,,
results/table2_capped_hungarian_screen/f5_n50/hungarian_2.json,results/table2_capped_hungarian_screen/f5_n50/hungarian_2.task_metrics.csv,missing_metrics,,,
results/table2_capped_hungarian_screen/f5_n50/hungarian_3.json,results/table2_capped_hungarian_screen/f5_n50/hungarian_3.task_metrics.csv,missing_metrics,,,
results/table2_capped_hungarian_screen/f5_n50/hungarian_4.json,results/table2_capped_hungarian_screen/f5_n50/hungarian_4.task_metrics.csv,missing_metrics,,,
results/table2_capped_hungarian_screen/f5_n80/hungarian_0.json,results/table2_capped_hungarian_screen/f5_n80/hungarian_0.task_metrics.csv,missing_metrics,,,
results/table2_capped_hungarian_screen/f5_n80/hungarian_1.json,results/table2_capped_hungarian_screen/f5_n80/hungarian_1.task_metrics.csv,missing_metrics,,,
results/table2_capped_hungarian_screen/f5_n80/hungarian_2.json,results/table2_capped_hungarian_screen/f5_n80/hungarian_2.task_metrics.csv,missing_metrics,,,
results/table2_capped_hungarian_screen/f5_n80/hungarian_3.json,results/table2_capped_hungarian_screen/f5_n80/hungarian_3.task_metrics.csv,missing_metrics,,,
results/table2_capped_hungarian_screen/f5_n80/hungarian_4.json,results/table2_capped_hungarian_screen/f5_n80/hungarian_4.task_metrics.csv,missing_metrics,,,
results/table2_f2_n80_batch_delay_screen/delay_0/delay_0_0.json,results/table2_f2_n80_batch_delay_screen/delay_0/delay_0_0.task_metrics.csv,complete,500,500,289
results/table2_f2_n80_batch_delay_screen/delay_0/delay_0_1.json,results/table2_f2_n80_batch_delay_screen/delay_0/delay_0_1.task_metrics.csv,complete,500,500,287
results/table2_f2_n80_batch_delay_screen/delay_0/delay_0_2.json,results/table2_f2_n80_batch_delay_screen/delay_0/delay_0_2.task_metrics.csv,complete,500,500,285
results/table2_f2_n80_batch_delay_screen/delay_0/delay_0_3.json,results/table2_f2_n80_batch_delay_screen/delay_0/delay_0_3.task_metrics.csv,complete,500,500,282
results/table2_f2_n80_batch_delay_screen/delay_0/delay_0_4.json,results/table2_f2_n80_batch_delay_screen/delay_0/delay_0_4.task_metrics.csv,complete,500,500,286
results/table2_f2_n80_batch_delay_screen/delay_1/delay_1_0.json,results/table2_f2_n80_batch_delay_screen/delay_1/delay_1_0.task_metrics.csv,complete,500,500,291
results/table2_f2_n80_batch_delay_screen/delay_1/delay_1_1.json,results/table2_f2_n80_batch_delay_screen/delay_1/delay_1_1.task_metrics.csv,complete,500,500,289
results/table2_f2_n80_batch_delay_screen/delay_1/delay_1_2.json,results/table2_f2_n80_batch_delay_screen/delay_1/delay_1_2.task_metrics.csv,complete,500,500,291
results/table2_f2_n80_batch_delay_screen/delay_1/delay_1_3.json,results/table2_f2_n80_batch_delay_screen/delay_1/delay_1_3.task_metrics.csv,complete,500,500,292
results/table2_f2_n80_batch_delay_screen/delay_1/delay_1_4.json,results/table2_f2_n80_batch_delay_screen/delay_1/delay_1_4.task_metrics.csv,complete,500,500,287
results/table2_f2_n80_batch_delay_screen/delay_2/delay_2_0.json,results/table2_f2_n80_batch_delay_screen/delay_2/delay_2_0.task_metrics.csv,complete,500,500,291
results/table2_f2_n80_batch_delay_screen/delay_2/delay_2_1.json,results/table2_f2_n80_batch_delay_screen/delay_2/delay_2_1.task_metrics.csv,complete,500,500,289
results/table2_f2_n80_batch_delay_screen/delay_2/delay_2_2.json,results/table2_f2_n80_batch_delay_screen/delay_2/delay_2_2.task_metrics.csv,complete,500,500,286
results/table2_f2_n80_batch_delay_screen/delay_2/delay_2_3.json,results/table2_f2_n80_batch_delay_screen/delay_2/delay_2_3.task_metrics.csv,complete,500,500,287
results/table2_f2_n80_batch_delay_screen/delay_2/delay_2_4.json,results/table2_f2_n80_batch_delay_screen/delay_2/delay_2_4.task_metrics.csv,complete,500,500,287
results/table2_f2_n80_batch_delay_screen/flow_unit/flow_unit_0.json,results/table2_f2_n80_batch_delay_screen/flow_unit/flow_unit_0.task_metrics.csv,complete,500,500,291
results/table2_f2_n80_batch_delay_screen/flow_unit/flow_unit_1.json,results/table2_f2_n80_batch_delay_screen/flow_unit/flow_unit_1.task_metrics.csv,complete,500,500,284
results/table2_f2_n80_batch_delay_screen/flow_unit/flow_unit_2.json,results/table2_f2_n80_batch_delay_screen/flow_unit/flow_unit_2.task_metrics.csv,complete,500,500,287
results/table2_f2_n80_batch_delay_screen/flow_unit/flow_unit_3.json,results/table2_f2_n80_batch_delay_screen/flow_unit/flow_unit_3.task_metrics.csv,complete,500,500,290
results/table2_f2_n80_batch_delay_screen/flow_unit/flow_unit_4.json,results/table2_f2_n80_batch_delay_screen/flow_unit/flow_unit_4.task_metrics.csv,complete,500,500,289
results/table2_f2_n80_diagnostics/flow_unit/flow_unit_0.json,results/table2_f2_n80_diagnostics/flow_unit/flow_unit_0.task_metrics.csv,complete,500,500,289
results/table2_f2_n80_diagnostics/flow_unit/flow_unit_1.json,results/table2_f2_n80_diagnostics/flow_unit/flow_unit_1.task_metrics.csv,complete,500,500,287
results/table2_f2_n80_diagnostics/flow_unit/flow_unit_10.json,results/table2_f2_n80_diagnostics/flow_unit/flow_unit_10.task_metrics.csv,complete,500,500,283
results/table2_f2_n80_diagnostics/flow_unit/flow_unit_11.json,results/table2_f2_n80_diagnostics/flow_unit/flow_unit_11.task_metrics.csv,complete,500,500,292
results/table2_f2_n80_diagnostics/flow_unit/flow_unit_12.json,results/table2_f2_n80_diagnostics/flow_unit/flow_unit_12.task_metrics.csv,complete,500,500,290
results/table2_f2_n80_diagnostics/flow_unit/flow_unit_13.json,results/table2_f2_n80_diagnostics/flow_unit/flow_unit_13.task_metrics.csv,complete,500,500,292
results/table2_f2_n80_diagnostics/flow_unit/flow_unit_14.json,results/table2_f2_n80_diagnostics/flow_unit/flow_unit_14.task_metrics.csv,complete,500,500,291
results/table2_f2_n80_diagnostics/flow_unit/flow_unit_15.json,results/table2_f2_n80_diagnostics/flow_unit/flow_unit_15.task_metrics.csv,complete,500,500,285
results/table2_f2_n80_diagnostics/flow_unit/flow_unit_16.json,results/table2_f2_n80_diagnostics/flow_unit/flow_unit_16.task_metrics.csv,complete,500,500,288
results/table2_f2_n80_diagnostics/flow_unit/flow_unit_17.json,results/table2_f2_n80_diagnostics/flow_unit/flow_unit_17.task_metrics.csv,complete,500,500,293
results/table2_f2_n80_diagnostics/flow_unit/flow_unit_18.json,results/table2_f2_n80_diagnostics/flow_unit/flow_unit_18.task_metrics.csv,complete,500,500,292
results/table2_f2_n80_diagnostics/flow_unit/flow_unit_19.json,results/table2_f2_n80_diagnostics/flow_unit/flow_unit_19.task_metrics.csv,complete,500,500,296
results/table2_f2_n80_diagnostics/flow_unit/flow_unit_2.json,results/table2_f2_n80_diagnostics/flow_unit/flow_unit_2.task_metrics.csv,complete,500,500,287
results/table2_f2_n80_diagnostics/flow_unit/flow_unit_20.json,results/table2_f2_n80_diagnostics/flow_unit/flow_unit_20.task_metrics.csv,complete,500,500,295
results/table2_f2_n80_diagnostics/flow_unit/flow_unit_21.json,results/table2_f2_n80_diagnostics/flow_unit/flow_unit_21.task_metrics.csv,complete,500,500,288
results/table2_f2_n80_diagnostics/flow_unit/flow_unit_22.json,results/table2_f2_n80_diagnostics/flow_unit/flow_unit_22.task_metrics.csv,complete,500,500,294
results/table2_f2_n80_diagnostics/flow_unit/flow_unit_23.json,results/table2_f2_n80_diagnostics/flow_unit/flow_unit_23.task_metrics.csv,complete,500,500,288
results/table2_f2_n80_diagnostics/flow_unit/flow_unit_24.json,results/table2_f2_n80_diagnostics/flow_unit/flow_unit_24.task_metrics.csv,complete,500,500,286
results/table2_f2_n80_diagnostics/flow_unit/flow_unit_3.json,results/table2_f2_n80_diagnostics/flow_unit/flow_unit_3.task_metrics.csv,complete,500,500,285
results/table2_f2_n80_diagnostics/flow_unit/flow_unit_4.json,results/table2_f2_n80_diagnostics/flow_unit/flow_unit_4.task_metrics.csv,complete,500,500,292
results/table2_f2_n80_diagnostics/flow_unit/flow_unit_5.json,results/table2_f2_n80_diagnostics/flow_unit/flow_unit_5.task_metrics.csv,complete,500,500,296
results/table2_f2_n80_diagnostics/flow_unit/flow_unit_6.json,results/table2_f2_n80_diagnostics/flow_unit/flow_unit_6.task_metrics.csv,complete,500,500,287
results/table2_f2_n80_diagnostics/flow_unit/flow_unit_7.json,results/table2_f2_n80_diagnostics/flow_unit/flow_unit_7.task_metrics.csv,complete,500,500,287
results/table2_f2_n80_diagnostics/flow_unit/flow_unit_8.json,results/table2_f2_n80_diagnostics/flow_unit/flow_unit_8.task_metrics.csv,complete,500,500,293
results/table2_f2_n80_diagnostics/flow_unit/flow_unit_9.json,results/table2_f2_n80_diagnostics/flow_unit/flow_unit_9.task_metrics.csv,complete,500,500,289
results/table2_f2_n80_diagnostics/taskmatcher_10_1/taskmatcher_10_1_0.json,results/table2_f2_n80_diagnostics/taskmatcher_10_1/taskmatcher_10_1_0.task_metrics.csv,complete,500,500,291
results/table2_f2_n80_diagnostics/taskmatcher_10_1/taskmatcher_10_1_1.json,results/table2_f2_n80_diagnostics/taskmatcher_10_1/taskmatcher_10_1_1.task_metrics.csv,complete,500,500,291
results/table2_f2_n80_diagnostics/taskmatcher_10_1/taskmatcher_10_1_2.json,results/table2_f2_n80_diagnostics/taskmatcher_10_1/taskmatcher_10_1_2.task_metrics.csv,complete,500,500,288
results/table2_f2_n80_diagnostics/taskmatcher_10_1/taskmatcher_10_1_3.json,results/table2_f2_n80_diagnostics/taskmatcher_10_1/taskmatcher_10_1_3.task_metrics.csv,complete,500,500,286
results/table2_f2_n80_diagnostics/taskmatcher_10_1/taskmatcher_10_1_4.json,results/table2_f2_n80_diagnostics/taskmatcher_10_1/taskmatcher_10_1_4.task_metrics.csv,complete,500,500,292
results/table2_f2_n80_diagnostics/taskmatcher_2_1/taskmatcher_2_1_0.json,results/table2_f2_n80_diagnostics/taskmatcher_2_1/taskmatcher_2_1_0.task_metrics.csv,complete,500,500,290
results/table2_f2_n80_diagnostics/taskmatcher_2_1/taskmatcher_2_1_1.json,results/table2_f2_n80_diagnostics/taskmatcher_2_1/taskmatcher_2_1_1.task_metrics.csv,complete,500,500,287
results/table2_f2_n80_diagnostics/taskmatcher_2_1/taskmatcher_2_1_10.json,results/table2_f2_n80_diagnostics/taskmatcher_2_1/taskmatcher_2_1_10.task_metrics.csv,complete,500,500,288
results/table2_f2_n80_diagnostics/taskmatcher_2_1/taskmatcher_2_1_11.json,results/table2_f2_n80_diagnostics/taskmatcher_2_1/taskmatcher_2_1_11.task_metrics.csv,complete,500,500,291
results/table2_f2_n80_diagnostics/taskmatcher_2_1/taskmatcher_2_1_12.json,results/table2_f2_n80_diagnostics/taskmatcher_2_1/taskmatcher_2_1_12.task_metrics.csv,complete,500,500,289
results/table2_f2_n80_diagnostics/taskmatcher_2_1/taskmatcher_2_1_13.json,results/table2_f2_n80_diagnostics/taskmatcher_2_1/taskmatcher_2_1_13.task_metrics.csv,complete,500,500,288
results/table2_f2_n80_diagnostics/taskmatcher_2_1/taskmatcher_2_1_14.json,results/table2_f2_n80_diagnostics/taskmatcher_2_1/taskmatcher_2_1_14.task_metrics.csv,complete,500,500,286
results/table2_f2_n80_diagnostics/taskmatcher_2_1/taskmatcher_2_1_15.json,results/table2_f2_n80_diagnostics/taskmatcher_2_1/taskmatcher_2_1_15.task_metrics.csv,complete,500,500,289
results/table2_f2_n80_diagnostics/taskmatcher_2_1/taskmatcher_2_1_16.json,results/table2_f2_n80_diagnostics/taskmatcher_2_1/taskmatcher_2_1_16.task_metrics.csv,complete,500,500,288
results/table2_f2_n80_diagnostics/taskmatcher_2_1/taskmatcher_2_1_17.json,results/table2_f2_n80_diagnostics/taskmatcher_2_1/taskmatcher_2_1_17.task_metrics.csv,complete,500,500,294
results/table2_f2_n80_diagnostics/taskmatcher_2_1/taskmatcher_2_1_18.json,results/table2_f2_n80_diagnostics/taskmatcher_2_1/taskmatcher_2_1_18.task_metrics.csv,complete,500,500,291
results/table2_f2_n80_diagnostics/taskmatcher_2_1/taskmatcher_2_1_19.json,results/table2_f2_n80_diagnostics/taskmatcher_2_1/taskmatcher_2_1_19.task_metrics.csv,complete,500,500,288
results/table2_f2_n80_diagnostics/taskmatcher_2_1/taskmatcher_2_1_2.json,results/table2_f2_n80_diagnostics/taskmatcher_2_1/taskmatcher_2_1_2.task_metrics.csv,complete,500,500,287
results/table2_f2_n80_diagnostics/taskmatcher_2_1/taskmatcher_2_1_20.json,results/table2_f2_n80_diagnostics/taskmatcher_2_1/taskmatcher_2_1_20.task_metrics.csv,complete,500,500,288
results/table2_f2_n80_diagnostics/taskmatcher_2_1/taskmatcher_2_1_21.json,results/table2_f2_n80_diagnostics/taskmatcher_2_1/taskmatcher_2_1_21.task_metrics.csv,complete,500,500,286
results/table2_f2_n80_diagnostics/taskmatcher_2_1/taskmatcher_2_1_22.json,results/table2_f2_n80_diagnostics/taskmatcher_2_1/taskmatcher_2_1_22.task_metrics.csv,complete,500,500,288
results/table2_f2_n80_diagnostics/taskmatcher_2_1/taskmatcher_2_1_23.json,results/table2_f2_n80_diagnostics/taskmatcher_2_1/taskmatcher_2_1_23.task_metrics.csv,complete,500,500,285
results/table2_f2_n80_diagnostics/taskmatcher_2_1/taskmatcher_2_1_24.json,results/table2_f2_n80_diagnostics/taskmatcher_2_1/taskmatcher_2_1_24.task_metrics.csv,complete,500,500,286
results/table2_f2_n80_diagnostics/taskmatcher_2_1/taskmatcher_2_1_3.json,results/table2_f2_n80_diagnostics/taskmatcher_2_1/taskmatcher_2_1_3.task_metrics.csv,complete,500,500,283
results/table2_f2_n80_diagnostics/taskmatcher_2_1/taskmatcher_2_1_4.json,results/table2_f2_n80_diagnostics/taskmatcher_2_1/taskmatcher_2_1_4.task_metrics.csv,complete,500,500,289
results/table2_f2_n80_diagnostics/taskmatcher_2_1/taskmatcher_2_1_5.json,results/table2_f2_n80_diagnostics/taskmatcher_2_1/taskmatcher_2_1_5.task_metrics.csv,complete,500,500,285
results/table2_f2_n80_diagnostics/taskmatcher_2_1/taskmatcher_2_1_6.json,results/table2_f2_n80_diagnostics/taskmatcher_2_1/taskmatcher_2_1_6.task_metrics.csv,complete,500,500,284
results/table2_f2_n80_diagnostics/taskmatcher_2_1/taskmatcher_2_1_7.json,results/table2_f2_n80_diagnostics/taskmatcher_2_1/taskmatcher_2_1_7.task_metrics.csv,complete,500,500,286
results/table2_f2_n80_diagnostics/taskmatcher_2_1/taskmatcher_2_1_8.json,results/table2_f2_n80_diagnostics/taskmatcher_2_1/taskmatcher_2_1_8.task_metrics.csv,complete,500,500,284
results/table2_f2_n80_diagnostics/taskmatcher_2_1/taskmatcher_2_1_9.json,results/table2_f2_n80_diagnostics/taskmatcher_2_1/taskmatcher_2_1_9.task_metrics.csv,complete,500,500,292
results/table2_f2_n80_flow_seed_screen/flow_unit/flow_unit_0.json,results/table2_f2_n80_flow_seed_screen/flow_unit/flow_unit_0.task_metrics.csv,complete,500,500,293
results/table2_f2_n80_flow_seed_screen/flow_unit/flow_unit_1.json,results/table2_f2_n80_flow_seed_screen/flow_unit/flow_unit_1.task_metrics.csv,complete,500,500,286
results/table2_f2_n80_flow_seed_screen/flow_unit/flow_unit_2.json,results/table2_f2_n80_flow_seed_screen/flow_unit/flow_unit_2.task_metrics.csv,complete,500,500,289
results/table2_f2_n80_flow_seed_screen/flow_unit/flow_unit_3.json,results/table2_f2_n80_flow_seed_screen/flow_unit/flow_unit_3.task_metrics.csv,complete,500,500,282
results/table2_f2_n80_flow_seed_screen/flow_unit/flow_unit_4.json,results/table2_f2_n80_flow_seed_screen/flow_unit/flow_unit_4.task_metrics.csv,complete,500,500,289
results/table2_f2_n80_flow_seed_screen/flowseed_1/flowseed_1_0.json,results/table2_f2_n80_flow_seed_screen/flowseed_1/flowseed_1_0.task_metrics.csv,complete,500,500,294
results/table2_f2_n80_flow_seed_screen/flowseed_1/flowseed_1_1.json,results/table2_f2_n80_flow_seed_screen/flowseed_1/flowseed_1_1.task_metrics.csv,complete,500,500,287
results/table2_f2_n80_flow_seed_screen/flowseed_1/flowseed_1_2.json,results/table2_f2_n80_flow_seed_screen/flowseed_1/flowseed_1_2.task_metrics.csv,complete,500,500,283
results/table2_f2_n80_flow_seed_screen/flowseed_1/flowseed_1_3.json,results/table2_f2_n80_flow_seed_screen/flowseed_1/flowseed_1_3.task_metrics.csv,complete,500,500,284
results/table2_f2_n80_flow_seed_screen/flowseed_1/flowseed_1_4.json,results/table2_f2_n80_flow_seed_screen/flowseed_1/flowseed_1_4.task_metrics.csv,complete,500,500,290
results/table2_f2_n80_flow_seed_screen/flowseed_3/flowseed_3_0.json,results/table2_f2_n80_flow_seed_screen/flowseed_3/flowseed_3_0.task_metrics.csv,complete,500,500,290
results/table2_f2_n80_flow_seed_screen/flowseed_3/flowseed_3_1.json,results/table2_f2_n80_flow_seed_screen/flowseed_3/flowseed_3_1.task_metrics.csv,complete,500,500,287
results/table2_f2_n80_flow_seed_screen/flowseed_3/flowseed_3_2.json,results/table2_f2_n80_flow_seed_screen/flowseed_3/flowseed_3_2.task_metrics.csv,complete,500,500,287
results/table2_f2_n80_flow_seed_screen/flowseed_3/flowseed_3_3.json,results/table2_f2_n80_flow_seed_screen/flowseed_3/flowseed_3_3.task_metrics.csv,complete,500,500,284
results/table2_f2_n80_flow_seed_screen/flowseed_3/flowseed_3_4.json,results/table2_f2_n80_flow_seed_screen/flowseed_3/flowseed_3_4.task_metrics.csv,complete,500,500,290
results/table2_f2_n80_flow_seed_screen/flowseed_6/flowseed_6_0.json,results/table2_f2_n80_flow_seed_screen/flowseed_6/flowseed_6_0.task_metrics.csv,complete,500,500,294
