task_id,revealed_at,first_assigned_at,picked_up_at,completed_at,first_agent,reassignments,pickup_distance_at_assignment,pickup_local_degree,first_hop_local_degree,first_hop_opposing_flow,first_hop_vertex_flow,service_shortest_distance,empty_distance,loaded_distance,empty_wait_steps,loaded_wait_steps,active_wait_steps,assignment_wait,pickup_wait,completion_time,loaded_detour_ratio
0,0,1,1,14,11,0,0,4,-1,-1,-1,11,0,13,0,0,0,1,1,14,1.181818
1,0,1,1,28,46,0,0,4,-1,-1.000000,-1.000000,25,0,27,0,0,0,1,1,28,1.080000
2,0,1,4,13,18,0,3,3,4,0.000000,0.000000,9,3,9,0,0,0,1,4,13,1.000000
3,0,1,11,49,0,3,3,3,4,0.000000,0.000000,28,10,38,0,0,0,1,11,49,1.357143
4,0,1,10,22,14,1,8,3,4,0.000000,0.000000,12,9,12,0,0,0,1,10,22,1.000000
5,0,1,1,22,20,0,0,4,-1,-1.000000,-1.000000,21,0,21,0,0,0,1,1,22,1.000000
6,0,1,9,32,1,4,8,3,4,0.000000,0.000000,19,8,23,0,0,0,1,9,32,1.210526
7,0,1,176,201,41,2,11,3,4,0.000000,0.000000,25,7,25,0,0,0,1,176,201,1.000000
8,0,1,203,234,3,4,13,3,4,0.000000,0.000000,19,8,31,1,0,1,1,203,234,1.631579
9,0,1,4,20,10,1,4,3,3,0.000000,0.000000,16,3,16,0,0,0,1,4,20,1.000000
10,1,2,10,32,32,4,7,3,4,0.000000,0.000000,13,7,21,1,1,2,1,9,31,1.615385
11,1,2,12,16,48,3,5,3,4,0.000000,0.000000,4,10,4,0,0,0,1,11,15,1.000000
12,1,2,6,39,45,4,5,3,4,0.000000,0.000000,27,4,33,0,0,0,1,5,38,1.222222
13,1,2,3,30,31,0,1,4,4,0.000000,0.000000,27,1,27,0,0,0,1,2,29,1.000000
14,1,2,169,186,37,1,10,3,3,0.000000,0.000000,12,4,16,1,1,2,1,168,185,1.333333
15,1,2,3,26,13,0,1,4,4,0.000000,0.000000,21,1,23,0,0,0,1,2,25,1.095238
16,1,2,125,137,15,1,9,3,3,0.000000,0.000000,12,4,12,0,0,0,1,124,136,1.000000
17,1,2,24,28,36,2,11,3,4,0.000000,0.000000,4,6,4,0,0,0,1,23,27,1.000000
18,1,2,9,25,5,4,7,3,4,0.000000,0.000000,16,7,16,0,0,0,1,8,24,1.000000
19,1,2,8,22,25,2,6,3,4,0.000000,0.000000,14,6,14,0,0,0,1,7,21,1.000000
20,2,3,206,232,28,3,12,3,4,0.000000,0.000000,26,14,26,2,0,2,1,204,230,1.000000
21,2,3,7,23,16,2,8,3,4,0.000000,1.000000,12,4,16,0,0,0,1,5,21,1.333333
22,2,3,5,28,6,0,2,4,4,0.000000,0.000000,21,2,23,0,0,0,1,3,26,1.095238
23,2,3,5,33,38,0,2,4,4,0.000000,0.000000,28,2,28,0,0,0,1,3,31,1.000000
24,2,3,94,102,48,2,12,3,4,0.000000,0.000000,5,4,7,0,1,1,1,92,100,1.400000
25,2,3,28,57,47,1,6,3,4,0.000000,1.000000,29,3,29,1,0,1,1,26,55,1.000000
26,2,3,109,141,5,2,8,3,3,0.000000,0.000000,30,4,32,0,0,0,1,107,139,1.066667
27,2,3,182,206,29,3,11,3,4,0.000000,0.000000,12,6,22,1,2,3,1,180,204,1.833333
28,2,3,15,31,22,2,8,3,4,0.000000,1.000000,12,5,14,0,2,2,1,13,29,1.166667
29,2,3,3,14,44,0,0,4,-1,-1.000000,-1.000000,9,0,11,0,0,0,1,1,12,1.222222
30,3,4,9,40,17,2,3,4,4,0.000000,0.000000,31,5,31,0,0,0,1,6,37,1.000000
31,3,4,154,171,28,1,14,3,4,0.000000,0.000000,15,5,17,0,0,0,1,151,168,1.133333
32,3,4,7,19,26,0,3,3,4,0.000000,0.000000,12,3,12,0,0,0,1,4,16,1.000000
33,3,4,8,31,34,3,7,3,4,0.000000,0.000000,20,4,22,0,1,1,1,5,28,1.100000
34,3,4,4,41,3,0,0,4,-1,-1.000000,-1.000000,34,0,36,0,1,1,1,1,38,1.058824
35,3,4,173,177,36,1,7,3,3,0.000000,0.000000,4,3,4,1,0,1,1,170,174,1.000000
36,3,4,6,29,0,2,1,3,3,0.000000,0.000000,23,2,23,0,0,0,1,3,26,1.000000
37,3,4,157,171,41,1,9,3,3,0.000000,0.000000,14,5,14,0,0,0,1,154,168,1.000000
38,3,4,9,33,42,3,30,4,4,0.000000,0.000000,18,5,24,0,0,0,1,6,30,1.333333
39,3,4,192,229,12,2,9,3,4,0.000000,0.000000,25,3,37,1,0,1,1,189,226,1.480000
40,4,5,6,27,40,1,29,3,4,0.000000,0.000000,21,1,21,0,0,0,1,2,23,1.000000
41,4,5,51,73,42,0,16,3,4,0.000000,0.000000,21,1,21,0,1,1,1,47,69,1.000000
42,4,5,104,124,43,0,11,3,4,0.000000,0.000000,20,3,20,0,0,0,1,100,120,1.000000
43,4,5,5,43,30,0,0,4,-1,-1.000000,-1.000000,36,0,38,0,0,0,1,1,39,1.055556
44,4,5,88,105,12,1,7,3,4,0.000000,0.000000,17,3,17,0,0,0,1,84,101,1.000000
45,4,5,135,166,0,0,7,3,3,0.000000,0.000000,23,0,31,1,0,1,1,131,162,1.347826
46,4,5,136,143,15,0,7,3,3,0.000000,0.000000,4,1,6,0,1,1,1,132,139,1.500000
47,4,5,7,19,23,1,6,3,4,0.000000,1.000000,12,2,12,0,0,0,1,3,15,1.000000
48,4,5,100,118,49,1,10,3,4,0.000000,0.000000,17,6,17,0,1,1,1,96,114,1.000000
49,4,5,79,87,7,3,2,4,4,0.000000,0.000000,8,3,8,1,0,1,1,75,83,1.000000
50,5,6,8,23,34,0,2,4,4,0.000000,1.000000,15,2,15,0,0,0,1,3,18,1.000000
51,5,6,6,48,16,0,0,4,-1,-1.000000,-1.000000,41,0,41,0,1,1,1,1,43,1.000000
52,5,6,161,184,19,1,6,3,4,0.000000,0.000000,23,3,23,0,0,0,1,156,179,1.000000
53,5,6,7,40,8,0,1,4,4,0.000000,0.000000,33,1,33,0,0,0,1,2,35,1.000000
54,5,6,6,22,37,0,0,3,-1,-1.000000,-1.000000,14,0,16,0,0,0,1,1,17,1.142857
55,5,6,33,51,39,1,11,3,4,0.000000,0.000000,18,2,18,0,0,0,1,28,46,1.000000
56,5,6,88,109,35,0,31,4,4,0.000000,0.000000,21,4,21,0,0,0,1,83,104,1.000000
57,5,6,6,41,7,0,0,4,-1,-1.000000,-1.000000,32,0,34,0,1,1,1,1,36,1.062500
58,5,6,7,19,21,0,1,4,4,0.000000,0.000000,12,1,12,0,0,0,1,2,14,1.000000
59,5,6,7,46,40,0,1,4,4,0.000000,0.000000,32,1,38,0,1,1,1,2,41,1.187500
60,6,7,11,22,39,1,5,3,4,0.000000,0.000000,11,4,11,0,0,0,1,5,16,1.000000
61,6,76,76,97,43,0,0,3,-1,-1.000000,-1.000000,19,0,21,0,0,0,70,70,91,1.105263
62,6,7,50,69,33,0,8,3,4,0.000000,0.000000,19,1,19,0,0,0,1,44,63,1.000000
63,6,7,8,23,9,0,1,4,4,0.000000,0.000000,13,1,15,0,0,0,1,2,17,1.153846
64,6,71,71,75,24,0,0,3,-1,-1.000000,-1.000000,4,0,4,0,0,0,65,65,69,1.000000
65,6,7,9,33,24,0,2,4,4,0.000000,0.000000,20,2,24,0,0,0,1,3,27,1.200000
66,6,7,204,223,4,0,5,4,4,0.000000,0.000000,17,3,19,0,0,0,1,198,217,1.117647
67,6,57,57,72,42,0,0,3,-1,-1.000000,-1.000000,15,0,15,0,0,0,51,51,66,1.000000
68,6,7,191,209,28,0,8,3,3,0.000000,0.000000,17,3,17,0,1,1,1,185,203,1.000000
69,6,47,47,74,6,0,0,3,-1,-1.000000,-1.000000,21,0,27,0,0,0,41,41,68,1.285714
70,7,8,10,41,36,0,2,4,4,0.000000,1.000000,27,2,31,0,0,0,1,3,34,1.148148
71,7,23,23,30,18,0,0,3,-1,-1.000000,-1.000000,7,0,7,0,0,0,16,16,23,1.000000
72,7,8,9,38,12,0,1,4,4,0.000000,1.000000,29,1,29,0,0,0,1,2,31,1.000000
73,7,8,8,25,4,0,0,4,-1,-1.000000,-1.000000,17,0,17,0,0,0,1,1,18,1.000000
74,7,8,11,40,39,0,3,4,4,0.000000,0.000000,29,3,29,0,0,0,1,4,33,1.000000
75,7,8,59,65,27,0,5,3,4,0.000000,0.000000,6,3,6,0,0,0,1,52,58,1.000000
76,7,8,10,20,33,0,2,4,4,0.000000,0.000000,10,2,10,0,0,0,1,3,13,1.000000
77,7,187,188,209,47,0,1,3,3,1.000000,2.000000,15,1,19,0,2,2,180,181,202,1.266667
78,7,54,54,76,41,0,0,4,-1,-1.000000,-1.000000,21,0,21,0,1,1,47,47,69,1.000000
79,7,208,210,227,13,0,1,3,3,0.000000,1.000000,17,1,17,1,0,1,201,203,220,1.000000
80,8,20,21,34,21,0,1,3,3,0.000000,2.000000,13,1,13,0,0,0,12,13,26,1.000000
81,8,9,11,52,23,0,1,4,4,0.000000,1.000000,36,1,40,1,1,2,1,3,44,1.111111
82,8,9,15,65,49,0,4,3,3,0.000000,1.000000,37,1,49,0,1,1,1,7,57,1.324324
83,8,9,9,43,19,0,0,4,-1,-1.000000,-1.000000,34,0,34,0,0,0,1,1,35,1.000000
84,8,120,122,146,19,0,2,3,3,0.000000,2.000000,18,2,24,0,0,0,112,114,138,1.333333
85,8,9,9,34,28,0,0,3,-1,-1.000000,-1.000000,25,0,25,0,0,0,1,1,26,1.000000
86,8,10,16,28,35,0,5,4,4,0.000000,0.000000,8,5,10,1,2,3,2,8,20,1.250000
87,8,139,140,146,41,0,1,3,3,0.000000,0.000000,6,1,6,0,0,0,131,132,138,1.000000
88,8,88,88,105,3,0,0,3,-1,-1.000000,-1.000000,15,0,15,0,2,2,80,80,97,1.000000
89,8,168,168,201,45,0,0,4,-1,-1.000000,-1.000000,33,0,33,0,0,0,160,160,193,1.000000
90,9,141,141,171,36,0,0,4,-1,-1.000000,-1.000000,29,0,29,0,1,1,132,132,162,1.000000
91,9,147,150,173,15,0,3,4,4,0.000000,0.000000,23,3,23,0,0,0,138,141,164,1.000000
92,9,10,10,33,29,0,0,3,-1,-1.000000,-1.000000,15,0,23,0,0,0,1,1,24,1.533333
93,9,206,212,250,0,0,4,3,3,1.000000,1.000000,18,6,38,0,0,0,197,203,241,2.111111
94,9,64,64,97,32,0,0,4,-1,-1.000000,-1.000000,29,0,33,0,0,0,55,55,88,1.137931
