"Warehouse","RouteWeight","FinishedTasks","PickupDistanceMean","CompletionP95","EmptyWait","LoadedWait","EmptyDistance","LoadedDetourMean","PlannerSecondsMean","EntryTimeouts","PlannerErrors","ScheduleErrors"
"500","0.05","1500","8.339333333333334","163.0","12049","11202","34060","1.510369793452401","0.9168941011999998","0","0","0"
"500","0.15","1526","8.300786369593709","164.0","11840","10811","34886","1.4712653975873378","0.9169350827999999","0","0","0"
"600","0.05","1570","7.734394904458599","174.0","15513","16917","38331","1.6919010444199336","0.9161854612000007","0","0","0"
"600","0.15","1575","7.725714285714286","181.0","15589","16609","38638","1.6791898590358367","0.9162545180000006","0","0","0"
