task_id,revealed_at,first_assigned_at,picked_up_at,completed_at,first_agent,reassignments,pickup_distance_at_assignment,pickup_local_degree,first_hop_local_degree,first_hop_opposing_flow,first_hop_vertex_flow,service_shortest_distance,empty_distance,loaded_distance,empty_wait_steps,loaded_wait_steps,active_wait_steps,assignment_wait,pickup_wait,completion_time,loaded_detour_ratio
0,0,0,1,12,26,0,1,4,4,0,0,11,1,11,0,0,0,0,1,12,1.000000
1,0,0,1,26,58,0,1,4,4,0.000000,0.000000,25,1,25,0,0,0,0,1,26,1.000000
2,1,1,5,14,33,0,4,3,4,0.000000,0.000000,9,4,9,0,0,0,0,4,13,1.000000
3,1,1,2,42,8,0,1,3,3,0.000000,0.000000,28,1,40,0,0,0,0,1,41,1.428571
4,2,2,11,24,29,0,9,3,4,0.000000,0.000000,12,9,12,0,1,1,0,9,22,1.000000
5,2,2,3,24,32,0,1,4,4,0.000000,0.000000,21,1,21,0,0,0,0,1,22,1.000000
6,3,3,13,32,14,1,8,3,3,0.000000,0.000000,19,10,19,0,0,0,0,10,29,1.000000
7,3,3,11,36,79,0,8,3,3,0.000000,1.000000,25,8,25,0,0,0,0,8,33,1.000000
8,4,4,8,27,13,1,6,3,3,0.000000,0.000000,19,4,19,0,0,0,0,4,23,1.000000
9,4,4,9,25,25,0,5,3,4,0.000000,1.000000,16,5,16,0,0,0,0,5,21,1.000000
10,5,5,13,26,44,0,8,3,4,0.000000,0.000000,13,8,13,0,0,0,0,8,21,1.000000
11,5,5,13,17,63,1,6,3,4,0.000000,0.000000,4,8,4,0,0,0,0,8,12,1.000000
12,6,6,10,42,63,0,4,3,4,0.000000,0.000000,27,4,31,0,1,1,0,4,36,1.148148
13,6,6,8,35,46,0,2,4,4,0.000000,0.000000,27,2,27,0,0,0,0,2,29,1.000000
14,7,7,17,33,78,0,10,3,3,0.000000,1.000000,12,10,14,0,2,2,0,10,26,1.166667
15,7,7,9,32,21,0,2,4,4,0.000000,0.000000,21,2,23,0,0,0,0,2,25,1.095238
16,8,8,17,29,30,1,10,3,4,0.000000,0.000000,12,9,12,0,0,0,0,9,21,1.000000
17,8,8,22,26,40,1,10,3,4,0.000000,0.000000,4,14,4,0,0,0,0,14,18,1.000000
18,9,9,22,38,20,1,8,3,4,0.000000,0.000000,16,13,16,0,0,0,0,13,29,1.000000
19,9,9,16,30,51,1,9,3,4,0.000000,0.000000,14,5,14,2,0,2,0,7,21,1.000000
20,10,10,26,52,47,1,11,3,4,0.000000,0.000000,26,16,26,0,0,0,0,16,42,1.000000
21,10,10,14,26,31,1,9,3,4,0.000000,0.000000,12,4,12,0,0,0,0,4,16,1.000000
22,11,11,13,34,16,0,2,4,4,0.000000,0.000000,21,2,21,0,0,0,0,2,23,1.000000
23,11,11,14,42,53,0,3,4,4,0.000000,0.000000,28,3,28,0,0,0,0,3,31,1.000000
24,12,12,20,29,77,0,7,3,3,0.000000,1.000000,5,7,9,1,0,1,0,8,17,1.800000
25,12,12,13,45,76,0,1,3,3,0.000000,1.000000,29,1,31,0,1,1,0,1,33,1.068966
26,13,13,19,51,6,1,11,3,4,0.000000,0.000000,30,6,32,0,0,0,0,6,38,1.066667
27,13,13,22,36,43,1,14,3,4,0.000000,0.000000,12,9,12,0,2,2,0,9,23,1.000000
28,14,14,23,42,37,0,9,3,4,0.000000,1.000000,12,9,18,0,1,1,0,9,28,1.500000
29,14,14,15,27,59,0,1,4,4,0.000000,0.000000,9,1,11,0,1,1,0,1,13,1.222222
30,15,15,18,51,36,0,3,4,4,0.000000,0.000000,31,3,33,0,0,0,0,3,36,1.064516
31,15,15,28,43,33,1,15,3,4,0.000000,0.000000,15,12,15,1,0,1,0,13,28,1.000000
32,16,16,20,34,41,0,4,3,4,0.000000,1.000000,12,4,14,0,0,0,0,4,18,1.166667
33,16,16,21,45,56,0,5,3,4,0.000000,1.000000,20,5,24,0,0,0,0,5,29,1.200000
34,17,17,20,57,18,0,3,4,4,0.000000,0.000000,34,3,36,0,1,1,0,3,40,1.058824
35,17,17,27,35,71,0,10,3,4,0.000000,0.000000,4,10,8,0,0,0,0,10,18,2.000000
36,18,18,19,48,9,0,1,3,3,0.000000,0.000000,23,1,29,0,0,0,0,1,30,1.260870
37,18,18,30,45,75,4,11,3,3,0.000000,0.000000,14,11,14,1,1,2,0,12,27,1.000000
38,19,19,20,40,62,0,1,4,4,0.000000,0.000000,18,1,20,0,0,0,0,1,21,1.111111
39,19,19,29,63,27,0,10,3,4,0.000000,0.000000,25,10,33,0,1,1,0,10,44,1.320000
40,20,20,21,46,72,0,1,3,3,0.000000,0.000000,21,1,25,0,0,0,0,1,26,1.190476
41,20,20,27,50,74,1,10,3,3,0.000000,0.000000,21,7,23,0,0,0,0,7,30,1.095238
42,21,21,26,46,73,0,5,3,3,0.000000,0.000000,20,5,20,0,0,0,0,5,25,1.000000
43,21,21,22,60,45,0,1,4,4,0.000000,0.000000,36,1,38,0,0,0,0,1,39,1.055556
44,22,22,30,47,22,0,8,3,4,0.000000,0.000000,17,8,17,0,0,0,0,8,25,1.000000
45,22,22,28,69,12,0,5,3,3,0.000000,0.000000,23,5,41,1,0,1,0,6,47,1.782609
46,23,23,29,33,11,1,14,3,3,0.000000,0.000000,4,6,4,0,0,0,0,6,10,1.000000
47,23,23,34,47,38,2,7,3,4,0.000000,0.000000,12,10,12,1,1,2,0,11,24,1.000000
48,24,24,29,48,52,2,11,3,4,0.000000,2.000000,17,5,19,0,0,0,0,5,24,1.117647
49,24,24,29,37,28,0,5,4,4,0.000000,0.000000,8,5,8,0,0,0,0,5,13,1.000000
50,25,25,31,48,49,0,5,4,4,0.000000,0.000000,15,5,17,1,0,1,0,6,23,1.133333
51,25,25,28,69,31,0,3,4,4,0.000000,0.000000,41,3,41,0,0,0,0,3,44,1.000000
52,26,26,32,61,34,1,8,3,4,0.000000,1.000000,23,6,27,0,2,2,0,6,35,1.173913
53,26,26,30,69,15,1,3,4,4,0.000000,0.000000,33,4,39,0,0,0,0,4,43,1.181818
54,27,27,31,45,52,0,4,3,4,0.000000,2.000000,14,4,14,0,0,0,0,4,18,1.000000
55,27,27,28,46,44,0,1,3,3,0.000000,0.000000,18,1,18,0,0,0,0,1,19,1.000000
56,28,28,32,53,61,0,4,4,4,0.000000,0.000000,21,4,21,0,0,0,0,4,25,1.000000
57,28,28,33,67,34,0,5,4,4,0.000000,0.000000,32,5,34,0,0,0,0,5,39,1.062500
58,29,29,30,42,33,0,1,4,4,0.000000,1.000000,12,1,12,0,0,0,0,1,13,1.000000
59,29,29,30,66,60,0,1,4,4,0.000000,0.000000,32,1,36,0,0,0,0,1,37,1.125000
60,30,30,34,46,59,0,4,3,3,0.000000,0.000000,11,4,11,0,1,1,0,4,16,1.000000
61,30,30,37,58,74,0,7,3,3,0.000000,1.000000,19,7,21,0,0,0,0,7,28,1.105263
62,31,31,43,62,54,4,10,3,4,0.000000,0.000000,19,10,19,2,0,2,0,12,31,1.000000
63,31,31,34,52,15,0,3,4,4,0.000000,1.000000,13,3,17,0,1,1,0,3,21,1.307692
64,32,32,43,47,14,2,13,3,3,0.000000,0.000000,4,10,4,1,0,1,0,11,15,1.000000
65,32,32,33,53,30,0,1,4,4,0.000000,0.000000,20,1,20,0,0,0,0,1,21,1.000000
66,33,33,38,55,23,0,4,4,4,0.000000,2.000000,17,4,17,1,0,1,0,5,22,1.000000
67,33,33,39,55,32,0,6,3,3,0.000000,0.000000,15,6,15,0,1,1,0,6,22,1.000000
68,34,34,37,60,14,0,3,3,3,0.000000,0.000000,17,3,21,0,2,2,0,3,26,1.235294
69,34,34,39,60,41,1,7,3,4,2.000000,2.000000,21,5,21,0,0,0,0,5,26,1.000000
70,35,35,36,65,40,0,1,4,4,0.000000,2.000000,27,1,29,0,0,0,0,1,30,1.074074
71,35,35,39,48,70,0,4,3,4,0.000000,1.000000,7,4,9,0,0,0,0,4,13,1.285714
72,36,36,49,78,39,2,8,4,4,0.000000,0.000000,29,12,29,1,0,1,0,13,42,1.000000
73,36,36,38,55,17,0,2,4,4,0.000000,0.000000,17,2,17,0,0,0,0,2,19,1.000000
74,37,37,40,71,48,0,3,4,4,1.000000,1.000000,29,3,31,0,0,0,0,3,34,1.068966
75,37,37,48,54,39,3,7,3,4,0.000000,0.000000,6,11,6,0,0,0,0,11,17,1.000000
76,38,38,45,55,42,1,5,4,4,0.000000,1.000000,10,6,10,1,0,1,0,7,17,1.000000
77,38,38,43,59,6,1,3,3,3,1.000000,1.000000,15,4,15,1,1,2,0,5,21,1.000000
78,39,39,41,62,41,0,2,4,4,0.000000,1.000000,21,2,21,0,0,0,0,2,23,1.000000
79,39,39,50,67,13,3,9,3,3,0.000000,1.000000,17,11,17,0,0,0,0,11,28,1.000000
80,40,40,44,57,6,1,1,3,3,1.000000,1.000000,13,4,13,0,0,0,0,4,17,1.000000
81,40,40,43,79,39,0,3,4,4,0.000000,0.000000,36,3,36,0,0,0,0,3,39,1.000000
82,41,41,52,103,64,0,9,3,4,0.000000,0.000000,37,11,51,0,0,0,0,11,62,1.378378
83,41,41,54,91,55,1,13,4,4,0.000000,0.000000,34,13,36,0,1,1,0,13,50,1.058824
84,42,42,51,75,16,0,8,3,3,0.000000,0.000000,18,8,24,1,0,1,0,9,33,1.333333
85,42,42,48,73,46,1,5,3,3,0.000000,0.000000,25,6,25,0,0,0,0,6,31,1.000000
86,43,43,49,59,55,0,6,4,4,0.000000,0.000000,8,6,10,0,0,0,0,6,16,1.250000
87,43,43,49,55,63,2,8,3,3,0.000000,0.000000,6,5,6,1,0,1,0,6,12,1.000000
88,44,44,49,64,63,0,3,3,3,0.000000,0.000000,15,5,15,0,0,0,0,5,20,1.000000
89,44,44,45,79,25,0,1,4,4,0.000000,2.000000,33,1,33,0,1,1,0,1,35,1.000000
90,45,45,48,77,78,0,3,4,3,1.000000,1.000000,29,3,29,0,0,0,0,3,32,1.000000
91,45,45,46,71,24,0,1,4,4,0.000000,0.000000,23,1,25,0,0,0,0,1,26,1.086957
92,46,46,47,80,46,0,1,3,3,0.000000,0.000000,15,1,33,0,0,0,0,1,34,2.200000
93,46,46,52,73,11,0,6,3,3,0.000000,0.000000,18,6,20,0,1,1,0,6,27,1.111111
94,47,47,48,77,35,0,1,4,4,0.000000,0.000000,29,1,29,0,0,0,0,1,30,1.000000
95,47,47,54,71,54,0,7,3,4,0.000000,0.000000,15,7,17,0,0,0,0,7,24,1.133333
96,48,48,50,67,9,0,2,3,3,0.000000,0.000000,17,2,17,0,0,0,0,2,19,1.000000
97,48,48,57,75,6,2,4,3,3,1.000000,1.000000,18,8,18,1,0,1,0,9,27,1.000000
98,49,49,53,67,62,0,4,4,4,0.000000,0.000000,14,4,14,0,0,0,0,4,18,1.000000
99,49,49,52,77,49,0,2,3,4,0.000000,1.000000,23,2,25,1,0,1,0,3,28,1.086957
100,50,50,52,67,72,0,2,3,4,0.000000,2.000000,15,2,15,0,0,0,0,2,17,1.000000
101,50,50,58,73,37,1,4,3,4,0.000000,0.000000,13,7,15,1,0,1,0,8,23,1.153846
102,51,51,58,83,70,2,4,3,3,0.000000,2.000000,19,6,23,1,2,3,0,7,32,1.210526
103,51,51,56,59,26,1,5,3,3,0.000000,1.000000,3,5,3,0,0,0,0,5,8,1.000000
104,52,52,57,69,37,0,5,3,4,0.000000,0.000000,12,5,12,0,0,0,0,5,17,1.000000
105,52,52,58,82,6,2,9,3,4,1.000000,2.000000,22,6,22,0,2,2,0,6,30,1.000000
106,53,53,56,85,30,0,3,3,3,0.000000,2.000000,25,3,27,0,2,2,0,3,32,1.080000
107,53,53,67,85,36,0,9,3,3,0.000000,1.000000,18,13,18,1,0,1,0,14,32,1.000000
108,54,54,59,97,71,0,5,3,4,0.000000,2.000000,19,5,37,0,1,1,0,5,43,1.947368
109,54,54,57,78,76,0,3,3,4,0.000000,0.000000,19,3,21,0,0,0,0,3,24,1.105263
110,55,55,61,99,15,0,6,4,4,0.000000,0.000000,33,6,37,0,1,1,0,6,44,1.121212
111,55,55,58,75,44,0,3,3,4,0.000000,1.000000,17,3,17,0,0,0,0,3,20,1.000000
112,56,56,64,96,53,0,8,3,3,0.000000,0.000000,20,8,32,0,0,0,0,8,40,1.600000
113,56,56,68,96,77,1,7,3,3,0.000000,2.000000,24,11,28,1,0,1,0,12,40,1.166667
114,57,57,60,76,51,0,1,3,3,1.000000,1.000000,13,3,13,0,3,3,0,3,19,1.000000
115,57,57,64,79,23,0,7,3,3,0.000000,0.000000,11,7,15,0,0,0,0,7,22,1.363636
116,58,58,68,80,32,0,10,3,3,0.000000,2.000000,9,10,11,0,1,1,0,10,22,1.222222
117,58,58,67,99,20,2,6,3,4,0.000000,1.000000,28,9,32,0,0,0,0,9,41,1.142857
118,59,59,81,102,21,3,15,3,4,0.000000,2.000000,19,22,21,0,0,0,0,22,43,1.105263
119,59,59,69,99,20,2,10,3,4,0.000000,1.000000,23,10,27,0,3,3,0,10,40,1.173913
120,60,60,73,87,57,0,13,4,4,0.000000,0.000000,14,13,14,0,0,0,0,13,27,1.000000
121,60,60,63,75,21,0,3,3,4,0.000000,2.000000,12,3,12,0,0,0,0,3,15,1.000000
122,61,61,67,94,47,0,6,4,4,0.000000,1.000000,27,6,27,0,0,0,0,6,33,1.000000
123,61,61,66,90,5,0,5,3,3,0.000000,0.000000,20,5,24,0,0,0,0,5,29,1.200000
124,62,62,66,92,43,0,4,3,3,0.000000,1.000000,19,4,25,0,1,1,0,4,30,1.315789
125,62,62,63,81,33,0,1,4,4,0.000000,2.000000,14,1,18,0,0,0,0,1,19,1.285714
126,63,63,71,90,61,1,2,3,3,1.000000,1.000000,16,7,18,1,1,2,0,8,27,1.125000
127,63,63,69,87,56,1,9,3,4,0.000000,0.000000,16,6,18,0,0,0,0,6,24,1.125000
128,64,64,68,77,2,0,4,4,4,0.000000,0.000000,9,4,9,0,0,0,0,4,13,1.000000
