task_id,revealed_at,first_assigned_at,picked_up_at,completed_at,first_agent,reassignments,pickup_distance_at_assignment,pickup_local_degree,first_hop_local_degree,first_hop_opposing_flow,first_hop_vertex_flow,service_shortest_distance,empty_distance,loaded_distance,empty_wait_steps,loaded_wait_steps,active_wait_steps,assignment_wait,pickup_wait,completion_time,loaded_detour_ratio
0,0,0,1,12,26,0,1,4,4,0,0,11,1,11,0,0,0,0,1,12,1.000000
1,0,0,1,26,58,0,1,4,4,0.000000,0.000000,25,1,25,0,0,0,0,1,26,1.000000
2,1,1,5,14,33,0,4,3,4,0.000000,0.000000,9,4,9,0,0,0,0,4,13,1.000000
3,1,1,2,30,8,0,1,3,3,0.000000,0.000000,28,1,28,0,0,0,0,1,29,1.000000
4,2,2,14,36,29,1,9,3,4,0.000000,0.000000,12,12,22,0,0,0,0,12,34,1.833333
5,2,2,3,24,35,0,1,4,4,0.000000,0.000000,21,1,21,0,0,0,0,1,22,1.000000
6,3,3,11,30,14,2,8,3,3,0.000000,0.000000,19,8,19,0,0,0,0,8,27,1.000000
7,3,3,16,41,79,1,8,3,3,0.000000,1.000000,25,13,25,0,0,0,0,13,38,1.000000
8,4,4,10,30,13,2,6,3,3,0.000000,0.000000,19,6,19,0,1,1,0,6,26,1.000000
9,4,4,6,22,25,1,5,3,4,0.000000,1.000000,16,2,16,0,0,0,0,2,18,1.000000
10,5,5,19,32,47,5,8,3,4,0.000000,0.000000,13,13,13,1,0,1,0,14,27,1.000000
11,5,5,11,16,63,0,6,3,4,0.000000,0.000000,4,6,4,0,1,1,0,6,11,1.000000
12,6,6,12,41,52,0,6,3,4,0.000000,0.000000,27,6,29,0,0,0,0,6,35,1.074074
13,6,6,8,36,49,0,2,4,4,0.000000,0.000000,27,2,27,0,1,1,0,2,30,1.000000
14,7,7,12,30,79,0,5,3,2,0.000000,0.000000,12,5,16,0,2,2,0,5,23,1.333333
15,7,7,9,32,21,0,2,4,4,0.000000,0.000000,21,2,23,0,0,0,0,2,25,1.095238
16,8,8,17,29,30,3,10,3,4,0.000000,0.000000,12,9,12,0,0,0,0,9,21,1.000000
17,8,8,22,26,40,3,10,3,4,0.000000,0.000000,4,13,4,1,0,1,0,14,18,1.000000
18,9,9,17,33,20,0,8,3,4,0.000000,0.000000,16,8,16,0,0,0,0,8,24,1.000000
19,9,9,16,37,51,3,9,3,4,0.000000,0.000000,14,6,20,1,1,2,0,7,28,1.428571
20,10,10,17,43,47,2,6,3,3,0.000000,0.000000,26,6,26,1,0,1,0,7,33,1.000000
21,10,10,14,31,30,2,4,3,3,0.000000,0.000000,12,4,16,0,1,1,0,4,21,1.333333
22,11,11,13,34,16,0,2,4,4,0.000000,0.000000,21,2,21,0,0,0,0,2,23,1.000000
23,11,11,14,43,53,0,3,4,4,0.000000,0.000000,28,3,28,0,1,1,0,3,32,1.000000
24,12,12,20,25,77,0,7,3,3,0.000000,1.000000,5,7,5,1,0,1,0,8,13,1.000000
25,12,12,13,43,76,0,1,3,3,0.000000,1.000000,29,1,29,0,1,1,0,1,31,1.000000
26,13,13,24,54,12,0,11,3,3,0.000000,0.000000,30,11,30,0,0,0,0,11,41,1.000000
27,13,13,27,39,47,3,4,3,3,0.000000,0.000000,12,14,12,0,0,0,0,14,26,1.000000
28,14,14,23,41,37,0,9,3,4,0.000000,1.000000,12,9,18,0,0,0,0,9,27,1.500000
29,14,14,15,24,64,0,1,4,4,0.000000,0.000000,9,1,9,0,0,0,0,1,10,1.000000
30,15,15,16,49,46,0,1,4,4,0.000000,0.000000,31,1,33,0,0,0,0,1,34,1.064516
31,15,15,26,41,43,4,14,3,4,0.000000,1.000000,15,11,15,0,0,0,0,11,26,1.000000
32,16,16,19,38,43,2,2,3,4,0.000000,2.000000,12,2,18,1,1,2,0,3,22,1.500000
33,16,16,22,44,56,1,5,3,4,0.000000,0.000000,20,6,22,0,0,0,0,6,28,1.100000
34,17,17,20,54,18,0,3,4,4,0.000000,0.000000,34,3,34,0,0,0,0,3,37,1.000000
35,17,17,24,28,56,0,7,3,4,0.000000,1.000000,4,7,4,0,0,0,0,7,11,1.000000
36,18,18,19,49,9,0,1,3,3,1.000000,1.000000,23,1,29,0,1,1,0,1,31,1.260870
37,18,18,26,40,75,2,11,3,3,0.000000,0.000000,14,8,14,0,0,0,0,8,22,1.000000
38,19,19,20,38,62,0,1,4,4,0.000000,0.000000,18,1,18,0,0,0,0,1,19,1.000000
39,19,19,29,63,28,0,10,3,4,0.000000,0.000000,25,10,33,0,1,1,0,10,44,1.320000
40,20,20,21,42,72,0,1,3,3,0.000000,0.000000,21,1,21,0,0,0,0,1,22,1.000000
41,20,20,30,53,74,2,10,3,3,0.000000,0.000000,21,10,23,0,0,0,0,10,33,1.095238
42,21,21,22,42,75,0,0,3,-1,-1.000000,-1.000000,20,0,20,1,0,1,0,1,21,1.000000
43,21,21,22,58,45,0,1,4,4,0.000000,0.000000,36,1,36,0,0,0,0,1,37,1.000000
44,22,22,30,47,22,0,8,3,4,0.000000,0.000000,17,8,17,0,0,0,0,8,25,1.000000
45,22,22,28,65,11,0,6,3,3,0.000000,1.000000,23,6,37,0,0,0,0,6,43,1.608696
46,23,23,29,33,31,1,14,3,4,0.000000,1.000000,4,6,4,0,0,0,0,6,10,1.000000
47,23,23,29,41,41,0,6,3,4,0.000000,1.000000,12,6,12,0,0,0,0,6,18,1.000000
48,24,24,29,50,64,1,3,3,3,1.000000,1.000000,17,4,21,1,0,1,0,5,26,1.235294
49,24,24,77,85,17,40,31,4,4,0.000000,0.000000,8,48,8,5,0,5,0,53,61,1.000000
50,25,25,30,50,36,0,5,4,4,0.000000,1.000000,15,5,19,0,1,1,0,5,25,1.266667
51,25,25,28,69,31,0,3,4,4,0.000000,1.000000,41,3,41,0,0,0,0,3,44,1.000000
52,26,26,32,55,27,0,6,3,4,0.000000,0.000000,23,6,23,0,0,0,0,6,29,1.000000
53,26,26,29,68,15,0,3,4,4,0.000000,0.000000,33,3,39,0,0,0,0,3,42,1.181818
54,27,27,34,48,54,0,7,3,4,0.000000,0.000000,14,7,14,0,0,0,0,7,21,1.000000
55,27,27,33,51,51,4,11,3,3,0.000000,0.000000,18,5,18,1,0,1,0,6,24,1.000000
56,28,28,33,54,55,1,32,4,4,0.000000,0.000000,21,5,21,0,0,0,0,5,26,1.000000
57,28,28,92,124,19,43,34,4,4,0.000000,0.000000,32,63,32,1,0,1,0,64,96,1.000000
58,29,29,34,46,32,0,5,4,4,0.000000,0.000000,12,5,12,0,0,0,0,5,17,1.000000
59,29,29,30,62,60,0,1,4,4,0.000000,0.000000,32,1,32,0,0,0,0,1,33,1.000000
60,30,30,34,45,64,0,4,3,3,0.000000,0.000000,11,4,11,0,0,0,0,4,15,1.000000
61,30,30,42,63,56,1,8,3,3,0.000000,0.000000,19,12,21,0,0,0,0,12,33,1.105263
62,31,31,32,51,8,0,1,3,3,0.000000,1.000000,19,1,19,0,0,0,0,1,20,1.000000
63,31,31,33,50,17,0,2,4,4,0.000000,1.000000,13,2,17,0,0,0,0,2,19,1.307692
64,32,32,36,42,56,0,4,3,3,0.000000,0.000000,4,4,6,0,0,0,0,4,10,1.500000
65,32,32,34,54,26,0,2,4,4,0.000000,0.000000,20,2,20,0,0,0,0,2,22,1.000000
66,33,33,37,54,24,0,2,4,4,0.000000,2.000000,17,4,17,0,0,0,0,4,21,1.000000
67,33,33,39,54,35,0,6,3,3,0.000000,0.000000,15,6,15,0,0,0,0,6,21,1.000000
68,34,34,36,58,13,0,2,3,3,0.000000,1.000000,17,2,21,0,1,1,0,2,24,1.235294
69,34,34,42,63,34,4,13,3,4,1.000000,1.000000,21,8,21,0,0,0,0,8,29,1.000000
70,35,35,39,68,70,0,4,4,4,0.000000,1.000000,27,4,29,0,0,0,0,4,33,1.074074
71,35,35,36,43,73,0,1,3,3,0.000000,2.000000,7,1,7,0,0,0,0,1,8,1.000000
72,36,36,40,69,34,0,4,4,4,0.000000,0.000000,29,4,29,0,0,0,0,4,33,1.000000
73,36,36,38,55,19,0,2,4,4,0.000000,0.000000,17,2,17,0,0,0,0,2,19,1.000000
74,37,37,44,73,30,1,4,4,4,0.000000,1.000000,29,6,29,1,0,1,0,7,36,1.000000
75,37,37,52,58,38,4,7,3,4,0.000000,0.000000,6,15,6,0,0,0,0,15,21,1.000000
76,38,38,41,51,30,0,3,4,4,0.000000,1.000000,10,3,10,0,0,0,0,3,13,1.000000
77,38,38,43,58,79,2,7,3,3,0.000000,0.000000,15,5,15,0,0,0,0,5,20,1.000000
78,39,39,46,68,43,0,3,4,3,1.000000,1.000000,21,7,21,0,1,1,0,7,29,1.000000
79,39,39,50,71,38,4,8,3,4,0.000000,0.000000,17,9,21,2,0,2,0,11,32,1.235294
80,40,40,43,56,79,1,2,3,3,1.000000,1.000000,13,3,13,0,0,0,0,3,16,1.000000
81,40,40,43,79,38,0,3,4,4,0.000000,0.000000,36,3,36,0,0,0,0,3,39,1.000000
82,41,41,57,103,59,2,11,3,4,0.000000,0.000000,37,16,45,0,1,1,0,16,62,1.216216
83,41,41,50,84,23,4,31,4,4,0.000000,0.000000,34,9,34,0,0,0,0,9,43,1.000000
84,42,42,45,64,21,0,3,3,4,0.000000,0.000000,18,3,18,0,1,1,0,3,22,1.000000
85,42,42,46,71,49,0,4,3,3,0.000000,0.000000,25,4,25,0,0,0,0,4,29,1.000000
86,43,43,55,65,42,3,6,4,4,0.000000,1.000000,8,10,10,2,0,2,0,12,22,1.250000
87,43,43,46,52,79,1,8,3,3,0.000000,0.000000,6,3,6,0,0,0,0,3,9,1.000000
88,44,44,51,93,79,2,4,3,3,2.000000,2.000000,15,5,41,2,1,3,0,7,49,2.733333
89,44,44,46,81,47,0,2,4,4,0.000000,0.000000,33,2,35,0,0,0,0,2,37,1.060606
90,45,45,50,80,20,1,3,4,4,0.000000,0.000000,29,5,29,0,1,1,0,5,35,1.000000
91,45,45,47,70,23,0,2,4,4,0.000000,0.000000,23,2,23,0,0,0,0,2,25,1.000000
92,46,46,50,73,72,1,5,3,3,0.000000,0.000000,15,4,23,0,0,0,0,4,27,1.533333
93,46,46,49,73,16,0,3,3,3,0.000000,1.000000,18,3,24,0,0,0,0,3,27,1.333333
94,47,47,51,81,20,0,4,4,4,0.000000,0.000000,29,4,29,0,1,1,0,4,34,1.000000
95,47,47,50,67,56,0,3,3,3,0.000000,0.000000,15,3,17,0,0,0,0,3,20,1.133333
96,48,48,54,71,72,2,4,3,3,1.000000,1.000000,17,5,17,1,0,1,0,6,23,1.000000
97,48,48,53,73,78,0,5,3,4,0.000000,0.000000,18,5,20,0,0,0,0,5,25,1.111111
98,49,49,51,65,62,0,2,4,4,0.000000,1.000000,14,2,14,0,0,0,0,2,16,1.000000
99,49,49,53,76,33,1,6,3,4,0.000000,0.000000,23,4,23,0,0,0,0,4,27,1.000000
100,50,50,52,74,72,0,2,3,4,0.000000,1.000000,15,2,21,0,1,1,0,2,24,1.400000
101,50,50,55,70,42,0,5,3,4,0.000000,0.000000,13,5,15,0,0,0,0,5,20,1.153846
102,51,51,55,74,51,1,5,3,4,1.000000,3.000000,19,4,19,0,0,0,0,4,23,1.000000
103,51,51,53,56,32,1,6,3,3,1.000000,1.000000,3,2,3,0,0,0,0,2,5,1.000000
104,52,52,61,79,54,3,13,3,3,0.000000,1.000000,12,8,18,1,0,1,0,9,27,1.500000
105,52,52,57,81,32,0,5,3,3,2.000000,2.000000,22,5,24,0,0,0,0,5,29,1.090909
106,53,53,57,87,33,1,6,3,4,0.000000,0.000000,25,4,29,0,1,1,0,4,34,1.160000
107,53,53,60,79,46,0,7,3,4,0.000000,2.000000,18,7,18,0,1,1,0,7,26,1.000000
108,54,54,61,84,51,0,7,3,4,0.000000,2.000000,19,7,23,0,0,0,0,7,30,1.210526
109,54,54,60,79,54,3,9,3,2,2.000000,2.000000,19,5,19,1,0,1,0,6,25,1.000000
110,55,55,58,91,17,0,3,4,4,0.000000,0.000000,33,3,33,0,0,0,0,3,36,1.000000
111,55,55,57,79,9,0,0,3,-1,-1.000000,-1.000000,17,2,21,0,1,1,0,2,24,1.235294
112,56,56,63,98,53,1,7,3,4,0.000000,2.000000,20,6,34,1,1,2,0,7,42,1.700000
113,56,56,61,93,77,0,5,3,3,0.000000,2.000000,24,5,32,0,0,0,0,5,37,1.333333
114,57,57,63,76,19,0,4,3,4,1.000000,2.000000,13,6,13,0,0,0,0,6,19,1.000000
115,57,57,69,80,53,4,12,3,4,1.000000,3.000000,11,12,11,0,0,0,0,12,23,1.000000
116,58,58,92,105,14,10,15,3,3,0.000000,0.000000,9,33,13,1,0,1,0,34,47,1.444444
117,58,58,78,107,35,2,3,3,3,0.000000,1.000000,28,19,28,1,1,2,0,20,49,1.000000
118,59,59,73,102,14,3,14,3,3,0.000000,0.000000,19,14,29,0,0,0,0,14,43,1.526316
119,59,59,66,91,8,2,23,3,4,0.000000,1.000000,23,7,25,0,0,0,0,7,32,1.086957
120,60,60,106,123,52,20,32,4,4,0.000000,0.000000,14,45,16,1,1,2,0,46,63,1.142857
121,60,60,62,78,75,0,2,3,3,0.000000,0.000000,12,2,16,0,0,0,0,2,18,1.333333
122,61,61,67,94,55,0,6,4,4,0.000000,0.000000,27,6,27,0,0,0,0,6,33,1.000000
123,61,61,64,86,2,0,3,3,4,0.000000,1.000000,20,3,22,0,0,0,0,3,25,1.100000
124,62,62,67,93,8,0,5,3,4,0.000000,1.000000,19,5,25,0,1,1,0,5,31,1.315789
125,62,62,64,82,33,0,2,4,4,1.000000,1.000000,14,2,16,0,2,2,0,2,20,1.142857
126,63,63,67,83,44,1,7,3,4,1.000000,3.000000,16,4,16,0,0,0,0,4,20,1.000000
127,63,63,71,88,40,0,8,3,4,1.000000,1.000000,16,8,16,0,1,1,0,8,25,1.000000
128,64,64,73,82,52,7,4,4,4,0.000000,1.000000,9,9,9,0,0,0,0,9,18,1.000000
